supplier_id,supplier_name,lead_time_days,Total_Sales
S00636,"Dangote Sugar 636",13,968386.59
S08712,"Flour Mills Nigeria 8712",7,967519.94
S01306,"Nestle Nigeria 1306",4,967090.46
S06642,"Flour Mills Nigeria 6642",4,967075.50
S08475,"Flour Mills Nigeria 8475",12,966910.84
S09327,"Dangote Sugar 9327",1,966703.40
S07058,"Nestle Nigeria 7058",5,964976.38
S07404,"Flour Mills Nigeria 7404",11,964841.77
S08089,"Dangote Sugar 8089",7,964008.60
S06372,"Nestle Nigeria 6372",8,963957.68
S00106,"Dangote Sugar 106",14,963694.39
S02415,"Dangote Sugar 2415",6,963594.66
S05000,"Flour Mills Nigeria 5000",1,962752.58
S03732,"Flour Mills Nigeria 3732",5,962537.44
S06134,"Dangote Sugar 6134",13,961977.80
S05984,"Dangote Sugar 5984",8,961682.33
S07301,"Dufil Prima Foods 7301",14,961308.00
S09876,"Dangote Sugar 9876",9,961116.84
S04828,"Dangote Sugar 4828",14,960896.80
S04863,"Dufil Prima Foods 4863",1,960508.78
S02828,"Dangote Sugar 2828",10,959905.80
S01976,"Dufil Prima Foods 1976",11,959794.55
S06069,"Flour Mills Nigeria 6069",6,959709.10
S00527,"Dangote Sugar 527",6,957521.63
S04599,"Nestle Nigeria 4599",12,956998.65
S08977,"Flour Mills Nigeria 8977",9,956713.52
S06217,"Nestle Nigeria 6217",10,954518.54
S02570,"Dangote Sugar 2570",5,952924.78
S01610,"Dufil Prima Foods 1610",10,952070.07
S03898,"Flour Mills Nigeria 3898",14,951871.19
S00756,"Nestle Nigeria 756",11,951786.78
S04060,"Dangote Sugar 4060",7,951297.60
S05235,"Dangote Sugar 5235",7,951284.16
S08205,"Dufil Prima Foods 8205",6,950542.02
S00708,"Dangote Sugar 708",3,950154.23
S01617,"Flour Mills Nigeria 1617",1,949446.42
S02044,"Nestle Nigeria 2044",10,948134.50
S02911,"Dufil Prima Foods 2911",2,947632.18
S00552,"Dangote Sugar 552",5,946087.14
S08336,"Nestle Nigeria 8336",2,945784.69
S02295,"Dufil Prima Foods 2295",6,945289.12
S07172,"Flour Mills Nigeria 7172",7,944913.96
S03612,"Flour Mills Nigeria 3612",5,944845.20
S04046,"Nestle Nigeria 4046",12,944257.86
S06774,"Flour Mills Nigeria 6774",8,943941.42
S06450,"Dufil Prima Foods 6450",2,943548.36
S04498,"Dufil Prima Foods 4498",12,943425.28
S02477,"Dangote Sugar 2477",13,943387.98
S06956,"Flour Mills Nigeria 6956",7,943218.09
S02503,"Nestle Nigeria 2503",5,943049.64
S02040,"Dufil Prima Foods 2040",4,942906.16
S02777,"Dangote Sugar 2777",5,941148.32
S04152,"Dangote Sugar 4152",4,939384.03
S00669,"Flour Mills Nigeria 669",6,938690.76
S09887,"Nestle Nigeria 9887",10,938385.60
S01131,"Dangote Sugar 1131",3,937812.15
S05309,"Flour Mills Nigeria 5309",9,937384.40
S00646,"Dufil Prima Foods 646",12,937127.21
S00514,"Nestle Nigeria 514",7,937119.50
S03405,"Dufil Prima Foods 3405",3,936531.90
S06360,"Flour Mills Nigeria 6360",4,935624.34
S01688,"Dangote Sugar 1688",9,935456.00
S09675,"Dufil Prima Foods 9675",14,934993.08
S09437,"Dangote Sugar 9437",14,934363.92
S07044,"Flour Mills Nigeria 7044",3,934044.75
S08647,"Nestle Nigeria 8647",10,933695.84
S03472,"Dufil Prima Foods 3472",5,930972.53
S01106,"Flour Mills Nigeria 1106",1,930677.55
S04176,"Nestle Nigeria 4176",2,930156.24
S00784,"Flour Mills Nigeria 784",7,929399.58
S05631,"Dangote Sugar 5631",8,929112.96
S02516,"Dufil Prima Foods 2516",2,929100.76
S00607,"Flour Mills Nigeria 607",8,928683.80
S03445,"Flour Mills Nigeria 3445",12,928320.81
S04655,"Nestle Nigeria 4655",9,928251.93
S01133,"Dangote Sugar 1133",1,927395.58
S02244,"Dufil Prima Foods 2244",10,927086.88
S01933,"Dufil Prima Foods 1933",14,926974.37
S08166,"Nestle Nigeria 8166",10,925241.53
S07059,"Flour Mills Nigeria 7059",13,924851.01
S06657,"Flour Mills Nigeria 6657",12,924449.98
S06736,"Dangote Sugar 6736",12,924413.28
S05593,"Flour Mills Nigeria 5593",5,923859.48
S06662,"Dufil Prima Foods 6662",4,922392.00
S04471,"Flour Mills Nigeria 4471",14,921576.49
S00561,"Nestle Nigeria 561",5,921544.80
S03166,"Nestle Nigeria 3166",8,921070.08
S02345,"Dufil Prima Foods 2345",14,921069.11
S03654,"Dufil Prima Foods 3654",11,920470.88
S01762,"Dangote Sugar 1762",10,919897.41
S09360,"Nestle Nigeria 9360",3,919643.27
S06612,"Nestle Nigeria 6612",3,918773.92
S07772,"Dangote Sugar 7772",6,918059.46
S08562,"Nestle Nigeria 8562",6,917972.60
S07868,"Flour Mills Nigeria 7868",12,917850.48
S02966,"Dangote Sugar 2966",2,917064.06
S05144,"Dufil Prima Foods 5144",7,916619.02
S01498,"Dangote Sugar 1498",12,916440.15
S05374,"Flour Mills Nigeria 5374",10,916140.48
S06915,"Nestle Nigeria 6915",7,914934.74
S02115,"Flour Mills Nigeria 2115",10,914806.51
S04331,"Flour Mills Nigeria 4331",14,914257.80
S02972,"Flour Mills Nigeria 2972",1,914018.04
S03831,"Flour Mills Nigeria 3831",1,913597.72
S03028,"Nestle Nigeria 3028",8,913150.50
S02976,"Dangote Sugar 2976",11,911437.73
S09983,"Dufil Prima Foods 9983",11,910823.34
S00930,"Nestle Nigeria 930",13,910748.00
S04051,"Dangote Sugar 4051",6,908980.31
S00482,"Dufil Prima Foods 482",11,908698.26
S08616,"Dufil Prima Foods 8616",11,908404.75
S04108,"Dufil Prima Foods 4108",4,906895.81
S04019,"Dangote Sugar 4019",8,906732.22
S03921,"Dangote Sugar 3921",2,906594.50
S06475,"Dufil Prima Foods 6475",7,906473.40
S03705,"Flour Mills Nigeria 3705",11,905587.07
S05501,"Dufil Prima Foods 5501",9,905397.24
S05971,"Dangote Sugar 5971",3,905170.05
S00935,"Dangote Sugar 935",6,904883.85
S09906,"Dufil Prima Foods 9906",10,904509.64
S09219,"Dangote Sugar 9219",6,904496.19
S01036,"Nestle Nigeria 1036",9,904158.64
S07405,"Nestle Nigeria 7405",12,903252.36
S07821,"Dufil Prima Foods 7821",10,902813.58
S08264,"Flour Mills Nigeria 8264",8,901792.89
S08877,"Nestle Nigeria 8877",2,901780.83
S08869,"Dufil Prima Foods 8869",2,901698.49
S09245,"Nestle Nigeria 9245",6,901260.65
S01738,"Dufil Prima Foods 1738",10,901089.28
S02102,"Dangote Sugar 2102",6,899843.04
S08262,"Dangote Sugar 8262",12,899444.30
S06062,"Dangote Sugar 6062",11,899111.72
S05801,"Nestle Nigeria 5801",14,899004.16
S06485,"Dufil Prima Foods 6485",5,898290.54
S07416,"Nestle Nigeria 7416",3,897580.98
S04807,"Dangote Sugar 4807",10,897496.20
S02970,"Nestle Nigeria 2970",4,896483.76
S03283,"Dufil Prima Foods 3283",6,896435.79
S04082,"Nestle Nigeria 4082",11,896296.72
S04072,"Flour Mills Nigeria 4072",7,896223.60
S05604,"Flour Mills Nigeria 5604",8,895824.70
S08456,"Dangote Sugar 8456",11,895792.48
S03421,"Nestle Nigeria 3421",7,895776.00
S02134,"Nestle Nigeria 2134",9,895674.56
S09022,"Flour Mills Nigeria 9022",9,895159.96
S04181,"Nestle Nigeria 4181",10,895104.09
S03420,"Dangote Sugar 3420",11,895007.82
S01005,"Dufil Prima Foods 1005",12,893499.64
S04560,"Dangote Sugar 4560",5,893296.64
S09161,"Flour Mills Nigeria 9161",4,892203.76
S07303,"Dangote Sugar 7303",8,892040.76
S08210,"Flour Mills Nigeria 8210",14,892035.13
S06375,"Flour Mills Nigeria 6375",6,891944.50
S05945,"Flour Mills Nigeria 5945",2,891922.37
S05608,"Dufil Prima Foods 5608",10,891206.16
S04281,"Dangote Sugar 4281",11,891122.40
S02307,"Dufil Prima Foods 2307",2,890950.75
S02029,"Dangote Sugar 2029",7,888903.95
S07697,"Dangote Sugar 7697",3,888327.00
S00004,"Nestle Nigeria 4",11,888163.60
S01327,"Nestle Nigeria 1327",10,888064.20
S07317,"Dufil Prima Foods 7317",12,887996.86
S07675,"Dangote Sugar 7675",6,887523.80
S04576,"Flour Mills Nigeria 4576",13,887322.18
S08702,"Dangote Sugar 8702",6,886948.30
S06192,"Flour Mills Nigeria 6192",9,886706.40
S07664,"Dangote Sugar 7664",1,886092.96
S01561,"Dangote Sugar 1561",4,884941.42
S04238,"Dangote Sugar 4238",12,884224.50
S02143,"Nestle Nigeria 2143",11,883661.20
S03354,"Dangote Sugar 3354",11,883316.11
S00092,"Flour Mills Nigeria 92",5,883100.76
S05465,"Dufil Prima Foods 5465",1,883057.57
S05607,"Dufil Prima Foods 5607",11,883030.04
S04116,"Dufil Prima Foods 4116",2,882175.58
S07913,"Nestle Nigeria 7913",4,882110.88
S03767,"Flour Mills Nigeria 3767",9,881462.74
S07085,"Dufil Prima Foods 7085",2,880944.46
S07951,"Dufil Prima Foods 7951",5,879646.80
S07694,"Dufil Prima Foods 7694",8,878385.27
S09714,"Dangote Sugar 9714",8,877961.88
S06311,"Dufil Prima Foods 6311",14,877650.50
S01903,"Flour Mills Nigeria 1903",13,877584.98
S08878,"Dangote Sugar 8878",1,877029.44
S06723,"Dangote Sugar 6723",6,877008.24
S00894,"Flour Mills Nigeria 894",2,876450.28
S03963,"Dangote Sugar 3963",6,876201.00
S09313,"Flour Mills Nigeria 9313",5,876135.31
S06085,"Flour Mills Nigeria 6085",1,875666.02
S04847,"Dangote Sugar 4847",9,874854.40
S08058,"Dufil Prima Foods 8058",14,874492.34
S03851,"Flour Mills Nigeria 3851",14,874064.70
S03494,"Flour Mills Nigeria 3494",14,873796.50
S01075,"Dangote Sugar 1075",7,873307.20
S01042,"Nestle Nigeria 1042",2,873103.44
S07307,"Flour Mills Nigeria 7307",6,872952.30
S01035,"Dufil Prima Foods 1035",2,872724.24
S08349,"Flour Mills Nigeria 8349",11,871864.89
S06038,"Dufil Prima Foods 6038",5,871598.50
S05286,"Nestle Nigeria 5286",3,870998.22
S00833,"Dufil Prima Foods 833",11,869473.64
S01724,"Nestle Nigeria 1724",5,869391.90
S07297,"Dangote Sugar 7297",6,867871.90
S00673,"Dangote Sugar 673",14,867514.00
S02377,"Flour Mills Nigeria 2377",8,867513.40
S09158,"Flour Mills Nigeria 9158",12,866334.26
S02436,"Dangote Sugar 2436",4,866066.04
S07209,"Flour Mills Nigeria 7209",14,865266.83
S06295,"Dangote Sugar 6295",8,864778.56
S05724,"Nestle Nigeria 5724",3,863806.05
S07316,"Dufil Prima Foods 7316",9,863799.20
S09264,"Dufil Prima Foods 9264",4,863707.60
S01360,"Flour Mills Nigeria 1360",11,863151.60
S08322,"Dangote Sugar 8322",11,862829.74
S04414,"Flour Mills Nigeria 4414",13,862296.56
S07882,"Flour Mills Nigeria 7882",6,861405.54
S08595,"Dangote Sugar 8595",6,861347.83
S06922,"Nestle Nigeria 6922",9,860937.83
S03447,"Flour Mills Nigeria 3447",1,860603.94
S02533,"Nestle Nigeria 2533",8,860263.84
S02403,"Nestle Nigeria 2403",12,860034.09
S06227,"Dangote Sugar 6227",4,860033.48
S08556,"Dufil Prima Foods 8556",3,859126.56
S00473,"Dangote Sugar 473",4,859023.88
S01766,"Dufil Prima Foods 1766",10,858947.91
S01484,"Dangote Sugar 1484",8,858693.80
S04153,"Flour Mills Nigeria 4153",6,858464.15
S00832,"Dangote Sugar 832",3,856653.75
S08186,"Nestle Nigeria 8186",5,855792.96
S06700,"Nestle Nigeria 6700",10,855287.64
S05920,"Dufil Prima Foods 5920",2,854877.12
S08893,"Dufil Prima Foods 8893",8,854641.84
S01044,"Flour Mills Nigeria 1044",8,854192.88
S01503,"Flour Mills Nigeria 1503",9,853208.36
S06223,"Nestle Nigeria 6223",12,852091.24
S09326,"Dufil Prima Foods 9326",10,851345.04
S04279,"Nestle Nigeria 4279",5,850778.76
S02844,"Dangote Sugar 2844",6,850061.64
S06698,"Flour Mills Nigeria 6698",14,849894.72
S08380,"Dangote Sugar 8380",1,848737.89
S00678,"Nestle Nigeria 678",4,848721.51
S09175,"Nestle Nigeria 9175",3,847975.38
S01025,"Dangote Sugar 1025",8,847583.16
S06019,"Flour Mills Nigeria 6019",9,847404.51
S07133,"Dufil Prima Foods 7133",9,847047.16
S00015,"Flour Mills Nigeria 15",1,846927.98
S05954,"Dangote Sugar 5954",4,846262.00
S07896,"Dangote Sugar 7896",14,846155.29
S05062,"Nestle Nigeria 5062",8,845548.92
S02228,"Nestle Nigeria 2228",6,845318.36
S09037,"Nestle Nigeria 9037",1,845079.44
S08836,"Dangote Sugar 8836",6,844067.00
S08626,"Dufil Prima Foods 8626",14,843521.73
S06593,"Nestle Nigeria 6593",14,843097.20
S05061,"Nestle Nigeria 5061",14,842924.88
S02795,"Dufil Prima Foods 2795",13,842830.00
S01345,"Nestle Nigeria 1345",1,842745.06
S03179,"Dangote Sugar 3179",11,841952.72
S05370,"Dangote Sugar 5370",5,841749.62
S01076,"Dangote Sugar 1076",12,841580.04
S00758,"Dufil Prima Foods 758",2,841556.06
S07776,"Dufil Prima Foods 7776",10,841179.92
S06645,"Nestle Nigeria 6645",14,840563.04
S00265,"Dangote Sugar 265",1,839524.92
S04077,"Flour Mills Nigeria 4077",4,838799.56
S04226,"Flour Mills Nigeria 4226",2,838672.92
S02505,"Nestle Nigeria 2505",5,837758.88
S03715,"Nestle Nigeria 3715",3,837481.55
S02659,"Dangote Sugar 2659",13,836107.56
S04792,"Dangote Sugar 4792",4,836098.08
S04038,"Dangote Sugar 4038",8,835368.30
S03446,"Nestle Nigeria 3446",3,835318.08
S02434,"Dangote Sugar 2434",9,835212.64
S03877,"Flour Mills Nigeria 3877",7,834255.96
S05619,"Dangote Sugar 5619",14,834200.52
S01636,"Dufil Prima Foods 1636",2,833850.60
S03181,"Flour Mills Nigeria 3181",1,833566.44
S07275,"Dangote Sugar 7275",5,833493.32
S07348,"Flour Mills Nigeria 7348",5,833300.06
S07500,"Dufil Prima Foods 7500",5,833258.08
S08633,"Dangote Sugar 8633",14,832868.30
S02162,"Dufil Prima Foods 2162",4,832729.20
S06100,"Dangote Sugar 6100",8,832686.95
S09946,"Dangote Sugar 9946",11,832260.98
S01786,"Nestle Nigeria 1786",4,831900.36
S06059,"Dangote Sugar 6059",3,831827.12
S01436,"Nestle Nigeria 1436",4,831541.84
S03241,"Flour Mills Nigeria 3241",8,831493.84
S02625,"Flour Mills Nigeria 2625",7,831364.85
S07581,"Nestle Nigeria 7581",4,831295.98
S06926,"Flour Mills Nigeria 6926",2,831158.30
S05127,"Nestle Nigeria 5127",9,830819.36
S00018,"Nestle Nigeria 18",6,829630.37
S03029,"Flour Mills Nigeria 3029",3,828404.74
S05171,"Dangote Sugar 5171",7,828102.00
S08865,"Nestle Nigeria 8865",9,827274.62
S08067,"Dufil Prima Foods 8067",2,826405.15
S08331,"Nestle Nigeria 8331",6,826094.22
S09354,"Flour Mills Nigeria 9354",7,825938.50
S08600,"Dangote Sugar 8600",3,824954.85
S08244,"Flour Mills Nigeria 8244",5,824399.60
S04597,"Flour Mills Nigeria 4597",7,824093.85
S02705,"Dufil Prima Foods 2705",6,824079.69
S08278,"Dangote Sugar 8278",2,823194.84
S02113,"Flour Mills Nigeria 2113",10,821480.57
S01802,"Flour Mills Nigeria 1802",13,820128.74
S00131,"Dufil Prima Foods 131",7,819260.94
S08572,"Flour Mills Nigeria 8572",6,818721.96
S01664,"Nestle Nigeria 1664",5,818635.20
S07130,"Nestle Nigeria 7130",9,818536.60
S02509,"Dangote Sugar 2509",8,818282.31
S00759,"Nestle Nigeria 759",8,818265.08
S00108,"Dufil Prima Foods 108",12,818125.72
S03801,"Nestle Nigeria 3801",4,817659.19
S09096,"Nestle Nigeria 9096",13,817412.02
S08394,"Dufil Prima Foods 8394",11,816817.32
S05587,"Dufil Prima Foods 5587",7,816133.55
S08756,"Dufil Prima Foods 8756",4,815992.49
S03949,"Dangote Sugar 3949",14,815529.12
S04107,"Dufil Prima Foods 4107",6,815330.62
S09773,"Dufil Prima Foods 9773",6,814293.96
S04785,"Flour Mills Nigeria 4785",1,813072.38
S05908,"Nestle Nigeria 5908",11,812827.40
S02672,"Dufil Prima Foods 2672",12,812137.44
S02039,"Flour Mills Nigeria 2039",9,811481.17
S07561,"Flour Mills Nigeria 7561",4,810203.85
S08618,"Dufil Prima Foods 8618",7,810045.60
S00574,"Dangote Sugar 574",5,810006.48
S07865,"Dufil Prima Foods 7865",9,809849.16
S02832,"Dangote Sugar 2832",2,809697.08
S08890,"Dangote Sugar 8890",1,808989.02
S03081,"Flour Mills Nigeria 3081",2,808487.89
S04830,"Dangote Sugar 4830",3,807673.50
S05452,"Dufil Prima Foods 5452",1,807280.83
S07332,"Nestle Nigeria 7332",11,807196.44
S00769,"Dufil Prima Foods 769",5,807144.45
S02123,"Dufil Prima Foods 2123",1,807048.96
S00425,"Dufil Prima Foods 425",7,806703.24
S03729,"Nestle Nigeria 3729",2,806680.07
S09215,"Dufil Prima Foods 9215",14,806116.74
S05120,"Dufil Prima Foods 5120",2,805200.24
S06407,"Dufil Prima Foods 6407",13,805170.84
S06855,"Nestle Nigeria 6855",7,804782.50
S04309,"Flour Mills Nigeria 4309",3,804686.38
S08737,"Nestle Nigeria 8737",3,804346.62
S06318,"Dufil Prima Foods 6318",3,802693.15
S07252,"Dangote Sugar 7252",13,802561.84
S05490,"Dufil Prima Foods 5490",3,802358.42
S05478,"Flour Mills Nigeria 5478",13,802329.82
S01897,"Dufil Prima Foods 1897",7,802294.86
S02872,"Flour Mills Nigeria 2872",7,802280.78
S03117,"Flour Mills Nigeria 3117",8,802261.26
S07356,"Flour Mills Nigeria 7356",6,801906.60
S06219,"Nestle Nigeria 6219",7,800971.60
S02722,"Dangote Sugar 2722",5,799442.05
S05405,"Nestle Nigeria 5405",4,798659.50
S00639,"Dangote Sugar 639",3,798237.30
S06436,"Flour Mills Nigeria 6436",5,797943.91
S08354,"Dufil Prima Foods 8354",7,797546.64
S07095,"Dufil Prima Foods 7095",10,797443.14
S08351,"Dangote Sugar 8351",12,796588.44
S06568,"Dangote Sugar 6568",9,796107.07
S01594,"Flour Mills Nigeria 1594",4,795695.85
S00306,"Nestle Nigeria 306",12,795591.00
S05827,"Flour Mills Nigeria 5827",4,795307.60
S05848,"Dangote Sugar 5848",10,794513.95
S02933,"Nestle Nigeria 2933",5,794165.08
S04633,"Nestle Nigeria 4633",11,793944.56
S03549,"Dufil Prima Foods 3549",6,793749.36
S03254,"Dufil Prima Foods 3254",3,793676.12
S01248,"Dufil Prima Foods 1248",6,793438.31
S06344,"Dufil Prima Foods 6344",13,793288.38
S06288,"Nestle Nigeria 6288",8,792452.76
S06602,"Flour Mills Nigeria 6602",12,792152.40
S01604,"Dangote Sugar 1604",1,791278.24
S02142,"Dangote Sugar 2142",4,791105.76
S01899,"Nestle Nigeria 1899",2,790375.86
S09362,"Nestle Nigeria 9362",10,789941.20
S06082,"Dangote Sugar 6082",12,788960.76
S01527,"Dangote Sugar 1527",11,788682.16
S09176,"Dangote Sugar 9176",9,787884.66
S04307,"Nestle Nigeria 4307",6,787497.63
S09944,"Dangote Sugar 9944",1,787462.38
S04732,"Dangote Sugar 4732",6,786146.30
S05492,"Dufil Prima Foods 5492",2,786050.76
S09819,"Flour Mills Nigeria 9819",6,785800.15
S07914,"Nestle Nigeria 7914",11,785631.20
S01745,"Nestle Nigeria 1745",13,785297.36
S00183,"Flour Mills Nigeria 183",9,785178.66
S07218,"Dangote Sugar 7218",4,784998.30
S03593,"Dangote Sugar 3593",11,784944.73
S00205,"Dufil Prima Foods 205",8,784465.44
S04358,"Nestle Nigeria 4358",8,784023.60
S05130,"Flour Mills Nigeria 5130",11,783524.22
S06103,"Flour Mills Nigeria 6103",10,783248.14
S06253,"Nestle Nigeria 6253",12,783088.52
S08281,"Dangote Sugar 8281",1,782622.20
S08185,"Nestle Nigeria 8185",7,781039.80
S02687,"Nestle Nigeria 2687",6,780349.53
S00243,"Dangote Sugar 243",2,780224.28
S05500,"Flour Mills Nigeria 5500",9,779548.97
S05749,"Dangote Sugar 5749",1,778921.65
S09643,"Flour Mills Nigeria 9643",9,778703.89
S09937,"Dufil Prima Foods 9937",2,777982.61
S04573,"Flour Mills Nigeria 4573",12,777967.12
S09988,"Dangote Sugar 9988",9,777448.80
S03115,"Flour Mills Nigeria 3115",9,777082.59
S01731,"Dufil Prima Foods 1731",10,775178.60
S00842,"Dufil Prima Foods 842",9,774895.29
S09474,"Flour Mills Nigeria 9474",1,773962.59
S02354,"Flour Mills Nigeria 2354",1,773924.16
S03266,"Nestle Nigeria 3266",4,773363.20
S02197,"Flour Mills Nigeria 2197",14,773168.13
S06172,"Dangote Sugar 6172",5,773132.41
S09764,"Dangote Sugar 9764",12,772954.56
S06365,"Flour Mills Nigeria 6365",5,772907.40
S08015,"Dufil Prima Foods 8015",8,772898.44
S09228,"Dangote Sugar 9228",2,772537.92
S00112,"Nestle Nigeria 112",6,772479.51
S09129,"Nestle Nigeria 9129",3,772390.58
S05859,"Flour Mills Nigeria 5859",2,772382.49
S03509,"Flour Mills Nigeria 3509",4,771918.72
S05237,"Nestle Nigeria 5237",13,771801.81
S09100,"Nestle Nigeria 9100",13,771305.28
S02584,"Flour Mills Nigeria 2584",11,769767.22
S02037,"Nestle Nigeria 2037",3,769730.66
S09589,"Nestle Nigeria 9589",10,768977.20
S03608,"Dufil Prima Foods 3608",3,767934.90
S01675,"Flour Mills Nigeria 1675",10,767838.64
S03667,"Nestle Nigeria 3667",7,767764.37
S00892,"Nestle Nigeria 892",4,767192.79
S07483,"Dangote Sugar 7483",14,767049.15
S08079,"Dangote Sugar 8079",8,766600.80
S06237,"Nestle Nigeria 6237",12,766454.96
S02479,"Dufil Prima Foods 2479",9,765566.00
S04244,"Flour Mills Nigeria 4244",9,765282.46
S01468,"Nestle Nigeria 1468",5,764847.53
S02904,"Dufil Prima Foods 2904",8,763178.28
S02602,"Dangote Sugar 2602",13,763049.50
S09059,"Dangote Sugar 9059",3,762684.34
S04337,"Dufil Prima Foods 4337",13,762011.72
S00788,"Dufil Prima Foods 788",11,761592.29
S06083,"Dangote Sugar 6083",2,761066.40
S05063,"Nestle Nigeria 5063",12,760880.40
S06850,"Flour Mills Nigeria 6850",10,760797.22
S07232,"Dufil Prima Foods 7232",13,760736.74
S01551,"Flour Mills Nigeria 1551",4,760393.20
S06867,"Dangote Sugar 6867",6,760256.31
S07785,"Flour Mills Nigeria 7785",11,760019.04
S01060,"Dufil Prima Foods 1060",7,759626.39
S07663,"Dangote Sugar 7663",11,759139.86
S09768,"Dangote Sugar 9768",4,758713.93
S04784,"Dufil Prima Foods 4784",4,757326.57
S03870,"Nestle Nigeria 3870",5,756780.63
S03522,"Nestle Nigeria 3522",6,756371.07
S01600,"Dangote Sugar 1600",3,756128.94
S01350,"Flour Mills Nigeria 1350",10,756047.60
S03132,"Nestle Nigeria 3132",5,755264.40
S01795,"Dangote Sugar 1795",13,754952.78
S08903,"Flour Mills Nigeria 8903",7,754613.28
S08442,"Dufil Prima Foods 8442",1,754504.39
S09472,"Nestle Nigeria 9472",11,754393.36
S01943,"Dufil Prima Foods 1943",10,753872.00
S06181,"Nestle Nigeria 6181",6,753803.38
S04954,"Dangote Sugar 4954",8,753277.36
S02514,"Nestle Nigeria 2514",3,753217.92
S08780,"Flour Mills Nigeria 8780",5,753012.97
S01759,"Dufil Prima Foods 1759",2,752513.24
S07670,"Dufil Prima Foods 7670",1,751262.90
S05937,"Flour Mills Nigeria 5937",6,750982.65
S00741,"Dufil Prima Foods 741",5,750940.47
S06452,"Dufil Prima Foods 6452",2,750692.28
S09670,"Dangote Sugar 9670",4,750307.74
S02854,"Dangote Sugar 2854",13,750237.51
S05010,"Dufil Prima Foods 5010",9,749996.64
S00277,"Dangote Sugar 277",3,749685.50
S09090,"Dangote Sugar 9090",10,749173.19
S06421,"Nestle Nigeria 6421",10,748540.44
S01523,"Flour Mills Nigeria 1523",11,746719.48
S06699,"Dangote Sugar 6699",14,746533.68
S07127,"Dufil Prima Foods 7127",13,746032.50
S06514,"Flour Mills Nigeria 6514",12,745998.18
S05190,"Flour Mills Nigeria 5190",7,745956.12
S07160,"Dufil Prima Foods 7160",13,745694.30
S06542,"Dufil Prima Foods 6542",8,745030.62
S07533,"Flour Mills Nigeria 7533",1,744853.43
S01341,"Nestle Nigeria 1341",14,744451.20
S01407,"Dangote Sugar 1407",14,743758.96
S00298,"Dangote Sugar 298",13,743747.83
S02947,"Nestle Nigeria 2947",13,743691.21
S09861,"Flour Mills Nigeria 9861",11,743213.35
S08851,"Dufil Prima Foods 8851",1,742686.11
S05632,"Dangote Sugar 5632",7,741682.89
S08750,"Flour Mills Nigeria 8750",9,741072.93
S08174,"Nestle Nigeria 8174",11,740736.64
S02520,"Nestle Nigeria 2520",9,740133.90
S01537,"Dangote Sugar 1537",4,740069.05
S07857,"Flour Mills Nigeria 7857",8,739736.12
S02067,"Dufil Prima Foods 2067",1,738710.32
S03996,"Dufil Prima Foods 3996",7,738371.13
S05136,"Nestle Nigeria 5136",2,738306.99
S05942,"Dufil Prima Foods 5942",1,736701.84
S04263,"Nestle Nigeria 4263",1,736273.86
S04292,"Dufil Prima Foods 4292",6,736018.86
S01817,"Dangote Sugar 1817",14,735786.86
S00596,"Dufil Prima Foods 596",14,735543.68
S06266,"Flour Mills Nigeria 6266",1,734701.12
S04272,"Dufil Prima Foods 4272",13,734386.45
S09575,"Dufil Prima Foods 9575",13,734333.60
S05429,"Dangote Sugar 5429",5,733312.68
S04440,"Dufil Prima Foods 4440",13,732232.94
S05424,"Dufil Prima Foods 5424",9,731640.84
S03107,"Nestle Nigeria 3107",5,731050.95
S05210,"Dangote Sugar 5210",9,730963.17
S05720,"Nestle Nigeria 5720",3,730470.67
S06552,"Dangote Sugar 6552",5,730352.00
S07320,"Flour Mills Nigeria 7320",1,730341.38
S04432,"Flour Mills Nigeria 4432",8,729834.40
S05293,"Flour Mills Nigeria 5293",14,729478.01
S02678,"Dangote Sugar 2678",13,729377.82
S08958,"Flour Mills Nigeria 8958",9,729274.75
S07288,"Dufil Prima Foods 7288",2,728472.60
S01887,"Dangote Sugar 1887",8,728428.68
S06447,"Dangote Sugar 6447",1,727953.28
S06931,"Nestle Nigeria 6931",1,727713.69
S09284,"Nestle Nigeria 9284",8,726184.86
S07344,"Flour Mills Nigeria 7344",7,726175.80
S04553,"Dangote Sugar 4553",14,725948.96
S06395,"Dangote Sugar 6395",10,725533.55
S02414,"Nestle Nigeria 2414",14,725530.56
S02138,"Dangote Sugar 2138",9,725007.72
S05734,"Dufil Prima Foods 5734",11,724933.59
S04964,"Nestle Nigeria 4964",12,724834.56
S09263,"Dangote Sugar 9263",11,724575.30
S05347,"Nestle Nigeria 5347",2,724365.84
S04234,"Flour Mills Nigeria 4234",9,723984.40
S02208,"Nestle Nigeria 2208",14,723452.16
S09738,"Flour Mills Nigeria 9738",11,723245.33
S05128,"Flour Mills Nigeria 5128",5,723137.02
S00417,"Flour Mills Nigeria 417",1,722140.72
S04469,"Flour Mills Nigeria 4469",9,721843.64
S02206,"Flour Mills Nigeria 2206",3,721832.43
S02794,"Nestle Nigeria 2794",14,721477.40
S00679,"Nestle Nigeria 679",6,720976.96
S09038,"Dangote Sugar 9038",13,720342.02
S04946,"Dangote Sugar 4946",8,720261.98
S05590,"Dangote Sugar 5590",10,720146.31
S05949,"Flour Mills Nigeria 5949",5,719967.41
S06525,"Dufil Prima Foods 6525",7,719942.00
S01810,"Nestle Nigeria 1810",10,719646.68
