product_id,product_name,Total_Qty,Total_Sales
P02554,"Nestle Product 2554",41,911665.19
P09758,"Indomie Product 9758",63,911658.75
P05406,"Power Oil Product 5406",37,911396.95
P07105,"Indomie Product 7105",41,911341.85
P05901,"Peak Product 5901",48,910885.52
P04311,"Golden Penny Product 4311",57,910254.36
P03829,"Peak Product 3829",41,910140.55
P05711,"Milo Product 5711",45,909931.50
P05960,"Peak Product 5960",57,909918.15
P07219,"Nestle Product 7219",72,909134.88
P06224,"Dettol Product 6224",42,908997.22
P02408,"Dangote Product 2408",118,908965.48
P03940,"Golden Penny Product 3940",40,908572.40
P08630,"Dettol Product 8630",112,908404.85
P04711,"Dettol Product 4711",76,908399.88
P00546,"Milo Product 546",39,907814.96
P00146,"Peak Product 146",62,907141.30
P08623,"Nestle Product 8623",84,906961.71
P01009,"Power Oil Product 1009",58,906858.83
P09943,"Dangote Product 9943",62,906620.71
P08252,"Golden Penny Product 8252",81,906232.52
P01903,"Dangote Product 1903",41,906168.88
P07777,"Dettol Product 7777",44,905975.40
P01630,"Dangote Product 1630",55,905847.56
P00777,"Indomie Product 777",44,905147.76
P03828,"Milo Product 3828",48,904943.07
P03536,"Peak Product 3536",56,904635.07
P04807,"Dangote Product 4807",45,904541.90
P05959,"Power Oil Product 5959",74,904377.88
P04417,"Nestle Product 4417",44,904125.52
P02260,"Nestle Product 2260",40,903986.76
P05891,"Nestle Product 5891",38,903926.90
P06894,"Indomie Product 6894",39,903153.42
P08238,"Dettol Product 8238",56,903116.24
P04862,"Nestle Product 4862",37,903100.07
P00614,"Nestle Product 614",41,902587.12
P01711,"Milo Product 1711",47,902509.18
P04577,"Power Oil Product 4577",46,901320.32
P08419,"Peak Product 8419",54,900544.34
P08223,"Peak Product 8223",41,900067.55
P03279,"Dangote Product 3279",40,899591.20
P07499,"Indomie Product 7499",40,899546.80
P04707,"Nestle Product 4707",64,898718.40
P01338,"Golden Penny Product 1338",40,898458.44
P03214,"Dettol Product 3214",42,898430.40
P01213,"Dangote Product 1213",66,898311.30
P09236,"Milo Product 9236",45,898117.20
P08515,"Peak Product 8515",60,897843.00
P08755,"Dangote Product 8755",78,897431.82
P09411,"Dettol Product 9411",59,897142.86
P00897,"Milo Product 897",92,896728.66
P08350,"Nestle Product 8350",50,895758.50
P07584,"Milo Product 7584",80,895103.38
P00167,"Peak Product 167",90,894952.18
P00094,"Golden Penny Product 94",62,894895.44
P05018,"Milo Product 5018",42,894360.60
P05943,"Power Oil Product 5943",42,893713.80
P03477,"Peak Product 3477",84,893632.74
P04612,"Indomie Product 4612",43,893476.06
P09961,"Peak Product 9961",44,893419.56
P04912,"Dettol Product 4912",58,892944.25
P05311,"Dangote Product 5311",70,891910.18
P09923,"Dangote Product 9923",37,891811.74
P08773,"Dettol Product 8773",65,891509.67
P03485,"Dangote Product 3485",64,891243.60
P01525,"Indomie Product 1525",77,891112.68
P07440,"Dettol Product 7440",45,890241.75
P03913,"Dangote Product 3913",70,889934.64
P08259,"Dettol Product 8259",56,889869.40
P05056,"Indomie Product 5056",41,889365.03
P03787,"Power Oil Product 3787",67,887190.86
P06503,"Dettol Product 6503",65,886664.88
P02904,"Dettol Product 2904",45,886648.05
P04767,"Power Oil Product 4767",37,886469.68
P01394,"Nestle Product 1394",76,886385.78
P08624,"Peak Product 8624",105,886268.83
P03068,"Golden Penny Product 3068",46,885408.92
P03000,"Peak Product 3000",96,884660.08
P00464,"Power Oil Product 464",46,884634.62
P08546,"Dangote Product 8546",52,884461.56
P08199,"Nestle Product 8199",61,884115.39
P00670,"Indomie Product 670",44,884065.60
P04057,"Dangote Product 4057",45,883953.65
P03956,"Dettol Product 3956",38,883386.12
P07130,"Nestle Product 7130",63,882874.47
P03507,"Dangote Product 3507",120,882600.62
P04591,"Power Oil Product 4591",60,882267.36
P02839,"Dangote Product 2839",39,882255.66
P08913,"Nestle Product 8913",38,882043.08
P00287,"Indomie Product 287",37,881990.09
P00326,"Dettol Product 326",40,881880.40
P03341,"Indomie Product 3341",49,881813.15
P01276,"Golden Penny Product 1276",59,881462.35
P02500,"Golden Penny Product 2500",40,880291.20
P07657,"Peak Product 7657",45,880228.35
P05212,"Dangote Product 5212",68,880133.16
P08948,"Indomie Product 8948",58,879759.11
P05677,"Milo Product 5677",56,879487.06
P07131,"Peak Product 7131",37,879309.81
P09891,"Milo Product 9891",42,878910.33
P05104,"Power Oil Product 5104",40,878795.20
P04944,"Golden Penny Product 4944",43,878056.62
P00720,"Milo Product 720",39,877508.79
P06367,"Milo Product 6367",117,877398.02
P08921,"Dettol Product 8921",76,877320.01
P05931,"Dettol Product 5931",64,877197.26
P05620,"Golden Penny Product 5620",61,877033.68
P06069,"Golden Penny Product 6069",63,876647.21
P02366,"Nestle Product 2366",56,875802.88
P00570,"Milo Product 570",54,875281.70
P03246,"Golden Penny Product 3246",45,874676.25
P03670,"Dangote Product 3670",41,874593.55
P05509,"Nestle Product 5509",36,874478.16
P00426,"Dettol Product 426",56,874468.88
P07242,"Peak Product 7242",81,874401.94
P09241,"Golden Penny Product 9241",42,873804.27
P03966,"Dettol Product 3966",56,873664.80
P04174,"Peak Product 4174",42,873571.44
P02267,"Milo Product 2267",63,873409.09
P09708,"Golden Penny Product 9708",48,873245.26
P09101,"Indomie Product 9101",55,873230.83
P06356,"Dangote Product 6356",43,872776.97
P05544,"Milo Product 5544",43,872180.18
P04627,"Golden Penny Product 4627",55,872009.47
P01571,"Dettol Product 1571",65,871037.56
P05726,"Power Oil Product 5726",57,869416.59
P05253,"Peak Product 5253",47,868873.88
P05251,"Dettol Product 5251",43,867993.70
P00764,"Dettol Product 764",70,867889.30
P03383,"Nestle Product 3383",52,867723.74
P04448,"Indomie Product 4448",46,867541.14
P02488,"Indomie Product 2488",59,867201.14
P04625,"Peak Product 4625",58,867103.26
P09060,"Milo Product 9060",58,866215.92
P07349,"Dangote Product 7349",58,866084.38
P00847,"Dangote Product 847",42,865221.40
P05856,"Dangote Product 5856",48,865025.84
P03373,"Power Oil Product 3373",74,864823.44
P02716,"Dettol Product 2716",77,864243.10
P02048,"Power Oil Product 2048",49,864139.20
P03096,"Milo Product 3096",41,864136.09
P00363,"Dangote Product 363",37,864132.78
P06272,"Nestle Product 6272",54,863246.42
P04923,"Milo Product 4923",68,863176.52
P01528,"Dettol Product 1528",60,863006.87
P04659,"Milo Product 4659",46,862543.24
P06772,"Dettol Product 6772",51,862432.14
P05415,"Golden Penny Product 5415",50,862290.50
P07063,"Power Oil Product 7063",56,861219.26
P03026,"Milo Product 3026",38,861106.60
P00800,"Dangote Product 800",42,860608.98
P06953,"Milo Product 6953",52,860433.60
P01120,"Peak Product 1120",59,860242.81
P06990,"Milo Product 6990",85,860097.41
P06104,"Indomie Product 6104",81,859964.07
P00804,"Nestle Product 804",51,859545.23
P03818,"Indomie Product 3818",75,859450.44
P08875,"Peak Product 8875",58,859440.28
P07263,"Nestle Product 7263",54,859019.82
P07312,"Dangote Product 7312",68,858438.64
P03325,"Indomie Product 3325",69,858229.79
P03535,"Dangote Product 3535",37,858118.43
P06162,"Milo Product 6162",53,857831.77
P03685,"Indomie Product 3685",36,857755.44
P09207,"Nestle Product 9207",39,856987.23
P02068,"Golden Penny Product 2068",62,856821.53
P00735,"Power Oil Product 735",69,856504.82
P07740,"Indomie Product 7740",62,856467.87
P05832,"Dettol Product 5832",60,856443.72
P01475,"Milo Product 1475",37,856399.78
P07769,"Power Oil Product 7769",35,855982.05
P07328,"Peak Product 7328",55,855587.77
P01147,"Peak Product 1147",38,855532.38
P00170,"Peak Product 170",49,854956.59
P06500,"Power Oil Product 6500",36,854849.52
P03967,"Dangote Product 3967",56,854667.47
P08129,"Milo Product 8129",41,854154.64
P05072,"Golden Penny Product 5072",35,853670.30
P09642,"Milo Product 9642",57,853614.01
P06534,"Milo Product 6534",57,853202.46
P09706,"Milo Product 9706",104,852871.36
P02332,"Dangote Product 2332",70,852624.90
P05911,"Nestle Product 5911",50,852246.06
P03456,"Dettol Product 3456",42,850895.74
P00906,"Dangote Product 906",44,850886.19
P01088,"Power Oil Product 1088",111,850426.83
P04143,"Power Oil Product 4143",46,850016.58
P04904,"Indomie Product 4904",83,849966.18
P05993,"Power Oil Product 5993",41,849855.76
P02166,"Power Oil Product 2166",37,849750.88
P09770,"Indomie Product 9770",83,849400.41
P02964,"Nestle Product 2964",102,849109.98
P06979,"Nestle Product 6979",36,848737.80
P01618,"Peak Product 1618",46,847865.10
P03920,"Golden Penny Product 3920",41,846479.44
P08719,"Milo Product 8719",51,846449.53
P07205,"Golden Penny Product 7205",87,845682.31
P05139,"Peak Product 5139",98,844694.94
P01234,"Dangote Product 1234",55,844363.45
P05443,"Milo Product 5443",39,844118.34
P09150,"Milo Product 9150",88,843713.12
P05596,"Indomie Product 5596",76,843509.35
P06927,"Nestle Product 6927",43,843432.76
P00766,"Dettol Product 766",45,843023.25
P05324,"Indomie Product 5324",75,843005.10
P04277,"Dangote Product 4277",115,842822.25
P05748,"Nestle Product 5748",46,842743.00
P08748,"Nestle Product 8748",87,842258.04
P06001,"Peak Product 6001",64,841887.97
P04077,"Milo Product 4077",60,841604.30
P09822,"Indomie Product 9822",106,841577.12
P06222,"Power Oil Product 6222",43,841535.37
P01939,"Peak Product 1939",50,841496.00
P02949,"Indomie Product 2949",68,841388.86
P09088,"Peak Product 9088",45,840750.30
P04050,"Dettol Product 4050",82,840553.40
P04285,"Milo Product 4285",50,840396.00
P08373,"Dangote Product 8373",44,839893.78
P06717,"Milo Product 6717",52,839736.21
P01698,"Power Oil Product 1698",83,839734.23
P01215,"Dangote Product 1215",36,839162.28
P03493,"Nestle Product 3493",101,839148.48
P01251,"Indomie Product 1251",58,838923.85
P01856,"Nestle Product 1856",50,838367.50
P01624,"Indomie Product 1624",48,837963.50
P01768,"Milo Product 1768",35,837008.55
P07355,"Peak Product 7355",49,836890.11
P05000,"Power Oil Product 5000",72,836769.89
P04710,"Power Oil Product 4710",35,836759.00
P08444,"Power Oil Product 8444",39,836564.82
P08639,"Nestle Product 8639",55,836418.95
P03107,"Peak Product 3107",70,836183.53
P09492,"Dangote Product 9492",47,835994.17
P04926,"Power Oil Product 4926",48,835694.68
P02603,"Dettol Product 2603",42,835078.02
P09407,"Nestle Product 9407",56,835025.24
P09397,"Milo Product 9397",39,834702.16
P05360,"Nestle Product 5360",50,834605.50
P08227,"Power Oil Product 8227",89,834556.60
P09926,"Power Oil Product 9926",50,833920.89
P02860,"Dangote Product 2860",71,833827.24
P04263,"Golden Penny Product 4263",61,833794.86
P03974,"Milo Product 3974",45,833768.55
P05035,"Golden Penny Product 5035",36,832371.84
P08578,"Peak Product 8578",50,832142.50
P03848,"Power Oil Product 3848",37,831668.98
P00876,"Power Oil Product 876",58,831199.74
P06511,"Peak Product 6511",94,831028.47
P08655,"Peak Product 8655",43,830869.68
P06967,"Dangote Product 6967",34,830758.04
P03062,"Peak Product 3062",52,830607.36
P09229,"Peak Product 9229",55,830592.68
P00629,"Golden Penny Product 629",57,830123.91
P09939,"Milo Product 9939",42,830117.24
P06048,"Dettol Product 6048",35,829465.70
P03737,"Peak Product 3737",45,828556.17
P01072,"Nestle Product 1072",79,828436.13
P00517,"Power Oil Product 517",48,828054.72
P04895,"Golden Penny Product 4895",51,827997.48
P08180,"Indomie Product 8180",44,827919.40
P09873,"Indomie Product 9873",37,827641.90
P09216,"Peak Product 9216",46,827228.58
P05824,"Dangote Product 5824",39,827129.16
P01983,"Dangote Product 1983",49,826159.11
P09671,"Dangote Product 9671",58,826069.42
P08514,"Dettol Product 8514",75,825534.71
P08979,"Dettol Product 8979",71,823641.50
P06975,"Dettol Product 6975",38,823372.60
P06707,"Nestle Product 6707",57,822777.62
P09015,"Peak Product 9015",56,822647.41
P00880,"Peak Product 880",91,822055.63
P08053,"Power Oil Product 8053",39,821388.36
P01353,"Indomie Product 1353",74,821204.13
P05761,"Milo Product 5761",72,820901.36
P06599,"Golden Penny Product 6599",34,820633.18
P08836,"Dettol Product 8836",44,820577.56
P03642,"Milo Product 3642",51,820457.49
P03365,"Nestle Product 3365",50,820214.42
P01947,"Peak Product 1947",56,819961.20
P00993,"Power Oil Product 993",39,819089.31
P09376,"Peak Product 9376",37,817661.52
P06688,"Peak Product 6688",34,817635.40
P06213,"Power Oil Product 6213",45,817464.15
P06685,"Nestle Product 6685",80,816930.62
P01938,"Nestle Product 1938",42,816519.90
P04013,"Dettol Product 4013",47,816435.59
P06983,"Indomie Product 6983",64,816430.32
P06549,"Nestle Product 6549",49,815287.16
P09551,"Nestle Product 9551",90,815216.10
P03272,"Dangote Product 3272",55,815128.25
P08855,"Nestle Product 8855",56,814398.10
P01821,"Golden Penny Product 1821",62,814106.52
P00003,"Dangote Product 3",44,813704.32
P07654,"Nestle Product 7654",69,813421.08
P06860,"Dettol Product 6860",51,812865.78
P09918,"Dangote Product 9918",78,812661.62
P02656,"Indomie Product 2656",48,811896.96
P02124,"Power Oil Product 2124",63,811833.56
P02579,"Power Oil Product 2579",46,811823.12
P01206,"Dettol Product 1206",52,811306.10
P08720,"Milo Product 8720",44,811235.51
P05167,"Milo Product 5167",64,811204.06
P05599,"Golden Penny Product 5599",76,811154.12
P04231,"Dettol Product 4231",76,811148.66
P02785,"Power Oil Product 2785",64,810152.48
P03676,"Dettol Product 3676",54,809896.84
P08399,"Peak Product 8399",90,808868.95
P08001,"Dettol Product 8001",39,808624.62
P00622,"Peak Product 622",41,808100.57
P06808,"Dettol Product 6808",34,807838.98
P02472,"Milo Product 2472",79,807793.88
P06153,"Indomie Product 6153",43,807476.79
P00683,"Dettol Product 683",38,807207.40
P01170,"Milo Product 1170",79,806613.79
P05312,"Peak Product 5312",49,805810.94
P00471,"Nestle Product 471",39,805804.35
P07153,"Nestle Product 7153",41,805803.34
P09689,"Indomie Product 9689",40,805644.00
P08450,"Dangote Product 8450",75,805407.10
P04849,"Dettol Product 4849",50,805006.50
P00446,"Golden Penny Product 446",33,804795.75
P04773,"Dettol Product 4773",68,804585.86
P03194,"Golden Penny Product 3194",47,803965.08
P09595,"Power Oil Product 9595",70,803656.84
P06675,"Dangote Product 6675",45,803449.35
P08614,"Dangote Product 8614",47,802953.54
P05095,"Golden Penny Product 5095",69,802598.37
P03244,"Dangote Product 3244",60,802287.40
P09184,"Peak Product 9184",88,801773.33
P02152,"Dangote Product 2152",63,801416.45
P03543,"Dettol Product 3543",37,801396.44
P06086,"Golden Penny Product 6086",44,801210.14
P04024,"Dangote Product 4024",46,800924.40
P06094,"Milo Product 6094",65,800751.70
P07577,"Dettol Product 7577",76,800225.54
P04692,"Dettol Product 4692",41,799787.41
P01336,"Golden Penny Product 1336",40,799684.80
P01535,"Dettol Product 1535",32,799585.92
P01663,"Power Oil Product 1663",33,798976.20
P02652,"Nestle Product 2652",35,798633.85
P01767,"Milo Product 1767",36,798462.00
P06216,"Dettol Product 6216",86,798406.94
P03839,"Nestle Product 3839",45,798349.50
P08642,"Dangote Product 8642",33,798298.38
P04992,"Power Oil Product 4992",37,797857.27
P00763,"Golden Penny Product 763",32,797704.00
P02864,"Indomie Product 2864",92,797620.32
P05978,"Dettol Product 5978",68,797309.53
P06686,"Milo Product 6686",45,797072.13
P01052,"Dangote Product 1052",60,796349.86
P06307,"Dettol Product 6307",55,795497.61
P02619,"Peak Product 2619",32,794781.12
P06025,"Indomie Product 6025",42,794611.02
P02047,"Milo Product 2047",35,794360.35
P03415,"Nestle Product 3415",50,794224.52
P03454,"Indomie Product 3454",66,794045.31
P03406,"Golden Penny Product 3406",80,793926.19
P01091,"Golden Penny Product 1091",35,793829.40
P06591,"Golden Penny Product 6591",40,793810.40
P05715,"Indomie Product 5715",50,793667.00
P04247,"Milo Product 4247",32,793640.64
P01109,"Nestle Product 1109",36,793106.28
P08870,"Dangote Product 8870",71,792919.60
P00632,"Peak Product 632",51,792745.29
P01171,"Nestle Product 1171",58,791746.64
P08314,"Power Oil Product 8314",83,791601.69
P07690,"Golden Penny Product 7690",69,791346.98
P06245,"Milo Product 6245",60,791279.60
P00607,"Power Oil Product 607",61,791205.68
P02278,"Indomie Product 2278",56,790536.23
P02088,"Nestle Product 2088",32,790499.52
P08715,"Power Oil Product 8715",35,790451.35
P01543,"Power Oil Product 1543",95,790410.88
P08497,"Golden Penny Product 8497",43,790151.42
P04316,"Dettol Product 4316",42,789757.92
P09641,"Power Oil Product 9641",39,789719.35
P09665,"Indomie Product 9665",82,789704.58
P03605,"Dangote Product 3605",62,789431.70
P03643,"Milo Product 3643",50,789429.50
P04146,"Power Oil Product 4146",36,788778.00
P07756,"Dangote Product 7756",41,787055.75
P08998,"Dettol Product 8998",43,786994.17
P09452,"Indomie Product 9452",32,786337.60
P09819,"Nestle Product 9819",40,786053.60
P00055,"Golden Penny Product 55",47,785824.49
P08426,"Peak Product 8426",46,785598.12
P01246,"Peak Product 1246",40,785219.15
P02783,"Power Oil Product 2783",79,784900.17
P02154,"Indomie Product 2154",43,784872.98
P01835,"Indomie Product 1835",39,784788.27
P03673,"Indomie Product 3673",56,784206.66
P01286,"Dangote Product 1286",50,783901.50
P04828,"Indomie Product 4828",61,783898.15
P07774,"Power Oil Product 7774",70,783856.60
P05759,"Power Oil Product 5759",43,783738.21
P07675,"Dangote Product 7675",52,783518.32
P04664,"Milo Product 4664",44,783429.59
P06973,"Peak Product 6973",83,782854.96
P04673,"Golden Penny Product 4673",34,782258.06
P03395,"Golden Penny Product 3395",40,781282.00
P06179,"Peak Product 6179",99,781131.48
P00045,"Milo Product 45",84,781070.31
P01383,"Dangote Product 1383",39,781069.77
P00532,"Dettol Product 532",38,780979.58
P00750,"Nestle Product 750",54,780711.90
P08896,"Power Oil Product 8896",47,780384.71
P00959,"Power Oil Product 959",72,780258.27
P06495,"Peak Product 6495",43,779889.28
P06295,"Dangote Product 6295",45,779581.80
P03547,"Dettol Product 3547",80,779299.93
P09749,"Dettol Product 9749",55,779162.61
P08966,"Peak Product 8966",47,778889.95
P02215,"Dettol Product 2215",34,778589.12
P01916,"Golden Penny Product 1916",66,778570.56
P09506,"Peak Product 9506",71,778118.02
P06573,"Power Oil Product 6573",52,777985.34
P01941,"Indomie Product 1941",36,777708.36
P03964,"Indomie Product 3964",59,777702.19
P06350,"Golden Penny Product 6350",43,777426.85
P00406,"Power Oil Product 406",41,777148.85
P03495,"Golden Penny Product 3495",39,776688.90
P07301,"Peak Product 7301",45,775392.71
P04484,"Indomie Product 4484",52,775167.81
P03409,"Indomie Product 3409",92,774954.50
P04396,"Peak Product 4396",76,774558.91
P07500,"Dettol Product 7500",76,774359.41
P08120,"Power Oil Product 8120",43,774288.12
P08143,"Milo Product 8143",39,774008.04
P06475,"Nestle Product 6475",36,773795.88
P03366,"Golden Penny Product 3366",43,773492.60
P09333,"Dettol Product 9333",53,773252.87
P03976,"Power Oil Product 3976",40,772777.60
P09214,"Milo Product 9214",70,772400.47
P08307,"Power Oil Product 8307",36,771889.68
P01545,"Milo Product 1545",34,771699.02
P01000,"Dangote Product 1000",98,771394.26
P00340,"Indomie Product 340",43,771289.71
P05477,"Power Oil Product 5477",35,770688.10
P03991,"Dettol Product 3991",42,770634.06
P09666,"Power Oil Product 9666",94,770544.04
P04834,"Nestle Product 4834",37,769765.76
P04378,"Peak Product 4378",50,769527.82
P03857,"Power Oil Product 3857",36,769102.92
P05465,"Milo Product 5465",32,769069.12
P01853,"Indomie Product 1853",38,769052.13
P02477,"Nestle Product 2477",39,768911.52
P06693,"Peak Product 6693",80,768749.26
P05954,"Peak Product 5954",49,768736.56
P02617,"Peak Product 2617",35,768381.60
P01510,"Nestle Product 1510",50,767926.50
P05049,"Dettol Product 5049",36,767471.40
P01430,"Milo Product 1430",44,767197.20
P00979,"Milo Product 979",33,766518.39
P03210,"Nestle Product 3210",42,766490.76
P01165,"Dettol Product 1165",38,766043.52
P03084,"Dettol Product 3084",35,766000.40
P08957,"Golden Penny Product 8957",39,763925.16
P08696,"Dangote Product 8696",46,763703.04
P06365,"Indomie Product 6365",62,763521.94
P04385,"Golden Penny Product 4385",52,763283.28
P08102,"Golden Penny Product 8102",43,762348.72
P04383,"Peak Product 4383",44,762327.27
P03046,"Power Oil Product 3046",44,761987.93
P05915,"Dangote Product 5915",89,761546.75
P07594,"Peak Product 7594",67,761363.67
P05419,"Peak Product 5419",49,760217.85
P07259,"Power Oil Product 7259",46,759550.40
P01076,"Indomie Product 1076",112,759371.50
P03831,"Dangote Product 3831",33,759258.72
P03241,"Golden Penny Product 3241",45,759132.90
P03252,"Golden Penny Product 3252",45,758786.85
P07540,"Indomie Product 7540",48,757708.48
P08263,"Golden Penny Product 8263",48,757590.48
P09444,"Peak Product 9444",61,757580.04
P06584,"Power Oil Product 6584",37,757290.10
P08003,"Dangote Product 8003",50,757193.50
P01742,"Milo Product 1742",44,756849.72
P04302,"Peak Product 4302",49,756541.24
P08461,"Indomie Product 8461",35,756456.75
P04899,"Dangote Product 4899",43,756132.21
P04109,"Indomie Product 4109",72,755940.40
P01229,"Dangote Product 1229",36,755597.16
P01249,"Dangote Product 1249",52,755530.34
P07077,"Power Oil Product 7077",78,755260.58
P08828,"Milo Product 8828",46,755190.74
P00333,"Dettol Product 333",46,754738.10
P07293,"Indomie Product 7293",39,754380.90
P05574,"Dettol Product 5574",60,754375.20
P01453,"Dangote Product 1453",47,754302.06
P09346,"Peak Product 9346",37,752733.92
P06821,"Golden Penny Product 6821",32,752669.44
P01559,"Power Oil Product 1559",50,751711.50
P06632,"Nestle Product 6632",38,750934.32
P01136,"Golden Penny Product 1136",32,750924.48
P03025,"Nestle Product 3025",75,750429.14
P01539,"Indomie Product 1539",31,750223.56
P07224,"Dettol Product 7224",89,750198.75
P07039,"Golden Penny Product 7039",35,750062.50
P09586,"Dangote Product 9586",63,749964.63
P05201,"Golden Penny Product 5201",31,749940.84
P05407,"Dangote Product 5407",38,749862.88
P04558,"Dettol Product 4558",72,749228.43
P03747,"Indomie Product 3747",55,749212.93
P07692,"Power Oil Product 7692",34,748955.40
P03285,"Dangote Product 3285",71,748869.98
P01551,"Nestle Product 1551",39,748741.63
P09118,"Dettol Product 9118",68,748406.45
P02277,"Nestle Product 2277",42,748285.44
P01872,"Dettol Product 1872",65,747724.68
P08911,"Nestle Product 8911",50,746581.06
P04801,"Nestle Product 4801",48,746099.20
P02290,"Dangote Product 2290",38,746055.14
P07036,"Dettol Product 7036",64,744168.45
P05569,"Indomie Product 5569",42,743985.48
P07016,"Power Oil Product 7016",45,743698.80
P09934,"Indomie Product 9934",89,743230.04
P08544,"Nestle Product 8544",40,743153.60
P05579,"Power Oil Product 5579",37,743047.96
P04357,"Nestle Product 4357",73,742884.51
P09045,"Golden Penny Product 9045",42,742794.90
P08562,"Milo Product 8562",30,742446.60
P04017,"Nestle Product 4017",39,741575.78
P00044,"Golden Penny Product 44",43,741551.05
P08764,"Milo Product 8764",54,741370.61
P05065,"Power Oil Product 5065",46,741082.97
P07117,"Peak Product 7117",31,740942.78
P03287,"Indomie Product 3287",55,740817.22
P07615,"Indomie Product 7615",36,740124.36
P08585,"Power Oil Product 8585",37,740033.67
P09733,"Peak Product 9733",79,740021.33
P08202,"Golden Penny Product 8202",30,739377.30
P09174,"Indomie Product 9174",51,739068.48
P08765,"Dettol Product 8765",31,738597.32
P03236,"Dangote Product 3236",87,738572.61
P03674,"Dettol Product 3674",43,738548.22
P00320,"Dangote Product 320",32,738304.32
P03414,"Nestle Product 3414",56,738264.64
P02071,"Dangote Product 2071",42,737905.98
P01260,"Nestle Product 1260",56,737127.40
P06734,"Dettol Product 6734",36,737120.52
P06353,"Milo Product 6353",74,737074.60
P00733,"Indomie Product 733",36,736099.08
P01270,"Dettol Product 1270",32,735219.17
P05664,"Dangote Product 5664",32,735078.40
P00412,"Dettol Product 412",58,735013.42
P02902,"Indomie Product 2902",42,734774.04
P05552,"Power Oil Product 5552",46,734728.10
P00774,"Nestle Product 774",79,734725.60
P01623,"Peak Product 1623",68,734715.74
P06115,"Nestle Product 6115",70,734467.30
P01593,"Indomie Product 1593",33,733765.23
P07359,"Dangote Product 7359",78,733484.42
P07362,"Dettol Product 7362",39,733006.17
P03128,"Nestle Product 3128",41,732872.95
P07152,"Power Oil Product 7152",35,732638.90
P04141,"Golden Penny Product 4141",38,732016.04
P08236,"Dettol Product 8236",30,731704.20
P05940,"Indomie Product 5940",38,731496.58
P08683,"Nestle Product 8683",32,731296.00
P09952,"Peak Product 9952",35,731161.16
P01838,"Milo Product 1838",45,730866.27
P00757,"Dangote Product 757",58,730746.87
P06663,"Indomie Product 6663",54,730151.64
P05277,"Indomie Product 5277",47,730151.58
P01634,"Nestle Product 1634",38,729740.60
P05559,"Dangote Product 5559",49,729542.38
P02973,"Dangote Product 2973",35,729362.20
P09354,"Milo Product 9354",50,729329.50
P06177,"Power Oil Product 6177",47,728406.00
P00550,"Milo Product 550",44,728349.44
P09362,"Nestle Product 9362",64,728313.92
P08638,"Dettol Product 8638",81,727954.90
P02644,"Dangote Product 2644",36,726774.07
P04266,"Nestle Product 4266",34,726659.52
P02665,"Indomie Product 2665",78,726430.78
P09589,"Dangote Product 9589",40,726191.20
P00983,"Indomie Product 983",32,726154.24
P07429,"Dangote Product 7429",31,725241.28
P08878,"Dangote Product 8878",56,724926.16
P09570,"Power Oil Product 9570",42,724822.14
P04639,"Milo Product 4639",86,724703.48
P03155,"Nestle Product 3155",31,724604.54
P03300,"Peak Product 3300",47,724591.95
P03447,"Dangote Product 3447",44,724132.64
P07578,"Power Oil Product 7578",33,723795.60
P07550,"Power Oil Product 7550",37,723708.53
P08806,"Dettol Product 8806",42,723286.00
P05760,"Power Oil Product 5760",41,722719.71
P07092,"Dettol Product 7092",37,722468.66
P06568,"Golden Penny Product 6568",78,721741.40
P03541,"Dangote Product 3541",105,721448.92
P08385,"Milo Product 8385",50,721267.50
P00157,"Dettol Product 157",30,720889.50
P05098,"Power Oil Product 5098",39,720727.02
P05640,"Milo Product 5640",36,720718.92
P02709,"Milo Product 2709",81,720693.27
P07260,"Peak Product 7260",31,720664.30
P07314,"Peak Product 7314",54,720408.33
P08859,"Golden Penny Product 8859",52,719382.79
P07378,"Golden Penny Product 7378",50,718766.50
P08320,"Indomie Product 8320",48,718625.76
P05564,"Milo Product 5564",45,718561.80
P00998,"Dettol Product 998",33,718399.77
P08947,"Milo Product 8947",66,718297.45
P02992,"Peak Product 2992",54,717994.46
P05690,"Indomie Product 5690",75,717030.93
P04451,"Power Oil Product 4451",84,716950.58
P08916,"Dangote Product 8916",40,716610.80
P07708,"Golden Penny Product 7708",61,716593.41
P09929,"Dettol Product 9929",101,716253.27
P04414,"Power Oil Product 4414",43,715898.40
P03639,"Dettol Product 3639",71,715728.77
P00778,"Indomie Product 778",53,715512.94
P01973,"Dangote Product 1973",77,715367.90
P04068,"Dettol Product 4068",42,715325.52
P02190,"Dangote Product 2190",62,715106.68
P07383,"Power Oil Product 7383",78,714894.44
P00917,"Peak Product 917",49,714773.05
P06301,"Golden Penny Product 6301",32,714533.76
P02009,"Peak Product 2009",50,713905.00
P01751,"Golden Penny Product 1751",29,713479.46
P01664,"Indomie Product 1664",48,713324.64
P01167,"Peak Product 1167",41,713217.59
P02120,"Milo Product 2120",37,713052.53
P03399,"Indomie Product 3399",35,712562.20
P03871,"Nestle Product 3871",50,711860.50
P00653,"Dangote Product 653",43,711720.73
P01178,"Milo Product 1178",30,711278.70
P03075,"Power Oil Product 3075",37,710798.86
P00203,"Golden Penny Product 203",31,710793.42
P04379,"Milo Product 4379",50,710496.00
P08041,"Dettol Product 8041",46,709406.48
P07043,"Peak Product 7043",56,708719.02
P04581,"Power Oil Product 4581",46,708695.78
P01816,"Peak Product 1816",82,707856.06
