store_id,branch_name,Total_Qty,Total_Sales
ST00896,"Bokku Branch 896",63,755398.90
ST01697,"Bokku Branch 1697",35,755382.25
ST05895,"Bokku Branch 5895",46,755190.74
ST02426,"Bokku Branch 2426",40,755039.60
ST04066,"Bokku Branch 4066",46,754738.10
ST05858,"Bokku Branch 5858",47,754302.06
ST02270,"Bokku Branch 2270",99,753855.57
ST07558,"Bokku Branch 7558",57,753365.67
ST02203,"Bokku Branch 2203",37,752733.92
ST02792,"Bokku Branch 2792",38,752267.82
ST03613,"Bokku Branch 3613",78,751331.40
ST08663,"Bokku Branch 8663",59,750982.86
ST07092,"Bokku Branch 7092",77,749721.66
ST06658,"Bokku Branch 6658",42,748285.44
ST03989,"Bokku Branch 3989",41,748245.03
ST09434,"Bokku Branch 9434",39,748190.04
ST06862,"Bokku Branch 6862",47,748068.45
ST05851,"Bokku Branch 5851",66,747879.08
ST01569,"Bokku Branch 1569",60,746890.92
ST07706,"Bokku Branch 7706",73,746192.79
ST01067,"Bokku Branch 1067",59,746126.23
ST00564,"Bokku Branch 564",38,746055.14
ST00385,"Bokku Branch 385",42,745872.12
ST06401,"Bokku Branch 6401",53,745804.56
ST09676,"Bokku Branch 9676",49,745679.06
ST05450,"Bokku Branch 5450",46,745230.82
ST01956,"Bokku Branch 1956",68,745197.92
ST07967,"Bokku Branch 7967",47,745155.30
ST03478,"Bokku Branch 3478",44,744773.92
ST03444,"Bokku Branch 3444",37,744664.96
ST08683,"Bokku Branch 8683",109,744454.02
ST00139,"Bokku Branch 139",36,744196.74
ST06560,"Bokku Branch 6560",42,743985.48
ST00094,"Bokku Branch 94",46,743871.52
ST03600,"Bokku Branch 3600",47,742336.60
ST07722,"Bokku Branch 7722",62,741195.42
ST01624,"Bokku Branch 1624",109,741034.39
ST00635,"Bokku Branch 635",51,740622.89
ST01575,"Bokku Branch 1575",37,740033.67
ST07537,"Bokku Branch 7537",32,739976.64
ST03880,"Bokku Branch 3880",47,739881.05
ST05970,"Bokku Branch 5970",43,738844.77
ST05648,"Bokku Branch 5648",41,738505.43
ST06522,"Bokku Branch 6522",40,737870.05
ST06567,"Bokku Branch 6567",55,737551.08
ST03446,"Bokku Branch 3446",39,737167.08
ST06748,"Bokku Branch 6748",36,737120.52
ST01526,"Bokku Branch 1526",47,737097.77
ST05501,"Bokku Branch 5501",66,736813.96
ST03776,"Bokku Branch 3776",75,736511.80
ST01788,"Bokku Branch 1788",32,735819.52
ST09232,"Bokku Branch 9232",57,735580.45
ST08855,"Bokku Branch 8855",63,735530.34
ST08627,"Bokku Branch 8627",39,735201.32
ST04804,"Bokku Branch 4804",65,734594.76
ST07664,"Bokku Branch 7664",74,734556.47
ST07246,"Bokku Branch 7246",42,734238.96
ST01006,"Bokku Branch 1006",33,733765.23
ST03632,"Bokku Branch 3632",48,733611.91
ST05665,"Bokku Branch 5665",39,733006.17
ST09296,"Bokku Branch 9296",31,733004.10
ST09734,"Bokku Branch 9734",57,732914.51
ST02445,"Bokku Branch 2445",52,732802.72
ST04821,"Bokku Branch 4821",35,732638.90
ST08555,"Bokku Branch 8555",47,732443.58
ST07608,"Bokku Branch 7608",43,732150.68
ST04194,"Bokku Branch 4194",38,732016.04
ST05051,"Bokku Branch 5051",76,731890.36
ST00403,"Bokku Branch 403",44,731866.78
ST08049,"Bokku Branch 8049",38,731496.58
ST05509,"Bokku Branch 5509",56,731462.68
ST05031,"Bokku Branch 5031",53,731354.08
ST09984,"Bokku Branch 9984",32,731296.00
ST06999,"Bokku Branch 6999",66,731293.59
ST06767,"Bokku Branch 6767",94,730939.14
ST04994,"Bokku Branch 4994",100,730839.88
ST02969,"Bokku Branch 2969",42,730796.82
ST01140,"Bokku Branch 1140",36,730479.96
ST07756,"Bokku Branch 7756",49,730238.35
ST03325,"Bokku Branch 3325",65,729759.85
ST09725,"Bokku Branch 9725",38,729740.60
ST02057,"Bokku Branch 2057",49,729542.38
ST02889,"Bokku Branch 2889",35,729362.20
ST05742,"Bokku Branch 5742",64,729301.00
ST00744,"Bokku Branch 744",31,729173.63
ST07894,"Bokku Branch 7894",49,728342.17
ST05568,"Bokku Branch 5568",40,727401.20
ST06379,"Bokku Branch 6379",59,726879.94
ST06396,"Bokku Branch 6396",60,726746.68
ST01211,"Bokku Branch 1211",53,726154.74
ST05401,"Bokku Branch 5401",32,726154.24
ST01054,"Bokku Branch 1054",43,726068.33
ST07891,"Bokku Branch 7891",65,725961.10
ST01653,"Bokku Branch 1653",40,725949.20
ST03516,"Bokku Branch 3516",32,725883.20
ST06002,"Bokku Branch 6002",33,725573.31
ST06853,"Bokku Branch 6853",38,725548.06
ST03778,"Bokku Branch 3778",65,724705.53
ST02948,"Bokku Branch 2948",62,724538.69
ST09483,"Bokku Branch 9483",38,724301.28
ST01227,"Bokku Branch 1227",95,724258.75
ST08749,"Bokku Branch 8749",35,724230.63
ST07106,"Bokku Branch 7106",87,724108.81
ST06555,"Bokku Branch 6555",33,723795.60
ST01866,"Bokku Branch 1866",44,723694.46
ST00667,"Bokku Branch 667",39,723571.98
ST05729,"Bokku Branch 5729",53,723548.66
ST06205,"Bokku Branch 6205",43,723218.29
ST09592,"Bokku Branch 9592",69,723039.25
ST01612,"Bokku Branch 1612",37,722468.66
ST03868,"Bokku Branch 3868",64,721995.40
ST06112,"Bokku Branch 6112",111,721398.38
ST07379,"Bokku Branch 7379",50,721313.10
ST05174,"Bokku Branch 5174",50,721267.50
ST09514,"Bokku Branch 9514",83,720936.82
ST05194,"Bokku Branch 5194",46,720444.18
ST01739,"Bokku Branch 1739",68,720438.88
ST07707,"Bokku Branch 7707",63,719760.65
ST02033,"Bokku Branch 2033",50,718766.50
ST05700,"Bokku Branch 5700",45,718561.80
ST02733,"Bokku Branch 2733",33,718399.77
ST07380,"Bokku Branch 7380",52,717483.24
ST08417,"Bokku Branch 8417",40,717378.70
ST07910,"Bokku Branch 7910",44,717335.62
ST05710,"Bokku Branch 5710",40,717121.60
ST00816,"Bokku Branch 816",62,716984.12
ST00870,"Bokku Branch 870",40,716610.80
ST08283,"Bokku Branch 8283",39,716329.38
ST02568,"Bokku Branch 2568",58,716300.60
ST05210,"Bokku Branch 5210",48,715981.98
ST01471,"Bokku Branch 1471",40,715903.20
ST03873,"Bokku Branch 3873",48,715757.43
ST01674,"Bokku Branch 1674",47,715732.04
ST08926,"Bokku Branch 8926",68,715688.68
ST09844,"Bokku Branch 9844",42,715599.78
ST07431,"Bokku Branch 7431",70,715145.30
ST05358,"Bokku Branch 5358",32,714692.13
ST08500,"Bokku Branch 8500",55,714336.60
ST08194,"Bokku Branch 8194",32,714076.94
ST05594,"Bokku Branch 5594",50,713905.00
ST05865,"Bokku Branch 5865",45,713849.85
ST01861,"Bokku Branch 1861",48,713324.64
ST08593,"Bokku Branch 8593",38,712893.81
ST05739,"Bokku Branch 5739",44,712847.52
ST09513,"Bokku Branch 9513",74,712077.08
ST02232,"Bokku Branch 2232",41,712038.80
ST07877,"Bokku Branch 7877",50,711860.50
ST09888,"Bokku Branch 9888",39,710774.61
ST00404,"Bokku Branch 404",58,710683.46
ST07545,"Bokku Branch 7545",48,710488.11
ST05753,"Bokku Branch 5753",59,710357.76
ST00825,"Bokku Branch 825",92,710104.10
ST02696,"Bokku Branch 2696",64,709400.09
ST06948,"Bokku Branch 6948",47,709000.82
ST05268,"Bokku Branch 5268",43,708536.44
ST03107,"Bokku Branch 3107",54,708155.52
ST08150,"Bokku Branch 8150",62,708123.82
ST01952,"Bokku Branch 1952",33,707997.51
ST04117,"Bokku Branch 4117",31,707901.42
ST09430,"Bokku Branch 9430",75,707678.82
ST07972,"Bokku Branch 7972",50,707485.49
ST07764,"Bokku Branch 7764",30,707482.20
ST02234,"Bokku Branch 2234",73,707208.14
ST01545,"Bokku Branch 1545",100,707099.05
ST09917,"Bokku Branch 9917",58,707041.70
ST02903,"Bokku Branch 2903",36,706053.60
ST08831,"Bokku Branch 8831",30,705157.20
ST02411,"Bokku Branch 2411",29,704994.06
ST06111,"Bokku Branch 6111",62,704465.08
ST05317,"Bokku Branch 5317",44,704254.32
ST00827,"Bokku Branch 827",32,704011.20
ST05207,"Bokku Branch 5207",39,703816.19
ST02500,"Bokku Branch 2500",50,703793.16
ST04749,"Bokku Branch 4749",42,703778.19
ST01129,"Bokku Branch 1129",37,703709.29
ST02897,"Bokku Branch 2897",67,701786.17
ST02001,"Bokku Branch 2001",46,701470.56
ST09149,"Bokku Branch 9149",42,701402.10
ST07131,"Bokku Branch 7131",37,700928.74
ST07942,"Bokku Branch 7942",71,700252.83
ST05809,"Bokku Branch 5809",72,700166.01
ST07734,"Bokku Branch 7734",33,700017.12
ST05425,"Bokku Branch 5425",45,699868.84
ST06429,"Bokku Branch 6429",31,699865.61
ST05909,"Bokku Branch 5909",73,699765.59
ST03903,"Bokku Branch 3903",42,699658.62
ST04349,"Bokku Branch 4349",43,698793.50
ST02040,"Bokku Branch 2040",33,698098.83
ST02158,"Bokku Branch 2158",52,698062.85
ST04435,"Bokku Branch 4435",83,697979.33
ST01292,"Bokku Branch 1292",43,697880.54
ST04277,"Bokku Branch 4277",49,697874.17
ST02107,"Bokku Branch 2107",44,697198.48
ST08591,"Bokku Branch 8591",87,697073.71
ST04057,"Bokku Branch 4057",88,696904.72
ST04646,"Bokku Branch 4646",31,696741.74
ST05374,"Bokku Branch 5374",71,694865.32
ST02498,"Bokku Branch 2498",30,694517.10
ST00289,"Bokku Branch 289",44,693777.20
ST08865,"Bokku Branch 8865",73,693724.42
ST05721,"Bokku Branch 5721",32,693653.44
ST02103,"Bokku Branch 2103",44,693468.23
ST06726,"Bokku Branch 6726",34,693234.50
ST01759,"Bokku Branch 1759",29,692370.65
ST00693,"Bokku Branch 693",49,692070.61
ST07493,"Bokku Branch 7493",57,691864.20
ST02246,"Bokku Branch 2246",32,691699.52
ST03184,"Bokku Branch 3184",50,691503.59
ST03775,"Bokku Branch 3775",42,691153.16
ST02715,"Bokku Branch 2715",43,691059.45
ST04680,"Bokku Branch 4680",47,691023.61
ST01104,"Bokku Branch 1104",49,690584.44
ST04026,"Bokku Branch 4026",32,689902.25
ST08011,"Bokku Branch 8011",64,689573.33
ST06553,"Bokku Branch 6553",61,689179.94
ST04139,"Bokku Branch 4139",35,688967.30
ST00516,"Bokku Branch 516",40,688739.60
ST03984,"Bokku Branch 3984",85,688448.30
ST04192,"Bokku Branch 4192",63,688301.63
ST02805,"Bokku Branch 2805",64,688071.64
ST06808,"Bokku Branch 6808",35,687800.05
ST08142,"Bokku Branch 8142",38,687736.92
ST03725,"Bokku Branch 3725",34,687667.68
ST04283,"Bokku Branch 4283",61,687255.21
ST08159,"Bokku Branch 8159",39,687056.76
ST00625,"Bokku Branch 625",41,686847.01
ST08650,"Bokku Branch 8650",29,686570.07
ST08356,"Bokku Branch 8356",38,686306.98
ST09178,"Bokku Branch 9178",50,686135.00
ST03189,"Bokku Branch 3189",64,685707.62
ST09203,"Bokku Branch 9203",89,685637.18
ST05735,"Bokku Branch 5735",50,685634.00
ST03311,"Bokku Branch 3311",44,685563.56
ST08789,"Bokku Branch 8789",46,685363.20
ST00981,"Bokku Branch 981",41,685032.10
ST02111,"Bokku Branch 2111",28,684820.08
ST04828,"Bokku Branch 4828",44,684602.16
ST04882,"Bokku Branch 4882",32,684476.16
ST05460,"Bokku Branch 5460",31,684367.16
ST03731,"Bokku Branch 3731",42,683844.84
ST03754,"Bokku Branch 3754",30,683760.00
ST05871,"Bokku Branch 5871",43,683576.59
ST06664,"Bokku Branch 6664",30,683544.14
ST08256,"Bokku Branch 8256",89,683388.50
ST07264,"Bokku Branch 7264",32,683230.40
ST09518,"Bokku Branch 9518",59,683055.23
ST09052,"Bokku Branch 9052",62,682196.05
ST08133,"Bokku Branch 8133",70,682194.80
ST09638,"Bokku Branch 9638",29,682114.22
ST07801,"Bokku Branch 7801",34,681642.54
ST03361,"Bokku Branch 3361",45,680918.67
ST04388,"Bokku Branch 4388",39,680909.97
ST02648,"Bokku Branch 2648",31,680877.18
ST07557,"Bokku Branch 7557",35,680393.35
ST03858,"Bokku Branch 3858",49,680270.92
ST02124,"Bokku Branch 2124",30,680221.80
ST02398,"Bokku Branch 2398",81,680166.48
ST06877,"Bokku Branch 6877",64,679927.56
ST08757,"Bokku Branch 8757",49,679808.36
ST01822,"Bokku Branch 1822",37,679434.50
ST05609,"Bokku Branch 5609",84,679142.36
ST00789,"Bokku Branch 789",34,678918.16
ST08039,"Bokku Branch 8039",46,678648.58
ST06866,"Bokku Branch 6866",43,678011.72
ST06232,"Bokku Branch 6232",39,677552.46
ST05113,"Bokku Branch 5113",29,677520.04
ST05296,"Bokku Branch 5296",28,677139.96
ST03263,"Bokku Branch 3263",47,677134.17
ST04314,"Bokku Branch 4314",32,677116.60
ST06130,"Bokku Branch 6130",88,676736.88
ST06117,"Bokku Branch 6117",31,676452.86
ST06526,"Bokku Branch 6526",29,676383.53
ST00061,"Bokku Branch 61",40,676288.26
ST09349,"Bokku Branch 9349",59,676278.63
ST08698,"Bokku Branch 8698",32,676230.40
ST00357,"Bokku Branch 357",85,675910.52
ST04336,"Bokku Branch 4336",33,675425.19
ST00730,"Bokku Branch 730",34,675170.98
ST01886,"Bokku Branch 1886",58,674752.02
ST02530,"Bokku Branch 2530",32,674491.20
ST08289,"Bokku Branch 8289",59,674460.22
ST03174,"Bokku Branch 3174",32,674400.96
ST08781,"Bokku Branch 8781",40,674110.00
ST03287,"Bokku Branch 3287",32,673738.56
ST05356,"Bokku Branch 5356",29,673538.63
ST05507,"Bokku Branch 5507",68,673388.47
ST08896,"Bokku Branch 8896",67,672833.47
ST05266,"Bokku Branch 5266",73,672491.94
ST00785,"Bokku Branch 785",36,672400.35
ST01753,"Bokku Branch 1753",39,672293.31
ST03432,"Bokku Branch 3432",32,671038.48
ST03122,"Bokku Branch 3122",34,670834.62
ST04907,"Bokku Branch 4907",60,670719.39
ST05651,"Bokku Branch 5651",28,670691.56
ST02067,"Bokku Branch 2067",70,670421.78
ST07978,"Bokku Branch 7978",27,670316.31
ST00560,"Bokku Branch 560",31,669917.17
ST04417,"Bokku Branch 4417",40,669833.15
ST09950,"Bokku Branch 9950",31,669622.79
ST02641,"Bokku Branch 2641",30,669168.60
ST09476,"Bokku Branch 9476",43,669115.26
ST01709,"Bokku Branch 1709",39,668772.00
ST08383,"Bokku Branch 8383",40,668642.40
ST00440,"Bokku Branch 440",61,668486.92
ST04996,"Bokku Branch 4996",45,668258.55
ST05622,"Bokku Branch 5622",52,667762.97
ST03532,"Bokku Branch 3532",74,667371.84
ST02406,"Bokku Branch 2406",46,666798.98
ST00016,"Bokku Branch 16",40,666670.40
ST06296,"Bokku Branch 6296",39,666372.72
ST03737,"Bokku Branch 3737",32,665960.00
ST06032,"Bokku Branch 6032",36,665761.80
ST00920,"Bokku Branch 920",35,665540.05
ST07221,"Bokku Branch 7221",43,665323.95
ST07997,"Bokku Branch 7997",30,664850.40
ST02089,"Bokku Branch 2089",47,664450.08
ST00851,"Bokku Branch 851",35,664251.50
ST05776,"Bokku Branch 5776",32,664219.20
ST03670,"Bokku Branch 3670",36,664071.73
ST03769,"Bokku Branch 3769",50,663828.50
ST04681,"Bokku Branch 4681",40,663750.00
ST02849,"Bokku Branch 2849",30,663636.00
ST09048,"Bokku Branch 9048",116,663325.86
ST01629,"Bokku Branch 1629",57,663282.36
ST06307,"Bokku Branch 6307",103,663125.77
ST05493,"Bokku Branch 5493",55,663025.77
ST08349,"Bokku Branch 8349",41,662933.10
ST00020,"Bokku Branch 20",56,662922.12
ST02551,"Bokku Branch 2551",62,662652.40
ST06623,"Bokku Branch 6623",28,662449.20
ST00184,"Bokku Branch 184",37,662061.35
ST04165,"Bokku Branch 4165",75,662032.23
ST05747,"Bokku Branch 5747",37,661965.89
ST04040,"Bokku Branch 4040",41,661911.38
ST07296,"Bokku Branch 7296",69,661212.74
ST08819,"Bokku Branch 8819",31,660719.12
ST00075,"Bokku Branch 75",36,660432.24
ST01975,"Bokku Branch 1975",44,660253.64
ST03023,"Bokku Branch 3023",28,660233.14
ST07613,"Bokku Branch 7613",60,660201.62
ST04641,"Bokku Branch 4641",61,660161.26
ST03404,"Bokku Branch 3404",56,660135.06
ST04175,"Bokku Branch 4175",79,659574.54
ST00766,"Bokku Branch 766",71,659325.48
ST09379,"Bokku Branch 9379",33,658755.80
ST03786,"Bokku Branch 3786",93,658097.98
ST02261,"Bokku Branch 2261",61,658052.10
ST09122,"Bokku Branch 9122",42,657907.74
ST07580,"Bokku Branch 7580",88,657586.35
ST06595,"Bokku Branch 6595",47,657357.63
ST05821,"Bokku Branch 5821",36,657312.12
ST06585,"Bokku Branch 6585",58,656908.90
ST07266,"Bokku Branch 7266",27,656890.29
ST02659,"Bokku Branch 2659",100,656495.61
ST07024,"Bokku Branch 7024",74,656118.06
ST02378,"Bokku Branch 2378",46,656019.90
ST04705,"Bokku Branch 4705",34,655783.16
ST02104,"Bokku Branch 2104",38,655440.02
ST07975,"Bokku Branch 7975",50,655110.54
ST01665,"Bokku Branch 1665",38,654653.74
ST02714,"Bokku Branch 2714",29,654652.09
ST04908,"Bokku Branch 4908",48,654506.40
ST04887,"Bokku Branch 4887",40,654506.40
ST08394,"Bokku Branch 8394",41,654407.15
ST07349,"Bokku Branch 7349",33,653850.20
ST00452,"Bokku Branch 452",33,653813.52
ST02840,"Bokku Branch 2840",68,653766.86
ST09390,"Bokku Branch 9390",39,653711.37
ST04142,"Bokku Branch 4142",47,653613.49
ST07502,"Bokku Branch 7502",36,652513.64
ST00616,"Bokku Branch 616",53,651869.87
ST00389,"Bokku Branch 389",36,651740.40
ST05092,"Bokku Branch 5092",46,651680.16
ST06399,"Bokku Branch 6399",35,651516.25
ST00696,"Bokku Branch 696",46,651375.16
ST03967,"Bokku Branch 3967",66,651327.14
ST04178,"Bokku Branch 4178",59,651260.13
ST06026,"Bokku Branch 6026",36,651060.36
ST07299,"Bokku Branch 7299",41,650514.20
ST03117,"Bokku Branch 3117",35,650415.85
ST05803,"Bokku Branch 5803",36,650127.27
ST00213,"Bokku Branch 213",49,649504.04
ST00298,"Bokku Branch 298",46,648828.62
ST07339,"Bokku Branch 7339",40,648474.40
ST05919,"Bokku Branch 5919",39,648141.39
ST08687,"Bokku Branch 8687",36,648069.84
ST00119,"Bokku Branch 119",46,647422.03
ST04981,"Bokku Branch 4981",26,647340.98
ST04286,"Bokku Branch 4286",42,647340.20
ST09677,"Bokku Branch 9677",27,646689.18
ST02102,"Bokku Branch 2102",36,646664.77
ST04033,"Bokku Branch 4033",32,646479.02
ST06037,"Bokku Branch 6037",44,645710.12
ST00591,"Bokku Branch 591",27,645393.15
ST02540,"Bokku Branch 2540",57,645270.51
ST00165,"Bokku Branch 165",45,645107.30
ST09257,"Bokku Branch 9257",82,645025.84
ST07361,"Bokku Branch 7361",44,644528.28
ST06139,"Bokku Branch 6139",73,644113.91
ST08301,"Bokku Branch 8301",63,644056.14
ST06214,"Bokku Branch 6214",33,643855.91
ST05421,"Bokku Branch 5421",48,643555.68
ST05599,"Bokku Branch 5599",49,643523.37
ST08532,"Bokku Branch 8532",70,643429.28
ST06587,"Bokku Branch 6587",59,643395.52
ST07733,"Bokku Branch 7733",33,643129.23
ST01268,"Bokku Branch 1268",44,642953.52
ST02142,"Bokku Branch 2142",37,642108.36
ST00350,"Bokku Branch 350",26,641931.94
ST03238,"Bokku Branch 3238",61,641742.58
ST09825,"Bokku Branch 9825",38,641495.84
ST04963,"Bokku Branch 4963",28,641449.70
ST08370,"Bokku Branch 8370",40,641150.80
ST02874,"Bokku Branch 2874",34,640640.58
ST08362,"Bokku Branch 8362",52,640327.78
ST00999,"Bokku Branch 999",28,640307.92
ST02489,"Bokku Branch 2489",27,640256.94
ST08168,"Bokku Branch 8168",80,639998.09
ST00155,"Bokku Branch 155",36,639460.08
ST05378,"Bokku Branch 5378",49,638915.52
ST03020,"Bokku Branch 3020",58,638521.62
ST04291,"Bokku Branch 4291",55,638164.07
ST03770,"Bokku Branch 3770",41,637947.29
ST09712,"Bokku Branch 9712",39,637626.60
ST09221,"Bokku Branch 9221",68,637541.81
ST06275,"Bokku Branch 6275",65,637379.33
ST02007,"Bokku Branch 2007",33,637045.20
ST02972,"Bokku Branch 2972",74,636937.64
ST01840,"Bokku Branch 1840",66,636693.16
ST09767,"Bokku Branch 9767",31,636670.24
ST03557,"Bokku Branch 3557",57,636452.58
ST02567,"Bokku Branch 2567",41,635732.88
ST03574,"Bokku Branch 3574",37,635404.58
ST09618,"Bokku Branch 9618",90,635124.12
ST00172,"Bokku Branch 172",54,634840.44
ST02953,"Bokku Branch 2953",27,634629.06
ST03738,"Bokku Branch 3738",34,634321.00
ST05937,"Bokku Branch 5937",34,633993.24
ST08225,"Bokku Branch 8225",60,633927.50
ST00857,"Bokku Branch 857",34,633539.68
ST03584,"Bokku Branch 3584",70,633399.06
ST08568,"Bokku Branch 8568",82,633375.07
ST09234,"Bokku Branch 9234",100,633283.98
ST08640,"Bokku Branch 8640",96,633104.32
ST01878,"Bokku Branch 1878",63,632715.45
ST08910,"Bokku Branch 8910",51,632495.64
ST04380,"Bokku Branch 4380",84,632484.82
ST00210,"Bokku Branch 210",26,632347.82
ST07291,"Bokku Branch 7291",76,632313.02
ST06077,"Bokku Branch 6077",33,632183.31
ST00644,"Bokku Branch 644",77,632002.63
ST07167,"Bokku Branch 7167",43,631006.94
ST09666,"Bokku Branch 9666",52,630931.72
ST01588,"Bokku Branch 1588",27,630842.04
ST09758,"Bokku Branch 9758",33,630460.05
ST07673,"Bokku Branch 7673",27,630156.99
ST05136,"Bokku Branch 5136",50,629813.50
ST05820,"Bokku Branch 5820",41,629741.14
ST09235,"Bokku Branch 9235",55,629725.75
ST06905,"Bokku Branch 6905",37,629520.59
ST06542,"Bokku Branch 6542",26,629299.58
ST04288,"Bokku Branch 4288",29,629147.46
ST07064,"Bokku Branch 7064",30,629120.10
ST02521,"Bokku Branch 2521",43,628675.59
ST06762,"Bokku Branch 6762",46,628659.92
ST04817,"Bokku Branch 4817",35,628031.00
ST06780,"Bokku Branch 6780",40,627593.60
ST01412,"Bokku Branch 1412",43,627574.85
ST02139,"Bokku Branch 2139",57,627317.17
ST04143,"Bokku Branch 4143",42,627310.83
ST03042,"Bokku Branch 3042",47,627181.73
ST05134,"Bokku Branch 5134",66,626754.15
ST00590,"Bokku Branch 590",29,626637.22
ST02163,"Bokku Branch 2163",31,626425.68
ST07531,"Bokku Branch 7531",91,626272.53
ST08254,"Bokku Branch 8254",63,626138.58
ST05606,"Bokku Branch 5606",44,626081.28
ST06440,"Bokku Branch 6440",60,625751.06
ST08281,"Bokku Branch 8281",34,625606.80
ST02325,"Bokku Branch 2325",51,625522.13
ST03889,"Bokku Branch 3889",31,625235.59
ST09191,"Bokku Branch 9191",32,625066.56
ST04515,"Bokku Branch 4515",50,624386.00
ST05573,"Bokku Branch 5573",46,624206.66
ST02852,"Bokku Branch 2852",45,623702.70
ST09440,"Bokku Branch 9440",49,623669.20
ST01799,"Bokku Branch 1799",29,623322.23
ST01353,"Bokku Branch 1353",28,623213.88
ST01011,"Bokku Branch 1011",39,622986.78
ST06933,"Bokku Branch 6933",39,622975.86
ST05518,"Bokku Branch 5518",34,622524.12
ST08055,"Bokku Branch 8055",50,622487.50
ST07300,"Bokku Branch 7300",43,622469.63
ST08800,"Bokku Branch 8800",44,622406.22
ST08622,"Bokku Branch 8622",48,622358.40
ST03832,"Bokku Branch 3832",55,622177.65
ST05893,"Bokku Branch 5893",28,622118.28
ST09746,"Bokku Branch 9746",50,622069.54
ST00015,"Bokku Branch 15",50,622059.50
ST00069,"Bokku Branch 69",64,622028.45
ST01754,"Bokku Branch 1754",32,621009.92
ST07210,"Bokku Branch 7210",84,620887.99
ST09644,"Bokku Branch 9644",86,620556.34
ST04505,"Bokku Branch 4505",34,620460.90
ST05200,"Bokku Branch 5200",48,620253.60
ST09968,"Bokku Branch 9968",32,619810.88
ST09360,"Bokku Branch 9360",39,619549.85
ST02242,"Bokku Branch 2242",38,619531.10
ST09458,"Bokku Branch 9458",43,619266.57
ST06055,"Bokku Branch 6055",87,619252.50
ST00141,"Bokku Branch 141",62,618579.16
ST00959,"Bokku Branch 959",46,618469.54
ST00947,"Bokku Branch 947",44,618402.84
ST03994,"Bokku Branch 3994",33,617972.85
ST08597,"Bokku Branch 8597",43,617896.95
ST01626,"Bokku Branch 1626",43,617887.70
ST01423,"Bokku Branch 1423",46,617866.08
ST01432,"Bokku Branch 1432",43,617778.07
ST02159,"Bokku Branch 2159",71,617548.48
ST09674,"Bokku Branch 9674",34,617239.40
ST00031,"Bokku Branch 31",39,616731.57
ST03717,"Bokku Branch 3717",35,616631.75
ST08524,"Bokku Branch 8524",42,615905.67
ST02843,"Bokku Branch 2843",25,615576.25
ST04890,"Bokku Branch 4890",72,615411.72
ST01725,"Bokku Branch 1725",41,615409.18
ST06350,"Bokku Branch 6350",83,615203.81
ST06756,"Bokku Branch 6756",35,614880.99
ST02070,"Bokku Branch 2070",35,614861.10
ST07149,"Bokku Branch 7149",45,614752.65
ST06769,"Bokku Branch 6769",31,614739.30
ST00662,"Bokku Branch 662",69,614106.31
ST06171,"Bokku Branch 6171",83,614082.49
ST06218,"Bokku Branch 6218",59,613854.83
ST05750,"Bokku Branch 5750",35,613847.85
ST03424,"Bokku Branch 3424",48,613844.16
ST00928,"Bokku Branch 928",25,613735.50
ST07155,"Bokku Branch 7155",35,613718.00
ST01656,"Bokku Branch 1656",56,612124.59
ST06503,"Bokku Branch 6503",43,612068.02
ST09236,"Bokku Branch 9236",29,611967.28
ST02831,"Bokku Branch 2831",54,611759.70
ST06696,"Bokku Branch 6696",40,611546.56
ST03876,"Bokku Branch 3876",27,611429.85
ST02958,"Bokku Branch 2958",28,611287.32
ST07611,"Bokku Branch 7611",61,611250.23
ST02050,"Bokku Branch 2050",61,611041.72
ST02721,"Bokku Branch 2721",47,610959.18
ST01427,"Bokku Branch 1427",29,610795.97
ST02397,"Bokku Branch 2397",26,610709.17
ST09186,"Bokku Branch 9186",42,610610.28
ST04260,"Bokku Branch 4260",49,609661.43
ST03292,"Bokku Branch 3292",40,609283.20
ST09948,"Bokku Branch 9948",26,609210.94
ST04503,"Bokku Branch 4503",49,609105.77
ST02579,"Bokku Branch 2579",30,608794.50
ST01654,"Bokku Branch 1654",48,608561.34
ST08191,"Bokku Branch 8191",35,608446.65
ST06954,"Bokku Branch 6954",86,608216.86
ST00099,"Bokku Branch 99",55,607840.35
ST03227,"Bokku Branch 3227",46,607325.12
ST01555,"Bokku Branch 1555",33,607252.14
ST04838,"Bokku Branch 4838",74,606831.08
ST03548,"Bokku Branch 3548",46,606755.30
ST09735,"Bokku Branch 9735",50,606563.50
ST04457,"Bokku Branch 4457",43,606480.94
ST00105,"Bokku Branch 105",30,606149.40
ST06091,"Bokku Branch 6091",34,605929.64
ST09801,"Bokku Branch 9801",32,605712.64
ST06003,"Bokku Branch 6003",39,605617.35
ST04860,"Bokku Branch 4860",40,605138.50
ST00090,"Bokku Branch 90",30,604322.40
ST08110,"Bokku Branch 8110",41,604245.29
ST02051,"Bokku Branch 2051",65,604239.56
ST03443,"Bokku Branch 3443",60,604225.72
ST08537,"Bokku Branch 8537",48,603794.55
ST09913,"Bokku Branch 9913",53,602902.41
ST08248,"Bokku Branch 8248",58,602862.07
ST07745,"Bokku Branch 7745",67,602729.76
ST02066,"Bokku Branch 2066",30,602649.60
ST05327,"Bokku Branch 5327",50,602536.50
ST02192,"Bokku Branch 2192",41,602432.79
ST07713,"Bokku Branch 7713",33,602300.19
ST07850,"Bokku Branch 7850",76,602207.76
