supplier_id,supplier_name,lead_time_days,supplier_rating
S01695,Dangote Sugar 1695,2,3.8
S01696,Nestle Nigeria 1696,2,4.9
S01697,Dangote Sugar 1697,2,4.4
S01698,Nestle Nigeria 1698,10,3.9
S01699,Dangote Sugar 1699,3,3.7
S01700,Dufil Prima Foods 1700,4,3.6
S01701,Dangote Sugar 1701,4,3.5
S01702,Flour Mills Nigeria 1702,4,4.5
S01703,Dangote Sugar 1703,12,4.4
S01704,Nestle Nigeria 1704,2,4.0
S01705,Dufil Prima Foods 1705,11,4.0
S01706,Dufil Prima Foods 1706,7,4.2
S01707,Nestle Nigeria 1707,7,4.0
S01708,Nestle Nigeria 1708,6,3.6
S01709,Dangote Sugar 1709,6,3.8
S01710,Nestle Nigeria 1710,4,3.7
S01711,Dangote Sugar 1711,11,3.8
S01712,Dangote Sugar 1712,9,4.5
S01713,Nestle Nigeria 1713,14,4.6
S01714,Dufil Prima Foods 1714,13,4.4
S01715,Nestle Nigeria 1715,12,3.9
S01716,Dufil Prima Foods 1716,6,5.0
S01717,Dufil Prima Foods 1717,6,4.3
S01718,Nestle Nigeria 1718,6,3.8
S01719,Dufil Prima Foods 1719,1,5.0
S01720,Dufil Prima Foods 1720,5,3.5
S01721,Dufil Prima Foods 1721,5,3.6
S01722,Nestle Nigeria 1722,12,4.9
S01723,Flour Mills Nigeria 1723,6,3.9
S01724,Nestle Nigeria 1724,5,3.9
S01725,Dufil Prima Foods 1725,9,3.8
S01726,Dufil Prima Foods 1726,6,3.5
S01727,Dufil Prima Foods 1727,4,3.7
S01728,Flour Mills Nigeria 1728,4,4.5
S01729,Flour Mills Nigeria 1729,5,3.7
S01730,Flour Mills Nigeria 1730,11,4.0
S01731,Dufil Prima Foods 1731,10,4.4
S01732,Nestle Nigeria 1732,14,4.9
S01733,Dangote Sugar 1733,3,4.2
S01734,Nestle Nigeria 1734,12,3.6
S01735,Dufil Prima Foods 1735,5,4.5
S01736,Dangote Sugar 1736,4,4.1
S01737,Dufil Prima Foods 1737,9,4.5
S01738,Dufil Prima Foods 1738,10,4.9
S01739,Dufil Prima Foods 1739,11,4.0
S01740,Dufil Prima Foods 1740,11,4.8
S01741,Nestle Nigeria 1741,7,4.4
S01742,Dufil Prima Foods 1742,12,3.8
S01743,Flour Mills Nigeria 1743,12,3.8
S01744,Nestle Nigeria 1744,3,4.2
S01745,Nestle Nigeria 1745,13,3.6
S01746,Dufil Prima Foods 1746,1,3.8
S01747,Dufil Prima Foods 1747,11,4.8
S01748,Flour Mills Nigeria 1748,10,4.4
S01749,Flour Mills Nigeria 1749,5,4.8
S01750,Dangote Sugar 1750,10,3.6
S01751,Dangote Sugar 1751,2,4.0
S01752,Dufil Prima Foods 1752,6,4.1
S01753,Flour Mills Nigeria 1753,7,4.6
S01754,Nestle Nigeria 1754,9,3.9
S01755,Dangote Sugar 1755,12,3.7
S01756,Flour Mills Nigeria 1756,14,4.1
S01757,Nestle Nigeria 1757,14,3.7
S01758,Dufil Prima Foods 1758,10,4.0
S01759,Dufil Prima Foods 1759,2,4.0
S01760,Flour Mills Nigeria 1760,13,3.5
S01761,Dufil Prima Foods 1761,7,3.6
S01762,Dangote Sugar 1762,10,3.8
S01763,Nestle Nigeria 1763,3,4.6
S01764,Dufil Prima Foods 1764,9,4.4
S01765,Dangote Sugar 1765,13,4.8
S01766,Dufil Prima Foods 1766,10,3.5
S01767,Flour Mills Nigeria 1767,14,4.6
S01768,Nestle Nigeria 1768,5,4.6
S01769,Dufil Prima Foods 1769,12,4.8
S01770,Flour Mills Nigeria 1770,2,3.8
S01771,Nestle Nigeria 1771,8,3.8
S01772,Nestle Nigeria 1772,4,4.8
S01773,Dangote Sugar 1773,11,4.4
S01774,Dangote Sugar 1774,12,4.8
S01775,Flour Mills Nigeria 1775,12,4.5
S01776,Nestle Nigeria 1776,1,4.2
S01777,Nestle Nigeria 1777,4,3.6
S01778,Nestle Nigeria 1778,4,4.1
S01779,Nestle Nigeria 1779,4,3.8
S01780,Dangote Sugar 1780,2,3.7
S01781,Flour Mills Nigeria 1781,4,4.4
S01782,Dufil Prima Foods 1782,13,4.6
S01783,Nestle Nigeria 1783,9,4.7
S01784,Dufil Prima Foods 1784,10,3.7
S01785,Dufil Prima Foods 1785,7,5.0
S01786,Nestle Nigeria 1786,4,4.1
S01787,Dangote Sugar 1787,3,3.7
S01788,Dufil Prima Foods 1788,13,4.8
S01789,Dufil Prima Foods 1789,6,3.7
S01790,Dangote Sugar 1790,11,3.9
S01791,Dufil Prima Foods 1791,6,4.2
S01792,Nestle Nigeria 1792,1,4.8
S01793,Nestle Nigeria 1793,14,3.5
S01794,Flour Mills Nigeria 1794,5,4.5
S01795,Dangote Sugar 1795,13,4.3
S01796,Flour Mills Nigeria 1796,10,4.3
S01797,Dufil Prima Foods 1797,3,3.6
S01798,Flour Mills Nigeria 1798,2,3.8
S01799,Flour Mills Nigeria 1799,9,3.9
S01800,Nestle Nigeria 1800,10,3.7
S01801,Dangote Sugar 1801,2,4.4
S01802,Flour Mills Nigeria 1802,13,5.0
S01803,Dufil Prima Foods 1803,10,4.1
S01804,Nestle Nigeria 1804,1,4.4
S01805,Flour Mills Nigeria 1805,8,4.6
S01806,Dangote Sugar 1806,10,4.9
S01807,Flour Mills Nigeria 1807,14,3.9
S01808,Nestle Nigeria 1808,14,4.8
S01809,Dufil Prima Foods 1809,2,4.7
S01810,Nestle Nigeria 1810,10,4.3
S01811,Flour Mills Nigeria 1811,3,4.6
S01812,Dangote Sugar 1812,11,3.9
S01813,Flour Mills Nigeria 1813,13,4.7
S01814,Flour Mills Nigeria 1814,11,4.1
S01815,Nestle Nigeria 1815,11,4.9
S01816,Nestle Nigeria 1816,5,4.7
S01817,Dangote Sugar 1817,14,3.7
S01818,Dufil Prima Foods 1818,4,3.7
S01819,Flour Mills Nigeria 1819,4,4.2
S01820,Dangote Sugar 1820,8,4.6
S01821,Dangote Sugar 1821,2,3.6
S01822,Dufil Prima Foods 1822,7,4.9
S01823,Nestle Nigeria 1823,7,4.8
S01824,Dangote Sugar 1824,10,3.9
S01825,Dangote Sugar 1825,3,4.0
S01826,Nestle Nigeria 1826,9,4.0
S01827,Dufil Prima Foods 1827,4,4.0
S01828,Flour Mills Nigeria 1828,13,3.7
S01829,Dangote Sugar 1829,13,4.7
S01830,Dufil Prima Foods 1830,7,4.7
S01831,Dangote Sugar 1831,13,4.2
S01832,Nestle Nigeria 1832,3,4.5
S01833,Flour Mills Nigeria 1833,13,4.9
S01834,Flour Mills Nigeria 1834,3,4.7
S01835,Flour Mills Nigeria 1835,6,4.3
S01836,Dangote Sugar 1836,11,3.7
S01837,Flour Mills Nigeria 1837,9,4.1
S01838,Flour Mills Nigeria 1838,2,4.7
S01839,Flour Mills Nigeria 1839,2,3.9
S01840,Flour Mills Nigeria 1840,3,3.8
S01841,Dangote Sugar 1841,4,4.8
S01842,Dufil Prima Foods 1842,9,3.7
S01843,Flour Mills Nigeria 1843,2,4.7
S01844,Flour Mills Nigeria 1844,9,3.7
S01845,Nestle Nigeria 1845,12,3.9
S01846,Dufil Prima Foods 1846,4,4.7
S01847,Dufil Prima Foods 1847,8,4.7
S01848,Dufil Prima Foods 1848,1,3.7
S01849,Flour Mills Nigeria 1849,7,4.3
S01850,Nestle Nigeria 1850,8,4.3
S01851,Dangote Sugar 1851,14,4.2
S01852,Dufil Prima Foods 1852,2,4.3
S01853,Nestle Nigeria 1853,14,4.9
S01854,Nestle Nigeria 1854,5,4.2
S01855,Dufil Prima Foods 1855,12,3.6
S01856,Flour Mills Nigeria 1856,1,4.5
S01857,Dangote Sugar 1857,8,3.8
S01858,Flour Mills Nigeria 1858,11,4.3
S01859,Nestle Nigeria 1859,9,3.7
S01860,Flour Mills Nigeria 1860,4,3.7
S01861,Flour Mills Nigeria 1861,12,3.9
S01862,Nestle Nigeria 1862,5,4.4
S01863,Flour Mills Nigeria 1863,14,4.6
S01864,Nestle Nigeria 1864,1,3.9
S01865,Dangote Sugar 1865,5,4.1
S01866,Dufil Prima Foods 1866,9,4.4
S01867,Dangote Sugar 1867,3,4.7
S01868,Dufil Prima Foods 1868,4,4.0
S01869,Flour Mills Nigeria 1869,13,3.5
S01870,Flour Mills Nigeria 1870,10,4.2
S01871,Nestle Nigeria 1871,4,3.9
S01872,Flour Mills Nigeria 1872,1,3.9
S01873,Dangote Sugar 1873,2,4.5
S01874,Nestle Nigeria 1874,11,3.6
S01875,Flour Mills Nigeria 1875,8,4.7
S01876,Dufil Prima Foods 1876,2,4.2
S01877,Dufil Prima Foods 1877,12,4.9
S01878,Dufil Prima Foods 1878,11,4.6
S01879,Dangote Sugar 1879,14,4.1
S01880,Nestle Nigeria 1880,13,4.5
S01881,Flour Mills Nigeria 1881,10,4.3
S01882,Nestle Nigeria 1882,9,4.0
S01883,Flour Mills Nigeria 1883,9,3.7
S01884,Dufil Prima Foods 1884,10,4.1
S01885,Nestle Nigeria 1885,4,4.7
S01886,Dangote Sugar 1886,5,3.6
S01887,Dangote Sugar 1887,8,3.7
S01888,Dangote Sugar 1888,8,4.6
S01889,Nestle Nigeria 1889,2,4.7
S01890,Dufil Prima Foods 1890,14,3.8
S01891,Dufil Prima Foods 1891,3,3.5
S01892,Flour Mills Nigeria 1892,7,3.5
S01893,Dangote Sugar 1893,10,4.5
S01894,Dangote Sugar 1894,2,4.2
S01895,Nestle Nigeria 1895,14,3.8
S01896,Flour Mills Nigeria 1896,2,4.2
S01897,Dufil Prima Foods 1897,7,5.0
S01898,Dufil Prima Foods 1898,4,4.7
S01899,Nestle Nigeria 1899,2,4.5
S01900,Dangote Sugar 1900,13,4.3
S01901,Nestle Nigeria 1901,14,4.0
S01902,Dangote Sugar 1902,12,4.6
S01903,Flour Mills Nigeria 1903,13,4.7
S01904,Dufil Prima Foods 1904,1,4.7
S01905,Dangote Sugar 1905,12,4.2
S01906,Nestle Nigeria 1906,14,4.1
S01907,Dufil Prima Foods 1907,6,4.1
S01908,Dangote Sugar 1908,2,4.5
S01909,Dangote Sugar 1909,7,4.1
S01910,Dufil Prima Foods 1910,2,4.0
S01911,Flour Mills Nigeria 1911,2,4.7
S01912,Nestle Nigeria 1912,1,4.9
S01913,Flour Mills Nigeria 1913,2,4.3
S01914,Flour Mills Nigeria 1914,12,4.0
S01915,Nestle Nigeria 1915,13,4.1
S01916,Dufil Prima Foods 1916,8,4.4
S01917,Nestle Nigeria 1917,13,4.9
S01918,Dufil Prima Foods 1918,3,4.0
S01919,Dangote Sugar 1919,3,4.0
S01920,Dufil Prima Foods 1920,2,4.0
S01921,Nestle Nigeria 1921,4,4.0
S01922,Dangote Sugar 1922,9,3.6
S01923,Dufil Prima Foods 1923,2,4.3
S01924,Nestle Nigeria 1924,13,3.5
S01925,Dangote Sugar 1925,4,3.9
S01926,Nestle Nigeria 1926,3,4.4
S01927,Dufil Prima Foods 1927,9,4.1
S01928,Nestle Nigeria 1928,14,4.8
S01929,Flour Mills Nigeria 1929,2,4.6
S01930,Nestle Nigeria 1930,10,4.3
S01931,Nestle Nigeria 1931,1,4.3
S01932,Dangote Sugar 1932,1,3.6
S01933,Dufil Prima Foods 1933,14,4.8
S01934,Dangote Sugar 1934,9,4.0
S01935,Flour Mills Nigeria 1935,2,4.8
S01936,Flour Mills Nigeria 1936,6,4.1
S01937,Flour Mills Nigeria 1937,3,4.8
S01938,Dufil Prima Foods 1938,9,4.2
S01939,Flour Mills Nigeria 1939,10,4.0
S01940,Flour Mills Nigeria 1940,3,4.5
S01941,Dufil Prima Foods 1941,12,4.4
S01942,Flour Mills Nigeria 1942,5,4.1
S01943,Dufil Prima Foods 1943,10,4.8
S01944,Flour Mills Nigeria 1944,9,4.6
S01945,Dufil Prima Foods 1945,5,4.3
S01946,Nestle Nigeria 1946,7,3.7
S01947,Dufil Prima Foods 1947,2,4.1
S01948,Nestle Nigeria 1948,7,4.9
S01949,Dufil Prima Foods 1949,2,4.2
S01950,Dufil Prima Foods 1950,6,3.8
S01951,Dufil Prima Foods 1951,12,4.9
S01952,Dangote Sugar 1952,11,4.7
S01953,Dufil Prima Foods 1953,10,3.6
S01954,Dangote Sugar 1954,12,4.3
S01955,Dufil Prima Foods 1955,9,4.3
S01956,Flour Mills Nigeria 1956,11,4.5
S01957,Flour Mills Nigeria 1957,12,3.7
S01958,Dangote Sugar 1958,14,3.7
S01959,Dufil Prima Foods 1959,13,4.7
S01960,Flour Mills Nigeria 1960,6,3.6
S01961,Dufil Prima Foods 1961,6,4.9
S01962,Flour Mills Nigeria 1962,6,4.1
S01963,Dangote Sugar 1963,5,4.8
S01964,Flour Mills Nigeria 1964,9,4.6
S01965,Dufil Prima Foods 1965,8,4.3
S01966,Dangote Sugar 1966,14,3.5
S01967,Nestle Nigeria 1967,10,3.7
S01968,Nestle Nigeria 1968,9,4.2
S01969,Dufil Prima Foods 1969,5,4.8
S01970,Flour Mills Nigeria 1970,5,4.8
S01971,Flour Mills Nigeria 1971,2,3.9
S01972,Dangote Sugar 1972,4,4.3
S01973,Nestle Nigeria 1973,9,4.5
S01974,Flour Mills Nigeria 1974,5,3.5
S01975,Dufil Prima Foods 1975,3,4.0
S01976,Dufil Prima Foods 1976,11,4.6
S01977,Dangote Sugar 1977,14,4.2
S01978,Nestle Nigeria 1978,4,4.1
S01979,Nestle Nigeria 1979,8,4.9
S01980,Nestle Nigeria 1980,1,4.3
S01981,Flour Mills Nigeria 1981,4,4.0
S01982,Dangote Sugar 1982,5,4.1
S01983,Dangote Sugar 1983,13,4.9
S01984,Nestle Nigeria 1984,14,3.6
S01985,Flour Mills Nigeria 1985,14,4.9
S01986,Dangote Sugar 1986,5,4.9
S01987,Dufil Prima Foods 1987,9,4.1
S01988,Dufil Prima Foods 1988,8,4.7
S01989,Nestle Nigeria 1989,1,4.7
S01990,Dufil Prima Foods 1990,10,4.9
S01991,Flour Mills Nigeria 1991,12,4.8
S01992,Dangote Sugar 1992,7,4.2
S01993,Flour Mills Nigeria 1993,8,3.5
S01994,Dangote Sugar 1994,2,3.6
S01995,Flour Mills Nigeria 1995,4,4.6
S01996,Dangote Sugar 1996,7,4.6
S01997,Nestle Nigeria 1997,6,4.2
S01998,Dufil Prima Foods 1998,3,3.6
S01999,Flour Mills Nigeria 1999,3,4.3
S02000,Dangote Sugar 2000,8,4.6
S02001,Dangote Sugar 2001,6,3.5
S02002,Flour Mills Nigeria 2002,13,3.9
S02003,Dangote Sugar 2003,2,4.0
S02004,Dufil Prima Foods 2004,11,3.9
S02005,Dangote Sugar 2005,12,4.2
S02006,Nestle Nigeria 2006,8,4.1
S02007,Nestle Nigeria 2007,13,4.8
S02008,Nestle Nigeria 2008,1,3.7
S02009,Dufil Prima Foods 2009,6,4.3
S02010,Nestle Nigeria 2010,14,4.9
S02011,Nestle Nigeria 2011,10,4.6
S02012,Dangote Sugar 2012,4,4.2
S02013,Flour Mills Nigeria 2013,12,3.8
S02014,Dufil Prima Foods 2014,12,4.1
S02015,Flour Mills Nigeria 2015,11,4.2
S02016,Flour Mills Nigeria 2016,11,4.8
S02017,Nestle Nigeria 2017,12,3.9
S02018,Nestle Nigeria 2018,14,4.7
S02019,Nestle Nigeria 2019,11,4.2
S02020,Dufil Prima Foods 2020,6,4.1
S02021,Dufil Prima Foods 2021,10,4.9
S02022,Dufil Prima Foods 2022,7,4.8
S02023,Dangote Sugar 2023,4,4.7
S02024,Dangote Sugar 2024,2,5.0
S02025,Dangote Sugar 2025,9,3.9
S02026,Dufil Prima Foods 2026,11,5.0
S02027,Flour Mills Nigeria 2027,8,4.2
S02028,Dufil Prima Foods 2028,14,4.5
S02029,Dangote Sugar 2029,7,4.7
S02030,Dangote Sugar 2030,11,4.6
S02031,Dangote Sugar 2031,7,4.7
S02032,Dangote Sugar 2032,2,4.7
S02033,Nestle Nigeria 2033,5,3.7
S02034,Nestle Nigeria 2034,5,4.1
S02035,Nestle Nigeria 2035,14,4.5
S02036,Dangote Sugar 2036,2,4.1
S02037,Nestle Nigeria 2037,3,4.5
S02038,Dufil Prima Foods 2038,4,4.0
S02039,Flour Mills Nigeria 2039,9,4.2
S02040,Dufil Prima Foods 2040,4,3.9
S02041,Flour Mills Nigeria 2041,5,3.9
S02042,Dufil Prima Foods 2042,11,4.2
S02043,Dangote Sugar 2043,8,4.9
S02044,Nestle Nigeria 2044,10,4.2
S02045,Flour Mills Nigeria 2045,1,3.8
S02046,Dufil Prima Foods 2046,14,4.7
S02047,Nestle Nigeria 2047,8,4.2
S02048,Dufil Prima Foods 2048,1,4.8
S02049,Dufil Prima Foods 2049,8,4.5
S02050,Dangote Sugar 2050,12,4.9
S02051,Flour Mills Nigeria 2051,6,4.5
S02052,Flour Mills Nigeria 2052,11,4.7
S02053,Dangote Sugar 2053,8,4.3
S02054,Dangote Sugar 2054,7,3.8
S02055,Flour Mills Nigeria 2055,7,3.8
S02056,Dufil Prima Foods 2056,6,3.6
S02057,Dufil Prima Foods 2057,14,4.0
S02058,Flour Mills Nigeria 2058,6,3.8
S02059,Nestle Nigeria 2059,2,3.9
S02060,Flour Mills Nigeria 2060,11,4.8
S02061,Nestle Nigeria 2061,11,4.4
S02062,Dufil Prima Foods 2062,10,3.6
S02063,Dufil Prima Foods 2063,11,4.3
S02064,Dangote Sugar 2064,13,3.7
S02065,Dangote Sugar 2065,7,4.8
S02066,Flour Mills Nigeria 2066,13,4.7
S02067,Dufil Prima Foods 2067,1,4.7
S02068,Dangote Sugar 2068,10,3.9
S02069,Dufil Prima Foods 2069,8,3.6
S02070,Dangote Sugar 2070,6,4.5
S02071,Nestle Nigeria 2071,3,4.1
S02072,Flour Mills Nigeria 2072,12,3.7
S02073,Dufil Prima Foods 2073,6,4.0
S02074,Dangote Sugar 2074,12,4.2
S02075,Dufil Prima Foods 2075,13,5.0
S02076,Nestle Nigeria 2076,6,3.7
S02077,Nestle Nigeria 2077,3,3.5
S02078,Nestle Nigeria 2078,3,4.7
S02079,Dufil Prima Foods 2079,12,3.7
S02080,Nestle Nigeria 2080,11,3.6
S02081,Flour Mills Nigeria 2081,1,3.7
S02082,Dangote Sugar 2082,10,4.3
S02083,Flour Mills Nigeria 2083,12,4.6
S02084,Dangote Sugar 2084,8,5.0
S02085,Dangote Sugar 2085,14,4.8
S02086,Dangote Sugar 2086,8,4.5
S02087,Nestle Nigeria 2087,5,4.5
S02088,Nestle Nigeria 2088,3,4.3
S02089,Nestle Nigeria 2089,10,3.6
S02090,Nestle Nigeria 2090,11,4.6
S02091,Flour Mills Nigeria 2091,9,4.7
S02092,Nestle Nigeria 2092,7,4.1
S02093,Dangote Sugar 2093,10,4.3
S02094,Dangote Sugar 2094,10,4.3
S02095,Flour Mills Nigeria 2095,9,3.9
S02096,Dufil Prima Foods 2096,4,3.7
S02097,Dufil Prima Foods 2097,6,4.3
S02098,Dangote Sugar 2098,7,3.7
S02099,Flour Mills Nigeria 2099,11,3.8
S02100,Flour Mills Nigeria 2100,11,3.7
S02101,Dangote Sugar 2101,7,4.8
S02102,Dangote Sugar 2102,6,4.3
S02103,Flour Mills Nigeria 2103,10,3.6
S02104,Dufil Prima Foods 2104,14,3.5
S02105,Dangote Sugar 2105,8,4.3
S02106,Flour Mills Nigeria 2106,14,4.1
S02107,Dufil Prima Foods 2107,5,4.1
S02108,Dangote Sugar 2108,9,4.8
S02109,Dufil Prima Foods 2109,3,5.0
S02110,Dangote Sugar 2110,13,4.0
S02111,Nestle Nigeria 2111,2,3.7
S02112,Dangote Sugar 2112,13,3.7
S02113,Flour Mills Nigeria 2113,10,4.9
S02114,Dufil Prima Foods 2114,5,4.4
S02115,Flour Mills Nigeria 2115,10,4.3
S02116,Flour Mills Nigeria 2116,3,3.7
S02117,Nestle Nigeria 2117,13,3.6
S02118,Flour Mills Nigeria 2118,3,4.5
S02119,Dangote Sugar 2119,2,3.8
S02120,Dangote Sugar 2120,1,4.0
S02121,Flour Mills Nigeria 2121,12,4.1
S02122,Dangote Sugar 2122,3,5.0
S02123,Dufil Prima Foods 2123,1,3.5
S02124,Dufil Prima Foods 2124,8,4.2
S02125,Flour Mills Nigeria 2125,10,3.6
S02126,Flour Mills Nigeria 2126,4,3.8
S02127,Dufil Prima Foods 2127,1,4.2
S02128,Dangote Sugar 2128,13,4.8
S02129,Dangote Sugar 2129,4,3.7
S02130,Dufil Prima Foods 2130,5,4.8
S02131,Dangote Sugar 2131,7,3.9
S02132,Nestle Nigeria 2132,2,4.7
S02133,Nestle Nigeria 2133,3,3.8
S02134,Nestle Nigeria 2134,9,4.9
S02135,Dangote Sugar 2135,13,3.9
S02136,Dufil Prima Foods 2136,12,4.2
S02137,Dufil Prima Foods 2137,4,3.6
S02138,Dangote Sugar 2138,9,4.0
S02139,Nestle Nigeria 2139,2,4.4
S02140,Dangote Sugar 2140,13,4.0
S02141,Dufil Prima Foods 2141,9,3.7
S02142,Dangote Sugar 2142,4,3.6
S02143,Nestle Nigeria 2143,11,4.5
S02144,Flour Mills Nigeria 2144,3,4.0
S02145,Dangote Sugar 2145,9,4.3
S02146,Nestle Nigeria 2146,12,4.4
S02147,Nestle Nigeria 2147,1,4.2
S02148,Flour Mills Nigeria 2148,5,3.7
S02149,Dangote Sugar 2149,8,3.5
S02150,Dufil Prima Foods 2150,8,4.9
S02151,Dufil Prima Foods 2151,8,4.7
S02152,Nestle Nigeria 2152,14,4.8
S02153,Dangote Sugar 2153,12,4.7
S02154,Dangote Sugar 2154,12,4.7
S02155,Dufil Prima Foods 2155,6,4.5
S02156,Dufil Prima Foods 2156,2,3.7
S02157,Flour Mills Nigeria 2157,6,4.7
S02158,Dufil Prima Foods 2158,13,4.3
S02159,Dufil Prima Foods 2159,4,3.7
S02160,Flour Mills Nigeria 2160,3,3.9
S02161,Dufil Prima Foods 2161,13,3.9
S02162,Dufil Prima Foods 2162,4,4.4
S02163,Dangote Sugar 2163,7,4.3
S02164,Dangote Sugar 2164,9,3.8
S02165,Flour Mills Nigeria 2165,13,3.5
S02166,Flour Mills Nigeria 2166,4,4.8
S02167,Dangote Sugar 2167,9,4.6
S02168,Nestle Nigeria 2168,7,3.8
S02169,Nestle Nigeria 2169,12,4.7
S02170,Dangote Sugar 2170,1,4.8
S02171,Dufil Prima Foods 2171,11,3.6
S02172,Nestle Nigeria 2172,7,4.0
S02173,Flour Mills Nigeria 2173,12,3.5
S02174,Nestle Nigeria 2174,9,4.7
S02175,Nestle Nigeria 2175,14,4.3
S02176,Flour Mills Nigeria 2176,8,3.9
S02177,Dufil Prima Foods 2177,12,4.8
S02178,Dangote Sugar 2178,10,4.9
S02179,Flour Mills Nigeria 2179,7,4.5
S02180,Dangote Sugar 2180,10,4.6
S02181,Flour Mills Nigeria 2181,12,4.6
S02182,Flour Mills Nigeria 2182,10,4.7
S02183,Dangote Sugar 2183,4,4.6
S02184,Nestle Nigeria 2184,6,4.1
S02185,Nestle Nigeria 2185,10,4.0
S02186,Flour Mills Nigeria 2186,3,3.6
S02187,Flour Mills Nigeria 2187,14,3.7
S02188,Dufil Prima Foods 2188,1,4.5
S02189,Flour Mills Nigeria 2189,1,4.3
S02190,Nestle Nigeria 2190,3,3.7
S02191,Flour Mills Nigeria 2191,6,3.9
S02192,Nestle Nigeria 2192,1,4.3
S02193,Nestle Nigeria 2193,10,4.6
S02194,Dufil Prima Foods 2194,13,3.6
S02195,Flour Mills Nigeria 2195,5,4.1
S02196,Flour Mills Nigeria 2196,14,4.2
S02197,Flour Mills Nigeria 2197,14,3.6
S02198,Dufil Prima Foods 2198,14,4.3
S02199,Dangote Sugar 2199,13,4.2
S02200,Dangote Sugar 2200,10,4.4
S02201,Flour Mills Nigeria 2201,13,3.7
S02202,Dufil Prima Foods 2202,4,4.4
S02203,Dufil Prima Foods 2203,7,4.0
S02204,Dufil Prima Foods 2204,9,4.3
S02205,Dangote Sugar 2205,8,4.6
S02206,Flour Mills Nigeria 2206,3,4.2
S02207,Nestle Nigeria 2207,2,4.1
S02208,Nestle Nigeria 2208,14,5.0
S02209,Flour Mills Nigeria 2209,3,4.5
S02210,Dangote Sugar 2210,1,4.1
S02211,Nestle Nigeria 2211,3,4.6
S02212,Flour Mills Nigeria 2212,12,4.5
S02213,Dangote Sugar 2213,3,4.8
S02214,Dangote Sugar 2214,2,4.5
S02215,Dufil Prima Foods 2215,10,4.7
S02216,Dangote Sugar 2216,7,4.8
S02217,Dufil Prima Foods 2217,9,4.1
S02218,Dufil Prima Foods 2218,7,4.7
S02219,Dangote Sugar 2219,7,4.4
S02220,Flour Mills Nigeria 2220,5,3.7
S02221,Dangote Sugar 2221,1,3.5
S02222,Flour Mills Nigeria 2222,14,4.5
S02223,Nestle Nigeria 2223,13,4.9
S02224,Dufil Prima Foods 2224,5,3.8
S02225,Dangote Sugar 2225,8,4.6
S02226,Flour Mills Nigeria 2226,13,4.2
S02227,Nestle Nigeria 2227,4,4.9
S02228,Nestle Nigeria 2228,6,4.8
S02229,Nestle Nigeria 2229,4,4.2
S02230,Nestle Nigeria 2230,11,4.6
S02231,Nestle Nigeria 2231,12,3.9
S02232,Dangote Sugar 2232,1,3.7
S02233,Dangote Sugar 2233,2,4.2
S02234,Dufil Prima Foods 2234,6,4.2
S02235,Dufil Prima Foods 2235,14,4.2
S02236,Flour Mills Nigeria 2236,12,4.5
S02237,Flour Mills Nigeria 2237,1,4.8
S02238,Flour Mills Nigeria 2238,14,5.0
S02239,Dufil Prima Foods 2239,3,4.5
S02240,Dangote Sugar 2240,8,4.4
S02241,Nestle Nigeria 2241,10,3.8
S02242,Nestle Nigeria 2242,5,4.3
S02243,Flour Mills Nigeria 2243,5,3.6
S02244,Dufil Prima Foods 2244,10,4.5
S02245,Dufil Prima Foods 2245,4,3.6
S02246,Dangote Sugar 2246,12,4.0
S02247,Dangote Sugar 2247,11,4.3
S02248,Flour Mills Nigeria 2248,9,4.2
S02249,Dufil Prima Foods 2249,13,4.0
S02250,Dangote Sugar 2250,2,4.9
S02251,Nestle Nigeria 2251,2,4.3
S02252,Nestle Nigeria 2252,12,4.6
S02253,Nestle Nigeria 2253,4,4.2
S02254,Dangote Sugar 2254,5,3.9
S02255,Dangote Sugar 2255,1,3.7
S02256,Nestle Nigeria 2256,11,4.3
S02257,Nestle Nigeria 2257,9,4.1
S02258,Dangote Sugar 2258,14,3.7
S02259,Dangote Sugar 2259,3,4.4
S02260,Nestle Nigeria 2260,7,4.6
S02261,Dangote Sugar 2261,8,3.6
S02262,Dufil Prima Foods 2262,14,4.7
S02263,Dufil Prima Foods 2263,4,3.8
S02264,Dufil Prima Foods 2264,11,3.6
S02265,Flour Mills Nigeria 2265,7,4.0
S02266,Dufil Prima Foods 2266,1,4.0
S02267,Dufil Prima Foods 2267,2,3.8
S02268,Nestle Nigeria 2268,2,4.4
S02269,Nestle Nigeria 2269,7,3.7
S02270,Dufil Prima Foods 2270,8,4.0
S02271,Flour Mills Nigeria 2271,7,4.5
S02272,Dangote Sugar 2272,2,4.3
S02273,Dufil Prima Foods 2273,1,4.4
S02274,Dangote Sugar 2274,7,4.1
S02275,Flour Mills Nigeria 2275,2,4.7
S02276,Nestle Nigeria 2276,9,4.4
S02277,Flour Mills Nigeria 2277,12,3.5
S02278,Dufil Prima Foods 2278,6,4.3
S02279,Dangote Sugar 2279,4,4.0
S02280,Nestle Nigeria 2280,1,4.4
S02281,Dangote Sugar 2281,4,5.0
S02282,Dufil Prima Foods 2282,4,3.7
S02283,Dangote Sugar 2283,10,4.8
S02284,Nestle Nigeria 2284,9,4.4
S02285,Dufil Prima Foods 2285,10,3.6
S02286,Dufil Prima Foods 2286,2,4.5
S02287,Dangote Sugar 2287,11,4.1
S02288,Dufil Prima Foods 2288,4,3.9
S02289,Dangote Sugar 2289,11,3.9
