inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated
I02590,P04589,W04927,4389,496,7697,2026-04-16
I02591,P02436,W07894,43,442,2337,2026-05-04
I02592,P02356,W07035,4528,371,1636,2026-04-25
I02593,P06533,W01737,1952,165,7450,2026-05-02
I02594,P05996,W05826,328,297,6811,2026-04-28
I02595,P01045,W06788,431,480,5815,2026-03-19
I02596,P03722,W06319,1201,211,4567,2026-03-30
I02597,P02921,W08294,1690,124,7091,2026-05-14
I02598,P07460,W00925,1178,151,7972,2026-05-20
I02599,P09669,W02767,1578,330,6294,2026-03-16
I02600,P09642,W09703,648,260,8652,2026-05-28
I02601,P02466,W09332,4879,312,9495,2026-05-16
I02602,P05531,W07525,2938,480,7149,2026-03-28
I02603,P02055,W09783,1198,296,3297,2026-04-28
I02604,P02005,W01150,562,168,2036,2026-04-24
I02605,P04262,W04983,4310,410,1734,2026-06-02
I02606,P04409,W02743,3293,168,5501,2026-03-18
I02607,P09138,W01261,2474,117,2620,2026-03-31
I02608,P01752,W04090,2229,306,4690,2026-03-15
I02609,P03849,W09846,2269,445,7275,2026-04-24
I02610,P01597,W01180,1067,322,2200,2026-04-28
I02611,P09297,W06433,2550,402,9508,2026-05-27
I02612,P01235,W03058,17,79,1006,2026-05-06
I02613,P03171,W03541,4470,341,4707,2026-04-28
I02614,P02378,W00647,3316,73,9674,2026-05-08
I02615,P07790,W05460,1426,162,4715,2026-06-04
I02616,P01911,W05022,356,312,3182,2026-04-12
I02617,P09440,W00887,628,344,9309,2026-06-05
I02618,P01841,W04618,3307,387,7336,2026-05-19
I02619,P05319,W04805,4283,94,8968,2026-06-06
I02620,P06067,W09455,1791,316,6283,2026-05-31
I02621,P01652,W06954,1437,313,7239,2026-05-19
I02622,P01866,W05403,867,95,3321,2026-05-16
I02623,P02709,W05733,832,68,6380,2026-04-08
I02624,P06139,W08975,2718,311,9002,2026-06-03
I02625,P08955,W03912,1834,233,3627,2026-04-29
I02626,P08607,W00111,2196,242,7013,2026-04-07
I02627,P07543,W05860,1253,108,8716,2026-04-29
I02628,P03448,W08763,2193,112,5027,2026-04-22
I02629,P01986,W09504,3596,241,3677,2026-05-07
I02630,P00895,W07093,3847,330,9138,2026-04-19
I02631,P00402,W01838,4283,96,9029,2026-05-16
I02632,P08694,W08807,4805,240,4263,2026-06-07
I02633,P00646,W00276,4331,88,5964,2026-04-06
I02634,P06620,W03383,3269,241,6514,2026-04-03
I02635,P09120,W09903,3053,67,8613,2026-06-03
I02636,P02382,W04937,3180,262,4509,2026-04-01
I02637,P04083,W08570,4748,153,8045,2026-04-10
I02638,P04091,W03808,1921,209,5378,2026-03-20
I02639,P03463,W09174,2849,498,5993,2026-03-11
I02640,P03217,W09201,2026,444,5332,2026-05-30
I02641,P05005,W09122,1234,402,4451,2026-04-03
I02642,P05925,W07137,2965,263,3649,2026-03-16
I02643,P05569,W05033,1735,190,1537,2026-04-12
I02644,P00746,W00093,3187,306,3075,2026-04-20
I02645,P04993,W00615,2665,357,2477,2026-05-22
I02646,P02947,W05613,4135,89,1804,2026-05-10
I02647,P07714,W00899,3325,117,8390,2026-04-25
I02648,P05356,W03061,2273,476,5133,2026-04-30
I02649,P00508,W00029,3988,400,9015,2026-05-12
I02650,P09322,W01672,1285,89,7112,2026-05-22
I02651,P03291,W04679,1297,473,2452,2026-04-23
I02652,P05453,W01252,4811,368,7924,2026-04-11
I02653,P03023,W04641,2429,256,3308,2026-04-08
I02654,P06401,W02318,4091,296,5474,2026-05-11
I02655,P09096,W04597,2016,228,1007,2026-05-16
I02656,P09894,W01919,1429,449,7962,2026-04-24
I02657,P01673,W01029,718,57,9999,2026-05-30
I02658,P07074,W08535,236,444,7841,2026-06-02
I02659,P07513,W09681,1762,438,3926,2026-06-05
I02660,P08650,W09652,533,396,4270,2026-05-09
I02661,P06381,W09209,1599,470,1539,2026-05-27
I02662,P06228,W00060,1796,272,5719,2026-04-27
I02663,P09119,W03665,3386,408,7735,2026-04-05
I02664,P08862,W05761,3293,128,3239,2026-03-14
I02665,P00697,W08219,1318,67,6670,2026-05-01
I02666,P05728,W07444,4695,197,8019,2026-04-08
I02667,P08271,W09363,4622,400,7915,2026-04-01
I02668,P00031,W04175,2913,263,8192,2026-05-22
I02669,P03054,W03063,1170,446,5955,2026-05-07
I02670,P09936,W08137,4111,363,6871,2026-05-11
I02671,P02986,W04806,4206,53,1873,2026-04-11
I02672,P02006,W01185,2790,113,1245,2026-05-19
I02673,P02830,W03395,3272,249,2753,2026-03-29
I02674,P05144,W04324,341,77,9020,2026-05-25
I02675,P06617,W00875,845,452,4202,2026-03-31
I02676,P01920,W02436,2435,304,8468,2026-04-02
I02677,P06105,W03474,4467,160,9079,2026-05-23
I02678,P05479,W08822,1268,348,8962,2026-03-27
I02679,P06828,W00179,1229,140,5722,2026-05-04
I02680,P00441,W06057,4324,482,4751,2026-05-31
I02681,P02750,W01934,2670,144,9252,2026-05-29
I02682,P04897,W05303,2487,230,7650,2026-05-28
I02683,P06263,W06121,766,459,3125,2026-03-16
I02684,P00134,W01479,3412,170,4470,2026-04-26
I02685,P09973,W03842,2972,363,9485,2026-04-27
I02686,P06438,W03091,2076,219,9360,2026-05-22
I02687,P01261,W02275,3377,387,2933,2026-04-15
I02688,P07500,W05016,598,55,8689,2026-03-21
I02689,P04682,W06078,195,68,6601,2026-05-27
I02690,P01227,W01305,4913,66,5954,2026-06-07
I02691,P08258,W02278,4531,217,8901,2026-05-19
I02692,P00426,W04433,2294,134,2027,2026-04-03
I02693,P07499,W00477,4475,423,6531,2026-05-01
I02694,P01892,W08376,2091,236,1593,2026-04-16
I02695,P06602,W00880,3062,461,4836,2026-03-28
I02696,P00229,W00832,510,430,4313,2026-04-08
I02697,P00547,W01654,2550,370,6283,2026-05-31
I02698,P03032,W02187,2428,200,2317,2026-05-20
I02699,P05096,W02838,2752,417,6913,2026-03-31
I02700,P01330,W05884,1874,309,7222,2026-04-02
I02701,P06010,W08041,748,161,7821,2026-05-11
I02702,P05703,W06999,3597,249,7572,2026-05-10
I02703,P06885,W06744,203,464,1583,2026-05-21
I02704,P05920,W05011,3179,317,4724,2026-03-30
I02705,P01674,W08803,2470,248,9610,2026-04-21
I02706,P00779,W04452,3459,193,7949,2026-03-14
I02707,P04649,W01293,3182,90,9126,2026-04-03
I02708,P07845,W02639,3127,122,1607,2026-05-23
I02709,P07721,W04651,633,419,4027,2026-03-19
I02710,P03983,W00073,2385,373,3518,2026-05-14
I02711,P04552,W09793,3754,426,8305,2026-04-16
I02712,P09266,W01139,2309,434,2961,2026-04-21
I02713,P01497,W08729,3788,74,9011,2026-06-03
I02714,P08816,W02992,756,52,4052,2026-03-28
I02715,P01716,W00677,4606,326,2442,2026-03-13
I02716,P05026,W08480,3035,393,9628,2026-04-01
I02717,P09507,W08755,1405,96,8357,2026-05-21
I02718,P02034,W03915,3922,370,9053,2026-04-08
I02719,P04860,W04215,1683,431,2009,2026-03-18
I02720,P00092,W05800,1124,69,3447,2026-04-23
I02721,P09810,W02139,1192,273,6880,2026-04-24
I02722,P05593,W08853,947,104,7229,2026-03-27
I02723,P06196,W09354,1229,91,9697,2026-04-10
I02724,P08146,W04093,1256,418,2353,2026-05-07
I02725,P03182,W08884,1030,268,8760,2026-04-11
I02726,P02013,W05913,1951,394,6830,2026-05-06
I02727,P05941,W02279,909,147,7986,2026-05-24
I02728,P02623,W05256,2613,390,9867,2026-04-28
I02729,P01174,W04735,2070,94,6132,2026-04-15
I02730,P02965,W04127,1103,328,9652,2026-05-12
I02731,P02822,W06852,1171,308,4324,2026-05-01
I02732,P00822,W05742,1847,299,3020,2026-05-16
I02733,P03035,W09896,1766,417,5905,2026-05-05
I02734,P01454,W04433,2848,226,5977,2026-05-10
I02735,P00951,W05252,719,138,3841,2026-05-03
I02736,P03940,W09260,897,360,1147,2026-04-22
I02737,P09065,W01445,3603,450,6823,2026-04-09
I02738,P00593,W03248,730,262,1553,2026-05-25
I02739,P04538,W08265,4298,269,5877,2026-03-16
I02740,P07498,W06573,2597,443,8628,2026-04-02
I02741,P02212,W09444,2700,428,3313,2026-04-23
I02742,P07701,W08853,1416,344,2060,2026-04-30
I02743,P00005,W01265,4284,324,7173,2026-04-04
I02744,P01310,W07110,1508,253,9899,2026-05-19
I02745,P04382,W09060,1287,235,1265,2026-05-23
I02746,P07903,W02853,3056,75,5309,2026-05-26
I02747,P08703,W05181,3846,98,8706,2026-03-15
I02748,P01147,W07188,3772,50,8887,2026-05-21
I02749,P04825,W08626,735,284,3167,2026-06-04
I02750,P00155,W07448,284,493,2953,2026-04-08
I02751,P02389,W00981,485,82,3757,2026-03-11
I02752,P00043,W02438,4377,220,9655,2026-03-23
I02753,P07915,W04557,3733,81,5013,2026-05-13
I02754,P03403,W06054,161,57,3719,2026-04-24
I02755,P08140,W08355,4939,399,7412,2026-03-22
I02756,P09798,W02168,4426,183,8349,2026-05-04
I02757,P03085,W04400,3219,164,9357,2026-04-08
I02758,P01852,W08807,1580,359,8315,2026-05-09
I02759,P03428,W03562,3308,150,7749,2026-05-17
I02760,P03385,W01561,2963,436,5708,2026-05-01
I02761,P04106,W01209,1887,63,7207,2026-06-06
I02762,P09949,W06593,3075,253,6915,2026-04-22
I02763,P02562,W04518,3408,232,2625,2026-05-24
I02764,P00697,W09569,1274,448,1104,2026-04-19
I02765,P02695,W02312,196,373,4015,2026-03-23
I02766,P05457,W05273,4331,293,9280,2026-05-01
I02767,P06573,W05539,203,166,3874,2026-04-19
I02768,P04693,W04807,4609,378,7786,2026-03-30
I02769,P07482,W02622,3445,306,8608,2026-03-31
I02770,P07248,W02541,426,245,8714,2026-06-01
I02771,P06226,W02473,4075,217,6737,2026-04-23
I02772,P04318,W05981,4449,239,3573,2026-05-10
I02773,P04114,W07863,3370,314,5964,2026-03-13
I02774,P02421,W08897,4124,60,3687,2026-04-27
I02775,P08871,W09467,3063,296,3566,2026-05-19
I02776,P01495,W03808,3314,127,3254,2026-03-27
I02777,P09273,W04466,2836,357,2494,2026-05-27
I02778,P04596,W01064,2473,168,7781,2026-04-05
I02779,P03704,W03593,4011,288,9859,2026-05-03
I02780,P05736,W03151,1702,474,4258,2026-05-27
I02781,P04417,W03094,3644,50,5964,2026-05-13
I02782,P00665,W03469,4481,68,2059,2026-03-10
I02783,P00263,W04388,1765,255,6963,2026-04-15
I02784,P02214,W01193,1013,231,9500,2026-04-05
I02785,P08769,W09837,3909,463,1884,2026-05-01
I02786,P09031,W09526,177,361,8098,2026-03-26
I02787,P07390,W07815,3185,175,8131,2026-04-22
I02788,P03141,W06557,1202,222,2283,2026-03-17
I02789,P06367,W06660,184,404,1042,2026-05-06
I02790,P07029,W04150,1422,395,3806,2026-04-26
I02791,P07378,W03580,1297,117,1280,2026-04-11
I02792,P06347,W02883,3834,329,5190,2026-04-09
I02793,P02886,W00353,3584,246,6799,2026-04-21
I02794,P02763,W09461,170,58,1934,2026-03-31
I02795,P01740,W09299,2003,198,4432,2026-06-04
I02796,P04150,W07318,3121,297,7163,2026-05-05
I02797,P08139,W02951,4146,289,4324,2026-03-12
I02798,P09328,W04284,2105,488,8828,2026-03-10
I02799,P00732,W04742,2098,331,4484,2026-03-28
I02800,P09064,W00271,4090,177,8009,2026-04-22
I02801,P02737,W02186,4401,339,1740,2026-05-29
I02802,P01671,W04647,2649,204,8830,2026-05-28
I02803,P04146,W03343,1280,342,9789,2026-04-07
I02804,P06859,W02702,565,133,1339,2026-03-23
I02805,P08542,W03993,45,161,8571,2026-05-09
I02806,P00354,W00733,2611,253,5326,2026-04-25
I02807,P03188,W03797,1162,319,5155,2026-03-24
I02808,P02193,W02594,1323,85,7903,2026-04-26
I02809,P02739,W01705,126,207,2034,2026-05-26
I02810,P00002,W02428,1780,474,2322,2026-03-31
I02811,P03637,W05779,3422,410,9922,2026-03-10
I02812,P01020,W08802,3833,419,4801,2026-03-31
I02813,P00609,W05602,1706,331,3294,2026-04-23
I02814,P09754,W00917,2012,139,8322,2026-03-21
I02815,P09603,W04226,3523,136,7684,2026-05-09
I02816,P07169,W03442,1574,406,4944,2026-04-14
I02817,P07143,W05295,4673,129,4861,2026-04-05
I02818,P09280,W08900,910,498,9549,2026-05-04
I02819,P02747,W01905,4492,53,8520,2026-05-17
I02820,P04887,W01601,426,61,3786,2026-06-05
I02821,P00875,W09376,2179,144,6979,2026-03-21
I02822,P08885,W04474,4189,282,3309,2026-05-02
I02823,P00348,W05542,4077,138,5795,2026-04-06
I02824,P07878,W00341,4525,116,8992,2026-04-29
I02825,P06308,W08783,3486,114,2455,2026-04-23
I02826,P05025,W00914,2011,426,1948,2026-03-10
I02827,P01203,W07792,3561,146,6480,2026-05-13
I02828,P06026,W05568,4125,484,5256,2026-04-15
I02829,P08022,W09595,3446,291,5689,2026-03-10
I02830,P01816,W04810,2646,305,2723,2026-05-03
I02831,P01191,W02394,3569,76,9465,2026-05-08
I02832,P08059,W07411,333,130,9687,2026-05-15
I02833,P09399,W01618,4166,231,1113,2026-05-15
I02834,P03829,W03369,3270,179,8291,2026-05-12
I02835,P09375,W00058,4083,84,8867,2026-03-15
I02836,P01878,W06001,316,52,3547,2026-03-22
I02837,P08628,W00897,2644,287,5064,2026-05-23
I02838,P01123,W02319,4603,373,6521,2026-04-27
I02839,P00850,W01142,4441,377,3971,2026-04-24
I02840,P08952,W04507,3939,93,3234,2026-03-12
I02841,P01689,W09788,3961,457,5801,2026-03-20
I02842,P02549,W05090,2208,402,3453,2026-05-09
I02843,P00486,W06055,3808,58,3296,2026-05-23
I02844,P03605,W08004,2650,261,3140,2026-05-10
I02845,P00939,W01336,254,177,9390,2026-06-06
I02846,P05903,W01487,4148,164,9146,2026-04-04
I02847,P08298,W09749,529,443,8035,2026-05-25
I02848,P05590,W06109,682,270,5393,2026-06-06
I02849,P04226,W03675,2205,419,8374,2026-05-18
I02850,P04451,W09312,2054,403,2476,2026-03-14
I02851,P05847,W06860,3867,177,9915,2026-03-17
I02852,P04777,W04794,1457,454,8442,2026-04-02
I02853,P07759,W03864,1986,139,6867,2026-06-07
I02854,P03755,W02308,191,146,8436,2026-03-25
I02855,P03015,W04441,4506,314,5931,2026-05-26
I02856,P02020,W04469,3477,365,5274,2026-05-02
I02857,P06432,W02304,3103,403,5104,2026-04-30
I02858,P02092,W06548,1035,475,5184,2026-04-29
I02859,P03670,W08247,1090,79,4675,2026-05-26
I02860,P02496,W08813,1088,179,4167,2026-04-30
I02861,P04779,W03902,2771,311,2604,2026-04-16
I02862,P06981,W05354,1491,114,9557,2026-03-27
I02863,P09882,W04783,4691,440,3479,2026-03-18
I02864,P07328,W02905,2038,365,7425,2026-03-30
I02865,P07761,W02183,2099,480,5258,2026-03-15
I02866,P06535,W00185,317,197,1738,2026-04-20
I02867,P05038,W05699,4148,368,7812,2026-04-17
I02868,P05118,W07444,80,359,9987,2026-04-27
I02869,P01409,W07801,267,170,8191,2026-03-26
I02870,P04517,W00145,945,410,6369,2026-05-21
I02871,P00563,W06963,1137,96,7294,2026-05-10
I02872,P01955,W01194,3657,236,2215,2026-04-17
I02873,P06184,W03673,1834,446,1146,2026-05-05
I02874,P07802,W03564,2374,123,3127,2026-04-30
I02875,P05692,W03858,3562,180,3302,2026-06-05
I02876,P00483,W07499,1613,270,4949,2026-05-19
I02877,P08405,W05281,3464,265,8814,2026-04-23
I02878,P08205,W04417,4100,155,7782,2026-04-19
I02879,P04023,W00114,355,61,6570,2026-04-15
I02880,P09674,W01371,4179,252,9352,2026-05-15
I02881,P00475,W05166,3385,359,7410,2026-04-16
I02882,P09258,W06844,1164,417,2342,2026-05-26
I02883,P01478,W07224,1204,399,6290,2026-05-06
I02884,P01585,W05209,3869,267,5983,2026-05-03
I02885,P03827,W05267,2829,197,8347,2026-05-22
I02886,P06444,W04204,228,381,2227,2026-05-24
I02887,P01121,W07151,1736,454,1754,2026-05-25
I02888,P08785,W02523,1619,180,7103,2026-04-30
I02889,P01083,W03858,2549,474,4859,2026-04-10
I02890,P01878,W01354,2876,50,1438,2026-05-05
I02891,P01699,W08270,855,329,1148,2026-06-05
I02892,P06116,W01810,432,447,8963,2026-05-24
I02893,P00076,W02529,2028,493,8772,2026-05-05
I02894,P08652,W05133,2145,204,4141,2026-06-07
I02895,P08724,W07192,2802,469,3675,2026-05-04
I02896,P06965,W01557,895,494,2279,2026-04-01
I02897,P00013,W03800,4547,318,1325,2026-04-30
I02898,P00796,W02516,799,358,8960,2026-04-27
I02899,P08027,W05160,4944,338,9551,2026-04-28
I02900,P03043,W04064,413,177,1651,2026-03-23
I02901,P01881,W08553,1210,225,3940,2026-03-16
I02902,P06178,W04251,2350,263,5356,2026-04-24
I02903,P01826,W08252,2936,280,9060,2026-03-24
I02904,P09199,W03659,4948,142,1445,2026-04-23
I02905,P04821,W09809,1872,111,5107,2026-03-21
I02906,P07970,W00960,2488,123,3379,2026-04-04
I02907,P05568,W07217,4368,328,2129,2026-04-18
I02908,P06140,W00763,1370,111,3665,2026-03-14
I02909,P01672,W06799,1070,53,2383,2026-05-08
I02910,P06904,W09495,3148,493,8392,2026-03-19
I02911,P05432,W03623,2151,178,8221,2026-03-11
I02912,P05919,W06637,888,369,6431,2026-06-03
I02913,P03426,W01376,4073,145,4694,2026-04-29
I02914,P06267,W01349,2248,261,6600,2026-04-22
I02915,P03742,W08704,4701,122,1257,2026-03-26
I02916,P03836,W09959,1394,331,4076,2026-05-18
I02917,P06541,W08586,1010,187,1618,2026-04-10
I02918,P04530,W08197,589,365,7958,2026-03-13
I02919,P03407,W08394,4205,169,1340,2026-03-27
I02920,P00636,W03084,4451,214,8447,2026-05-24
I02921,P06048,W09534,4013,234,3296,2026-03-31
I02922,P07243,W06659,1817,500,5659,2026-03-23
I02923,P09113,W06663,3682,391,9997,2026-03-30
I02924,P00375,W03678,1056,294,7289,2026-05-18
I02925,P07976,W04128,2348,207,8860,2026-04-18
I02926,P05875,W02397,4035,103,2123,2026-05-08
I02927,P03430,W00159,1663,298,2477,2026-05-27
I02928,P05337,W04942,1795,359,2777,2026-03-29
I02929,P01910,W05443,4197,341,1614,2026-04-02
I02930,P08969,W08028,2407,107,2102,2026-05-27
I02931,P07024,W01159,1620,204,6871,2026-04-25
I02932,P06293,W00525,1772,87,8500,2026-05-02
I02933,P01565,W03707,3594,256,1085,2026-03-13
I02934,P02814,W02916,822,141,5506,2026-04-29
I02935,P00330,W05639,3160,204,8069,2026-04-25
I02936,P04845,W03299,1695,177,9286,2026-05-03
I02937,P04853,W09673,3023,389,6526,2026-06-04
I02938,P03311,W07584,4376,463,4320,2026-06-04
I02939,P01253,W00500,1042,427,2041,2026-04-06
I02940,P04936,W05817,832,433,9835,2026-05-21
I02941,P06311,W05932,3211,455,4483,2026-05-13
I02942,P05967,W02298,465,467,5771,2026-03-25
I02943,P06869,W02266,1822,147,1528,2026-05-31
I02944,P07044,W05066,1351,122,1014,2026-05-20
I02945,P08133,W06093,2461,309,5896,2026-05-22
I02946,P03293,W07696,2647,374,8356,2026-06-02
I02947,P02323,W08433,4298,316,8015,2026-04-02
I02948,P02092,W03543,2439,219,6947,2026-05-20
I02949,P07607,W06049,2483,99,9648,2026-04-06
I02950,P07782,W09928,2934,269,2986,2026-05-26
I02951,P03160,W09598,357,412,1523,2026-05-29
I02952,P00430,W07170,3765,481,5668,2026-03-31
I02953,P08221,W00106,1405,334,2931,2026-04-27
I02954,P09162,W03617,3006,228,2846,2026-03-11
I02955,P00254,W08867,1678,122,3338,2026-03-31
I02956,P07949,W05728,1025,138,3575,2026-04-26
I02957,P04789,W00533,2184,265,4565,2026-05-20
I02958,P01136,W04513,3947,211,5892,2026-03-12
I02959,P03618,W06567,4077,85,2279,2026-03-16
I02960,P01627,W08052,3580,79,4030,2026-03-24
I02961,P01727,W07643,470,255,1834,2026-05-04
I02962,P09989,W00218,4302,335,9340,2026-05-21
I02963,P07801,W04694,1316,354,6540,2026-05-11
I02964,P08757,W04913,775,306,6882,2026-03-22
I02965,P04349,W09031,3879,309,2282,2026-06-05
I02966,P06436,W05079,3999,98,1948,2026-04-06
I02967,P06315,W01699,1033,233,4037,2026-05-11
I02968,P04679,W01278,3743,334,5721,2026-04-19
I02969,P05122,W00826,2364,169,5284,2026-04-16
I02970,P09781,W01205,2137,142,2991,2026-06-04
I02971,P06990,W07730,1967,119,5505,2026-04-28
I02972,P05035,W04837,1298,321,6551,2026-05-05
I02973,P00148,W09979,2646,367,7285,2026-05-30
I02974,P06665,W01327,3464,480,1445,2026-05-21
I02975,P09206,W04612,3502,283,2078,2026-03-30
I02976,P02703,W08254,2114,186,7495,2026-06-01
I02977,P01424,W00237,3529,67,6253,2026-06-07
I02978,P02238,W06640,1043,80,7531,2026-04-26
I02979,P09815,W08702,3060,105,3980,2026-04-10
I02980,P04870,W07134,4502,196,8212,2026-04-01
I02981,P03423,W07424,248,392,6800,2026-04-08
I02982,P08791,W01679,3979,149,2782,2026-04-25
I02983,P03591,W02845,2015,485,7800,2026-06-07
I02984,P00070,W08253,1448,98,2853,2026-04-13
I02985,P00505,W01155,1077,459,1210,2026-03-29
I02986,P09128,W08152,2517,97,7570,2026-04-26
I02987,P07414,W08539,4396,246,4245,2026-05-16
I02988,P08748,W01898,1444,82,9395,2026-06-01
I02989,P02314,W00674,520,378,7707,2026-05-08
I02990,P09457,W03926,4672,390,7963,2026-05-11
I02991,P07322,W00151,1331,66,4607,2026-05-20
I02992,P05492,W06196,1907,406,8897,2026-03-23
I02993,P09319,W00552,2894,122,7346,2026-03-23
I02994,P09100,W07379,4080,72,2945,2026-05-13
I02995,P07327,W09418,1588,109,5111,2026-04-29
I02996,P07164,W02553,448,284,2845,2026-05-22
I02997,P07858,W04626,2636,255,4986,2026-03-22
I02998,P07240,W08602,4275,147,7476,2026-04-28
I02999,P04527,W06281,1890,237,5809,2026-03-17
I03000,P08152,W09928,193,361,4630,2026-05-25
I03001,P03724,W09901,1744,383,2240,2026-03-18
I03002,P09372,W00037,278,194,4694,2026-05-31
I03003,P06995,W09400,3284,220,6603,2026-05-31
I03004,P04462,W00272,107,371,8039,2026-05-14
I03005,P07676,W00402,560,448,7837,2026-03-27
I03006,P09709,W06437,3101,426,5395,2026-03-18
I03007,P09096,W05653,1511,483,6796,2026-05-23
I03008,P06990,W08004,1538,168,2087,2026-05-25
I03009,P01768,W09921,3734,265,5778,2026-05-18
I03010,P05592,W09333,4730,427,8764,2026-05-28
I03011,P06359,W03011,3012,120,3436,2026-05-01
I03012,P00659,W01471,4545,168,7717,2026-04-16
I03013,P02850,W07809,1294,53,8183,2026-04-01
I03014,P03041,W01345,4039,353,6969,2026-04-09
I03015,P07425,W04943,1218,217,6504,2026-04-26
I03016,P09403,W00232,1173,447,5463,2026-05-14
I03017,P08624,W03387,26,138,4515,2026-05-17
I03018,P03732,W03584,2605,171,7331,2026-03-25
I03019,P08658,W02267,4283,401,6140,2026-04-19
I03020,P03889,W04420,1037,193,5632,2026-04-17
I03021,P05292,W06038,941,144,8605,2026-05-10
I03022,P04475,W08533,3229,99,2791,2026-06-07
I03023,P06987,W01172,1900,442,8070,2026-05-04
I03024,P06560,W04266,654,81,4461,2026-04-26
I03025,P06624,W00033,343,175,3002,2026-06-02
I03026,P06008,W04211,4233,425,5804,2026-03-27
I03027,P01933,W04694,2595,209,2122,2026-03-23
I03028,P08877,W08906,2484,435,8237,2026-03-13
I03029,P04419,W05700,877,277,7481,2026-04-13
I03030,P08846,W04339,4103,227,9116,2026-03-25
I03031,P00863,W08948,3902,488,1541,2026-04-03
I03032,P08080,W05462,3951,489,3333,2026-04-18
I03033,P08146,W00900,1643,53,9943,2026-05-09
I03034,P04386,W04879,4854,58,8725,2026-05-06
I03035,P06164,W00159,4469,374,6516,2026-04-13
I03036,P00871,W09333,1472,404,7374,2026-03-29
I03037,P03804,W07164,3264,495,4481,2026-05-05
I03038,P03227,W04803,3382,308,9222,2026-04-18
I03039,P03442,W09340,1818,238,6040,2026-05-17
I03040,P05891,W02398,1597,231,7408,2026-05-06
I03041,P05195,W04471,4089,230,8454,2026-04-01
I03042,P08672,W04546,4336,477,9395,2026-04-17
I03043,P04637,W03903,3073,360,8748,2026-05-21
I03044,P03169,W08461,1192,397,7720,2026-05-06
I03045,P08798,W08115,3929,248,9825,2026-05-19
I03046,P09628,W02389,2659,185,3465,2026-06-04
I03047,P09321,W02102,2925,285,8510,2026-04-08
I03048,P03611,W04704,764,54,5453,2026-05-15
I03049,P06541,W06078,2251,498,3257,2026-05-03
I03050,P04962,W07375,1851,371,1883,2026-04-15
I03051,P04943,W01802,3877,192,8789,2026-04-23
I03052,P08095,W03633,2827,259,7162,2026-04-15
I03053,P09105,W01499,3861,329,1059,2026-05-08
I03054,P03485,W09574,4936,396,9033,2026-05-05
I03055,P08579,W07900,3038,220,7205,2026-03-19
I03056,P03083,W09124,21,205,2558,2026-04-28
I03057,P06538,W04509,545,61,2704,2026-04-28
I03058,P04611,W08763,2443,439,5648,2026-03-27
I03059,P04207,W09299,4762,175,2770,2026-06-07
I03060,P08719,W09516,3349,499,9869,2026-05-21
I03061,P04065,W00971,1214,100,2841,2026-05-03
I03062,P04478,W06900,2753,265,7203,2026-03-19
I03063,P07413,W05002,3741,109,8332,2026-05-09
I03064,P09662,W06616,261,284,1467,2026-05-13
I03065,P05607,W00651,526,336,9712,2026-04-10
I03066,P00943,W02469,1711,116,6542,2026-04-26
I03067,P09531,W07327,1725,265,8101,2026-04-30
I03068,P08598,W07803,2824,224,6854,2026-04-08
I03069,P06300,W07753,963,68,3588,2026-04-23
I03070,P07339,W03695,1150,183,9274,2026-05-19
I03071,P01011,W04782,1382,490,5247,2026-03-16
I03072,P01932,W06309,1585,379,5632,2026-06-04
I03073,P03634,W04570,3020,280,8210,2026-05-29
I03074,P04481,W06564,1847,308,2608,2026-05-30
I03075,P09042,W01730,1756,378,1465,2026-03-15
I03076,P02470,W05294,2631,179,8340,2026-03-28
I03077,P04355,W06212,2710,69,4465,2026-03-29
I03078,P02600,W04947,4379,106,9765,2026-04-28
I03079,P02837,W00318,1691,339,8497,2026-05-28
I03080,P04094,W05126,2165,60,1554,2026-05-03
I03081,P05146,W04207,1543,229,3644,2026-03-31
I03082,P07969,W02386,4865,470,7541,2026-05-17
I03083,P05929,W00635,1875,140,5521,2026-05-26
I03084,P04684,W08036,2910,404,2920,2026-03-16
I03085,P07090,W03978,165,349,1290,2026-06-03
I03086,P08867,W03376,4444,293,9296,2026-05-30
I03087,P05108,W03229,1261,119,4125,2026-05-19
I03088,P05451,W09970,2217,118,3406,2026-06-04
I03089,P01762,W00157,4166,461,1539,2026-04-30
I03090,P08774,W02363,4621,165,9660,2026-04-04
I03091,P07196,W00964,1463,196,2580,2026-03-22
I03092,P09280,W07083,1239,380,2430,2026-04-26
I03093,P03250,W00262,3134,377,4546,2026-03-30
I03094,P01282,W04917,1482,469,1734,2026-03-12
I03095,P05963,W04711,942,69,7060,2026-04-26
I03096,P10000,W02348,4260,192,9719,2026-04-14
I03097,P07440,W00018,285,477,7763,2026-03-25
I03098,P08938,W02386,1082,369,1976,2026-04-18
I03099,P04821,W06193,4696,460,6485,2026-04-25
I03100,P03285,W09270,3514,359,9875,2026-05-01
I03101,P00142,W00241,4101,434,5260,2026-05-31
I03102,P06012,W06466,1175,432,2148,2026-03-24
I03103,P01384,W03833,2520,469,7902,2026-05-07
I03104,P01864,W02714,734,417,6910,2026-04-23
I03105,P04348,W03053,117,396,9597,2026-04-14
I03106,P04742,W04781,2479,57,5395,2026-04-12
I03107,P01224,W03255,809,236,7172,2026-03-23
I03108,P00729,W01724,1749,449,2290,2026-03-22
I03109,P08644,W02848,2620,424,6396,2026-04-20
