inventory_id,product_id,warehouse_id,current_stock,reorder_level,max_capacity,last_updated,unit_price_ngn,inventory_value
I00996,P03267,W09799,1401,185,5966,2026-04-25,24820.25,34773170.25
I00997,P02601,W05609,2516,457,7783,2026-05-19,15328.78,38567210.480000004
I00998,P06402,W02434,4750,349,8905,2026-03-26,9272.2,44042950.0
I00999,P08472,W09033,1783,106,7161,2026-05-02,12559.56,22393695.48
I01000,P06681,W02604,1422,182,6731,2026-03-11,10918.52,15526135.440000001
I01001,P08493,W06670,41,188,9464,2026-04-19,3657.96,149976.36000000002
I01002,P08593,W05360,4015,283,9744,2026-05-01,24835.37,99714010.55
I01003,P04548,W00346,4407,306,5816,2026-06-06,10082.85,44435119.95
I01004,P03797,W05617,954,492,2393,2026-03-19,22750.7,21704167.8
I01005,P00722,W09857,4888,140,6371,2026-05-27,17875.96,87377692.47999999
I01006,P09820,W08456,2965,257,9099,2026-05-01,9158.97,27156346.049999997
I01007,P09569,W02385,1272,474,8897,2026-04-06,6870.8,8739657.6
I01008,P00555,W09588,142,428,7872,2026-04-30,19048.1,2704830.1999999997
I01009,P06984,W00070,414,227,5459,2026-05-06,10579.29,4379826.0600000005
I01010,P00008,W07796,2992,445,8342,2026-04-22,20216.78,60488605.76
I01011,P06984,W03040,3944,339,7848,2026-04-20,10579.29,41724719.760000005
I01012,P01552,W01859,1379,328,8090,2026-04-08,17497.28,24128749.119999997
I01013,P09625,W02806,1142,140,3588,2026-05-30,8592.17,9812258.14
I01014,P00501,W08176,2394,124,3287,2026-03-20,2735.34,6548403.96
I01015,P05331,W07952,3914,333,9841,2026-04-18,9734.16,38099502.24
I01016,P02979,W07821,3410,373,8611,2026-05-15,10782.94,36769825.4
I01017,P08031,W00753,3667,195,1678,2026-05-02,15647.78,57380409.260000005
I01018,P06958,W08658,607,303,5104,2026-03-24,11188.3,6791298.1
I01019,P00481,W06293,1859,324,6335,2026-03-16,19914.42,37020906.779999994
I01020,P05512,W02201,2519,210,3818,2026-05-10,16751.45,42196902.550000004
I01021,P04976,W01743,2261,101,2103,2026-05-10,12650.8,28603458.799999997
I01022,P07616,W07180,304,210,2088,2026-03-12,528.51,160667.04
I01023,P03918,W06860,1002,468,9958,2026-03-12,5825.62,5837271.24
I01024,P05310,W06274,1464,467,1210,2026-06-06,10987.54,16085758.56
I01025,P01525,W08776,3385,100,2567,2026-03-15,24003.12,81250561.2
I01026,P04865,W05226,958,432,7318,2026-03-29,16985.4,16272013.200000001
I01027,P07716,W02114,3132,405,3248,2026-05-06,16717.58,52359460.56
I01028,P06801,W05815,3073,107,7962,2026-05-17,5171.57,15892234.61
I01029,P03317,W05140,426,141,4691,2026-04-12,8479.53,3612279.7800000003
I01030,P02415,W03496,517,183,3586,2026-05-19,12359.45,6389835.65
I01031,P02510,W03220,2852,202,9747,2026-03-17,8121.21,23161690.92
I01032,P00648,W01113,2202,364,7604,2026-05-13,12096.17,26635766.34
I01033,P00621,W09658,815,401,5989,2026-05-18,21255.35,17323110.25
I01034,P04139,W07642,4270,232,4570,2026-04-19,19300.28,82412195.6
I01035,P08454,W00215,2593,389,8506,2026-04-18,19024.6,49330787.8
I01036,P04570,W01067,628,458,4831,2026-04-20,690.37,433552.36
I01037,P03722,W02123,4577,163,5399,2026-04-28,13590.4,62203260.8
I01038,P09090,W04645,899,53,4297,2026-06-02,16258.07,14616004.93
I01039,P06999,W01225,4398,473,6011,2026-05-20,3738.58,16442274.84
I01040,P08642,W02982,140,112,9792,2026-03-24,11189.22,1566490.7999999998
I01041,P05960,W06865,2804,447,5197,2026-04-21,21143.12,59285308.48
I01042,P05853,W03518,2540,131,7965,2026-03-14,7328.01,18613145.400000002
I01043,P02540,W06074,4057,427,1013,2026-04-18,3833.85,15553929.45
I01044,P03177,W05043,3124,128,9951,2026-05-08,11941.06,37303871.44
I01045,P02530,W04476,2406,243,7145,2026-05-23,9211.66,22163253.96
I01046,P08935,W03394,609,426,3176,2026-04-11,1747.78,1064398.02
I01047,P01632,W01497,1733,254,4837,2026-06-04,24758.56,42906584.480000004
I01048,P01986,W04477,1189,449,9135,2026-05-03,9561.03,11368064.67
I01049,P07685,W03161,2428,351,2543,2026-05-28,22507.96,54649326.879999995
I01050,P00099,W05575,2021,205,4071,2026-04-23,16755.93,33863734.53
I01051,P01493,W03339,1476,414,8480,2026-04-24,22158.24,32705562.240000002
I01052,P02181,W07071,3836,351,4319,2026-05-05,12694.62,48696562.32
I01053,P04694,W06905,4503,92,5595,2026-05-19,1485.38,6688666.140000001
I01054,P05582,W10000,1987,103,1725,2026-05-07,6205.77,12330864.99
I01055,P00345,W02520,1495,363,9714,2026-06-07,24932.11,37273504.45
I01056,P03739,W09680,3322,62,7472,2026-03-22,9446.64,31381738.08
I01057,P05603,W01993,4476,92,5093,2026-03-23,21916.63,98098835.88000001
I01058,P03645,W08449,1476,469,4046,2026-05-29,12352.73,18232629.48
I01059,P04480,W04500,4896,457,3081,2026-05-06,13590.29,66538059.84
I01060,P04593,W05063,1471,196,2429,2026-04-22,14506.24,21338679.04
I01061,P09272,W08510,2128,245,4591,2026-04-03,1780.85,3789648.8
I01062,P07065,W04055,3900,376,6292,2026-03-25,5449.74,21253986.0
I01063,P06732,W02665,3332,382,2269,2026-05-09,19472.96,64883902.72
I01064,P02955,W01809,1992,260,3434,2026-05-07,5632.97,11220876.24
I01065,P01067,W01377,4027,326,7730,2026-05-01,9013.38,36296881.26
I01066,P04837,W03565,2468,190,8686,2026-05-25,20138.83,49702632.440000005
I01067,P07463,W02478,4540,373,8647,2026-04-06,10181.68,46224827.2
I01068,P09329,W05375,1203,411,3309,2026-05-31,24154.83,29058260.490000002
I01069,P09060,W07640,1833,490,7266,2026-03-28,2242.66,4110795.78
I01070,P03215,W07186,4755,118,4707,2026-04-03,7127.34,33890501.7
I01071,P00213,W02034,1786,454,8412,2026-05-23,24188.29,43200285.940000005
I01072,P07140,W08938,4461,236,3062,2026-03-17,12996.13,57975735.93
I01073,P02495,W02752,2920,167,5640,2026-05-21,5775.65,16864898.0
I01074,P02306,W03296,3246,468,6087,2026-04-13,17313.15,56198484.900000006
I01075,P04852,W06854,226,380,2268,2026-03-21,11425.36,2582131.3600000003
I01076,P01308,W04095,1093,177,6330,2026-03-13,19289.79,21083740.470000003
I01077,P00335,W02857,743,160,6692,2026-05-15,2061.02,1531337.86
I01078,P01610,W02236,2471,319,6638,2026-05-18,21981.33,54315866.43000001
I01079,P09950,W00855,1430,283,4757,2026-05-18,22925.69,32783736.7
I01080,P06687,W07417,3423,304,1491,2026-03-14,18868.18,64585780.14
I01081,P08782,W06732,4667,385,5946,2026-05-11,21906.04,102235488.68
I01082,P02904,W00546,3161,327,1992,2026-04-15,13212.05,41763290.05
I01083,P02272,W08387,1154,314,8889,2026-04-08,19604.17,22623212.18
I01084,P01497,W00313,2680,169,1084,2026-03-24,7409.44,19857299.2
I01085,P03368,W01502,3180,221,5066,2026-04-11,15089.73,47985341.4
I01086,P03169,W04000,651,442,3834,2026-04-08,8684.11,5653355.61
I01087,P01411,W06785,4839,84,4532,2026-04-12,10936.18,52920175.02
I01088,P08391,W08684,2930,150,4061,2026-05-07,5395.05,15807496.5
I01089,P00349,W08312,4252,317,5352,2026-04-24,13939.73,59271731.96
I01090,P05981,W08182,2341,302,1883,2026-03-30,4567.21,10691838.61
I01091,P06372,W07223,39,227,1019,2026-03-17,23923.38,933011.8200000001
I01092,P00227,W06285,4516,461,7478,2026-05-24,16114.27,72772043.32000001
I01093,P02864,W07347,1801,304,6405,2026-05-27,545.96,983273.9600000001
I01094,P02220,W00001,4832,75,7808,2026-05-13,12379.35,59817019.2
I01095,P04230,W01263,1977,382,7145,2026-05-08,9294.61,18375443.970000003
I01096,P08024,W09264,3929,219,5973,2026-05-15,13843.71,54391936.589999996
I01097,P00954,W05826,1579,92,5373,2026-03-25,24488.45,38667262.550000004
I01098,P00616,W06235,3784,353,5456,2026-05-12,8317.06,31471755.04
I01099,P09888,W05972,4839,162,7599,2026-04-18,4806.97,23260927.830000002
I01100,P08333,W02306,2299,378,4869,2026-05-11,16483.06,37894554.940000005
I01101,P04721,W03130,847,321,1164,2026-05-02,8695.14,7364783.579999999
I01102,P02917,W01169,1581,61,3416,2026-05-22,11400.91,18024838.71
I01103,P05255,W07060,3575,489,7318,2026-04-11,8850.21,31639500.749999996
I01104,P03929,W01541,4091,393,5567,2026-04-18,8242.93,33721826.63
I01105,P04218,W03940,4553,395,8009,2026-04-14,16898.7,76939781.10000001
I01106,P00750,W07883,1687,71,4159,2026-03-14,18250.23,30788138.009999998
I01107,P01885,W07133,1897,339,6937,2026-06-01,17624.27,33433240.19
I01108,P09655,W01893,880,306,7331,2026-03-13,4913.59,4323959.2
I01109,P01422,W08654,2488,328,4185,2026-03-25,3583.48,8915698.24
I01110,P03437,W02759,4083,351,4330,2026-05-23,18116.04,73967791.32000001
I01111,P00737,W08058,4439,147,1713,2026-03-20,11911.05,52873150.949999996
I01112,P00818,W07168,3285,232,4160,2026-05-26,18926.67,62174110.949999996
I01113,P03603,W06026,3184,389,8780,2026-03-12,20910.15,66577917.6
I01114,P02399,W02588,2385,160,9739,2026-05-21,23252.77,55457856.45
I01115,P03385,W08351,4556,346,3727,2026-05-23,5224.94,23804826.639999997
I01116,P04229,W00887,4672,111,3011,2026-03-13,15740.46,73539429.11999999
I01117,P01617,W06623,127,366,2785,2026-04-22,9791.43,1243511.61
I01118,P04823,W05678,1703,56,7576,2026-03-18,2700.94,4599700.82
I01119,P05733,W04320,1574,98,8418,2026-04-01,16157.54,25431967.96
I01120,P05220,W03827,331,222,9114,2026-03-17,6944.09,2298493.79
I01121,P08079,W06272,4928,332,7080,2026-05-12,7944.84,39152171.52
I01122,P00543,W00794,238,285,4309,2026-05-28,20380.71,4850608.9799999995
I01123,P05846,W00398,204,291,5970,2026-05-22,23300.9,4753383.600000001
I01124,P00867,W01891,1283,166,7957,2026-03-10,16634.43,21341973.69
I01125,P06289,W06233,2465,485,3528,2026-05-11,18168.37,44785032.05
I01126,P07443,W05580,4316,138,1755,2026-06-07,12705.31,54836117.96
I01127,P06781,W03980,3149,264,2299,2026-05-31,21673.99,68251394.51
I01128,P08140,W01255,4152,279,9407,2026-05-18,5953.94,24720758.88
I01129,P09351,W04301,3139,227,3815,2026-04-27,16680.37,52359681.43
I01130,P09428,W09685,167,202,4467,2026-03-15,7510.88,1254316.96
I01131,P06955,W07263,4554,421,3228,2026-04-22,1103.24,5024154.96
I01132,P00934,W06491,685,280,6291,2026-04-19,15592.55,10680896.75
I01133,P06594,W09370,4334,287,9580,2026-03-14,5850.73,25357063.819999997
I01134,P06876,W03271,3286,275,1708,2026-03-29,16024.5,52656507.0
I01135,P07452,W02455,2544,110,4104,2026-04-23,9928.94,25259223.360000003
I01136,P03092,W04935,2103,382,6627,2026-05-14,18339.96,38568935.879999995
I01137,P03292,W07693,3382,78,8739,2026-05-28,3709.22,12544582.04
I01138,P07723,W05395,2623,453,7945,2026-04-29,12349.17,32391872.91
I01139,P02435,W02824,1452,156,8797,2026-04-21,1110.93,1613070.36
I01140,P06012,W02807,3640,293,8286,2026-03-14,17391.04,63303385.6
I01141,P05162,W08606,4226,290,1109,2026-04-19,16539.07,69894109.82
I01142,P07100,W04609,2544,358,2196,2026-05-17,4955.28,12606232.319999998
I01143,P03808,W02700,440,452,3208,2026-05-19,7964.97,3504586.8000000003
I01144,P03604,W08010,2630,377,7075,2026-05-14,18064.8,47510424.0
I01145,P08598,W07339,3215,439,8499,2026-06-06,23809.95,76548989.25
I01146,P06327,W00220,932,278,3788,2026-04-28,18012.89,16788013.48
I01147,P01201,W08910,1257,86,9206,2026-05-16,19305.12,24266535.84
I01148,P03333,W07149,1053,484,2412,2026-03-20,17185.72,18096563.16
I01149,P07106,W05581,4091,488,7802,2026-04-21,4420.56,18084510.96
I01150,P08253,W08456,4178,336,4441,2026-03-20,3719.99,15542118.219999999
I01151,P03613,W07330,2938,279,7479,2026-05-24,5518.4,16213059.2
I01152,P01295,W01779,4304,138,2317,2026-06-06,12688.44,54611045.760000005
I01153,P00116,W05491,4066,309,2123,2026-05-30,20905.79,85002942.14
I01154,P05175,W03638,4163,422,3763,2026-04-24,5338.04,22222260.52
I01155,P06088,W05174,1841,181,7692,2026-05-22,321.58,592028.78
I01156,P01323,W07059,4838,216,1543,2026-04-11,13552.62,65567575.56
I01157,P00870,W05545,2057,466,1200,2026-05-06,1758.96,3618180.72
I01158,P02871,W05523,1145,58,6022,2026-05-03,13065.31,14959779.95
I01159,P05835,W07568,4754,192,8473,2026-04-20,24772.51,117768512.53999999
I01160,P04673,W08279,693,247,4914,2026-04-24,4038.0,2798334.0
I01161,P06489,W01565,3584,127,7228,2026-05-25,23920.24,85730140.16000001
I01162,P08137,W01195,3610,476,9951,2026-04-22,21366.32,77132415.2
I01163,P04220,W05736,2228,358,4409,2026-04-13,21350.22,47568290.160000004
I01164,P04968,W04702,2529,460,8476,2026-04-11,7657.11,19364831.189999998
I01165,P07821,W02257,2109,171,4335,2026-05-21,7975.14,16819570.26
I01166,P05592,W04465,2100,314,5734,2026-05-27,2097.22,4404162.0
I01167,P04393,W02137,1889,349,1412,2026-05-22,19095.8,36071966.199999996
I01168,P02179,W08970,3987,340,9284,2026-05-24,14253.29,56827867.230000004
I01169,P05766,W02559,3393,392,8821,2026-05-28,21306.43,72292716.99
I01170,P04008,W07096,4661,330,3505,2026-05-04,5356.22,24965341.42
I01171,P09999,W04758,1094,343,9378,2026-04-16,18547.7,20291183.8
I01172,P08089,W01212,2043,200,1531,2026-05-20,2380.68,4863729.239999999
I01173,P03597,W03102,2858,363,9171,2026-03-22,6824.93,19505649.94
I01174,P08948,W02332,4964,475,9428,2026-05-22,502.81,2495948.84
I01175,P04170,W02971,3950,237,7076,2026-05-21,3670.59,14498830.5
I01176,P07604,W01778,4216,184,7170,2026-04-26,18860.29,79514982.64
I01177,P02436,W00614,1303,360,3379,2026-04-27,24845.14,32373217.419999998
I01178,P05445,W09226,4461,173,5195,2026-04-11,4518.07,20155110.27
I01179,P07047,W09572,3177,200,9874,2026-06-03,8896.56,28264371.119999997
I01180,P06106,W01435,1548,338,4692,2026-05-17,4901.67,7587785.16
I01181,P00756,W03047,3773,416,3836,2026-05-22,16616.85,62695375.05
I01182,P09037,W06265,86,119,8558,2026-06-01,4509.89,387850.54000000004
I01183,P08112,W03078,395,214,5917,2026-03-26,11287.43,4458534.850000001
I01184,P07015,W03157,4914,338,9908,2026-04-09,24529.59,120538405.26
I01185,P09910,W02038,3468,96,1813,2026-03-24,15686.86,54402030.480000004
I01186,P05837,W08628,995,113,4137,2026-05-10,20477.19,20374804.049999997
I01187,P03911,W07959,4775,299,5374,2026-05-07,19277.14,92048343.5
I01188,P03709,W00371,739,73,5099,2026-03-30,7871.38,5816949.82
I01189,P03657,W01694,4180,405,2024,2026-05-22,13428.54,56131297.2
I01190,P02357,W00984,65,440,1273,2026-06-04,8421.25,547381.25
I01191,P08780,W08951,1831,292,6654,2026-05-23,11617.78,21272155.18
I01192,P09313,W07562,237,139,7582,2026-04-30,11483.04,2721480.48
I01193,P03264,W05668,1738,295,2214,2026-05-17,12364.61,21489692.18
I01194,P07542,W07635,2566,76,2674,2026-05-19,18474.0,47404284.0
I01195,P03383,W09481,3482,157,9085,2026-03-13,5121.29,17832331.78
I01196,P07690,W02095,2182,329,8087,2026-05-15,4877.09,10641810.38
I01197,P05374,W00787,3600,163,7938,2026-04-11,6336.78,22812408.0
I01198,P03580,W06870,950,374,5188,2026-04-17,4295.54,4080763.0
I01199,P00023,W07523,1392,214,3432,2026-03-23,13322.04,18544279.68
I01200,P04138,W00385,4353,464,3671,2026-04-05,6909.88,30078707.64
I01201,P04253,W01463,3375,339,6260,2026-05-01,21010.76,70911315.0
I01202,P01585,W05632,1893,226,4757,2026-04-19,23940.86,45320047.980000004
I01203,P03645,W09088,2550,494,5818,2026-04-18,12352.73,31499461.5
I01204,P07878,W05108,914,175,5137,2026-04-17,21802.75,19927713.5
I01205,P01470,W07810,3925,186,2603,2026-06-02,18746.02,73578128.5
I01206,P01429,W09141,2258,142,9562,2026-03-27,20184.87,45577436.46
I01207,P07490,W07718,1984,326,3847,2026-03-15,10101.12,20040622.080000002
I01208,P04643,W08651,3641,279,6267,2026-03-29,7159.15,26066465.15
I01209,P03360,W02620,228,365,1833,2026-05-29,13703.61,3124423.08
I01210,P00175,W07242,907,363,8557,2026-03-30,7906.6,7171286.2
I01211,P08957,W01469,2414,295,3031,2026-03-21,9467.76,22855172.64
I01212,P08781,W06000,260,297,8255,2026-04-29,479.58,124690.8
I01213,P03113,W05051,4862,76,3239,2026-05-06,10251.88,49844640.559999995
I01214,P05245,W00777,3450,131,9070,2026-05-11,3319.39,11451895.5
I01215,P03312,W07642,416,246,9596,2026-04-22,19008.28,7907444.4799999995
I01216,P05945,W04683,171,220,5140,2026-03-19,6353.38,1086427.98
I01217,P05046,W04229,2923,234,4351,2026-03-18,20864.12,60985822.76
I01218,P07414,W03147,737,155,4249,2026-03-20,17055.95,12570235.15
I01219,P02158,W02302,4244,362,5254,2026-04-15,17207.45,73028417.8
I01220,P01314,W02582,4406,432,8941,2026-05-09,13434.35,59191746.1
I01221,P06750,W06115,1997,219,6115,2026-04-24,11371.63,22709145.11
I01222,P08186,W04557,4166,325,6055,2026-05-05,15287.15,63686266.9
I01223,P07518,W00509,4535,120,2492,2026-04-11,7419.0,33645165.0
I01224,P08034,W07752,3452,114,3928,2026-04-02,23332.88,80545101.76
I01225,P07929,W01445,2960,309,2121,2026-06-03,8998.55,26635707.999999996
I01226,P01220,W01645,1518,464,8821,2026-04-08,6581.95,9991400.1
I01227,P07951,W01050,196,294,1966,2026-05-30,23689.28,4643098.88
I01228,P09627,W05970,3718,431,2669,2026-05-09,13155.57,48912409.26
I01229,P04705,W06236,1455,454,9270,2026-03-22,17437.9,25372144.500000004
I01230,P01783,W01175,646,332,8348,2026-03-21,6471.21,4180401.66
I01231,P09340,W06500,859,367,3131,2026-04-16,15138.59,13004048.81
I01232,P00073,W08780,2668,59,2052,2026-05-25,23158.94,61788051.919999994
I01233,P00723,W02712,3350,395,5835,2026-05-28,11583.15,38803552.5
I01234,P03372,W09964,986,220,8087,2026-03-31,15820.58,15599091.88
I01235,P05714,W00814,4179,296,1932,2026-05-30,21893.85,91494399.14999999
I01236,P07458,W09561,4031,304,6048,2026-06-05,16782.63,67650781.53
I01237,P08225,W05236,2432,224,1137,2026-05-07,14812.02,36022832.64
I01238,P01774,W07477,378,442,8236,2026-06-05,24813.32,9379434.959999999
I01239,P05380,W09454,1714,199,6073,2026-06-05,2279.14,3906445.96
I01240,P06295,W08508,1239,278,8275,2026-06-01,13970.63,17309610.57
I01241,P06653,W05943,2141,226,2632,2026-04-03,24078.41,51551875.81
I01242,P08355,W03602,268,283,4752,2026-05-24,14579.09,3907196.12
I01243,P06207,W05730,807,487,4008,2026-05-06,7263.27,5861458.890000001
I01244,P07904,W09368,4945,182,9518,2026-05-02,22743.55,112466854.75
I01245,P05492,W05005,2385,270,3413,2026-03-10,9186.59,21910017.15
I01246,P05968,W05816,3525,470,4410,2026-05-09,11008.3,38804257.5
I01247,P05663,W07115,2627,232,9775,2026-05-01,2036.91,5350962.57
I01248,P02545,W04640,1762,60,6890,2026-03-20,4549.61,8016412.819999999
I01249,P02860,W00251,3230,378,8716,2026-04-29,10361.36,33467192.8
I01250,P03991,W03908,3669,461,4694,2026-04-14,17343.54,63633448.260000005
I01251,P03159,W08563,4282,247,3338,2026-04-29,23675.15,101376992.30000001
I01252,P01381,W01788,578,223,7066,2026-03-10,2879.31,1664241.18
I01253,P06787,W09866,767,460,6631,2026-04-09,7934.28,6085592.76
I01254,P03344,W04941,2141,185,5564,2026-04-17,14437.37,30910409.17
I01255,P07469,W00274,1981,478,4264,2026-05-08,11745.38,23267597.779999997
I01256,P08116,W03163,110,215,3399,2026-05-22,10405.43,1144597.3
I01257,P02623,W02216,2645,126,4908,2026-03-15,23792.47,62931083.150000006
I01258,P04962,W09091,575,171,6454,2026-03-26,20334.94,11692590.5
I01259,P00414,W05183,3366,386,3947,2026-03-19,22253.65,74905785.9
I01260,P06696,W03158,1202,332,3105,2026-05-30,3298.41,3964688.82
I01261,P00830,W07523,97,252,8645,2026-03-19,23980.64,2326122.08
I01262,P03029,W00790,451,59,8504,2026-04-22,3360.07,1515391.57
I01263,P09024,W01640,3143,453,2920,2026-04-04,1116.08,3507839.44
I01264,P01309,W00455,4991,383,5989,2026-04-20,11506.98,57431337.18
I01265,P09093,W03571,3840,56,3335,2026-05-18,2192.25,8418240.0
I01266,P09448,W05125,1300,107,3106,2026-04-16,7947.6,10331880.0
I01267,P02894,W01545,2884,360,4051,2026-05-07,23435.19,67587087.96
I01268,P01321,W04544,3197,216,7045,2026-05-29,8293.89,26515566.33
I01269,P08676,W02954,3411,261,3598,2026-03-28,12566.34,42863785.74
I01270,P09800,W09751,2246,281,1290,2026-04-04,19159.13,43031405.980000004
I01271,P03627,W01067,1909,125,3297,2026-04-19,23690.19,45224572.71
I01272,P03521,W09767,1068,189,1307,2026-04-25,23151.98,24726314.64
I01273,P09618,W08335,2713,432,2874,2026-06-03,5017.27,13611853.510000002
I01274,P04160,W03909,736,248,5300,2026-05-08,17181.41,12645517.76
I01275,P09471,W01116,1993,459,5770,2026-03-22,9253.38,18441986.34
I01276,P04560,W00218,2473,357,7213,2026-05-15,6930.15,17138260.95
I01277,P03230,W04202,931,416,9240,2026-05-21,21473.35,19991688.849999998
I01278,P06594,W09640,4546,265,7674,2026-03-10,5850.73,26597418.58
I01279,P08179,W07095,2043,199,5439,2026-04-24,12593.11,25727723.73
I01280,P06039,W02906,4597,77,6158,2026-03-19,7881.0,36228957.0
I01281,P07248,W04243,768,425,3561,2026-04-14,16810.41,12910394.879999999
I01282,P05115,W07341,3272,315,9080,2026-04-28,20886.07,68339221.03999999
I01283,P01118,W03347,4994,394,2620,2026-03-12,12414.11,61996065.34
I01284,P06063,W09384,264,416,8948,2026-06-07,14968.85,3951776.4
I01285,P06283,W02292,2106,242,5080,2026-05-30,19072.04,40165716.24
I01286,P07102,W07338,3866,126,8536,2026-03-18,24516.99,94782683.34
I01287,P02741,W02240,4909,139,7750,2026-06-02,8856.54,43476754.86000001
I01288,P04323,W08556,3154,315,4495,2026-04-19,5198.23,16395217.419999998
I01289,P00110,W08263,2823,417,1283,2026-03-13,6968.8,19672922.400000002
I01290,P06159,W07236,1248,381,1623,2026-06-07,18226.71,22746934.08
I01291,P09491,W00796,582,92,2800,2026-05-07,2340.06,1361914.92
I01292,P03218,W03231,3752,199,4127,2026-04-14,4179.37,15680996.24
I01293,P09541,W09250,1311,423,5189,2026-04-05,17174.4,22515638.400000002
I01294,P08394,W03585,9,144,2624,2026-05-28,24726.8,222541.19999999998
I01295,P00117,W08626,3681,314,8203,2026-05-13,24997.71,92016570.50999999
I01296,P00032,W04656,2147,416,9769,2026-03-23,23681.85,50844931.949999996
I01297,P06135,W06142,3481,390,7465,2026-04-25,4175.75,14535785.75
I01298,P03132,W04055,1656,322,9056,2026-05-07,7205.39,11932125.84
I01299,P04460,W07077,4980,448,2953,2026-05-28,8737.7,43513746.0
I01300,P09442,W03188,251,448,4505,2026-03-22,12997.89,3262470.3899999997
I01301,P01505,W06041,4259,208,3161,2026-03-24,5434.5,23145535.5
I01302,P05575,W06749,536,494,5266,2026-03-21,10613.31,5688734.16
I01303,P02434,W09785,1811,333,4800,2026-04-01,8851.71,16030446.809999999
I01304,P01840,W01186,2577,355,3892,2026-05-13,24249.23,62490265.71
I01305,P04564,W07754,301,436,2489,2026-05-06,9849.42,2964675.42
I01306,P05314,W09675,4312,75,8407,2026-03-19,3562.36,15360896.32
I01307,P03063,W08600,2785,381,5926,2026-05-17,8271.85,23037102.25
I01308,P07344,W08558,4959,209,2171,2026-03-15,19701.93,97701870.87
I01309,P00407,W09872,3944,302,3282,2026-03-18,10291.3,40588887.199999996
I01310,P09742,W07755,674,168,1182,2026-06-06,7254.47,4889512.78
I01311,P06489,W06447,3447,288,2947,2026-03-18,23920.24,82453067.28
I01312,P02836,W06873,3857,226,9925,2026-04-28,770.58,2972127.06
I01313,P08872,W02511,1287,368,8735,2026-05-03,23337.33,30035143.71
I01314,P01308,W07069,407,318,8561,2026-04-18,19289.79,7850944.53
I01315,P07376,W06349,4412,273,6565,2026-05-11,2939.48,12968985.76
I01316,P05117,W08272,3258,261,3424,2026-03-24,566.36,1845200.8800000001
I01317,P09983,W09917,4261,454,2087,2026-05-17,3038.98,12949093.78
I01318,P08442,W01551,2703,409,9989,2026-05-18,10732.26,29009298.78
I01319,P02897,W06272,4931,123,5770,2026-05-03,8018.66,39540012.46
I01320,P03578,W09852,1860,210,5876,2026-06-05,5431.2,10102032.0
I01321,P01401,W00821,4839,415,1561,2026-05-15,16512.64,79904664.96
I01322,P08591,W03388,3888,301,8396,2026-05-10,24075.24,93604533.12
I01323,P05243,W05295,3633,345,4730,2026-05-06,10863.94,39468694.02
I01324,P09273,W06399,4162,164,4870,2026-05-20,20714.92,86215497.03999999
I01325,P00322,W09699,1552,163,6880,2026-03-23,24524.32,38061744.64
I01326,P03718,W02826,4691,376,7282,2026-05-14,19356.16,90799746.56
I01327,P01693,W01003,4654,91,8693,2026-05-26,21663.56,100822208.24000001
I01328,P05776,W03524,1699,436,9010,2026-05-08,2248.69,3820524.31
I01329,P03313,W08272,4737,401,4779,2026-05-20,24026.35,113812819.94999999
I01330,P00123,W08505,1433,302,7853,2026-05-16,10037.03,14383063.99
I01331,P04453,W01026,1520,304,8686,2026-05-29,14864.78,22594465.6
I01332,P08322,W01099,2609,386,8464,2026-03-27,21152.48,55186820.32
I01333,P05716,W09633,1455,81,9405,2026-03-11,10062.09,14640340.950000001
I01334,P05458,W02644,448,145,9073,2026-06-06,3277.11,1468145.28
I01335,P00135,W02881,1613,115,7159,2026-05-02,18057.85,29127312.049999997
I01336,P01785,W02322,2647,92,1708,2026-05-16,20392.85,53979873.949999996
I01337,P04068,W01196,3336,284,1425,2026-04-17,16214.66,54092105.76
I01338,P08887,W06679,996,428,9572,2026-03-15,6839.11,6811753.56
I01339,P09815,W00859,3901,383,8561,2026-05-26,19532.98,76198154.98
I01340,P07513,W01697,4767,374,9844,2026-05-20,2458.26,11718525.420000002
I01341,P05143,W08855,4400,488,7992,2026-06-03,11976.01,52694444.0
I01342,P06916,W01238,3067,500,5197,2026-03-17,22201.74,68092736.58
I01343,P05922,W05807,306,210,6321,2026-06-05,1515.67,463795.02
I01344,P05132,W00444,738,282,8073,2026-05-07,7083.25,5227438.5
I01345,P05189,W08084,4174,402,5761,2026-03-27,8009.56,33431903.44
I01346,P09895,W06344,4828,346,8357,2026-03-18,20647.56,99686419.68
I01347,P09599,W03599,3145,311,9051,2026-05-27,15973.19,50235682.550000004
I01348,P02748,W08339,3765,476,9700,2026-03-24,11308.03,42574732.95
I01349,P08252,W07510,2203,245,5829,2026-03-20,9241.24,20358451.72
I01350,P04049,W00343,4070,90,9855,2026-04-15,6394.38,26025126.6
I01351,P09304,W04300,52,220,8101,2026-05-25,22631.76,1176851.52
I01352,P07933,W06683,2167,485,8888,2026-03-28,20341.03,44079012.01
I01353,P07546,W01094,4662,261,2501,2026-04-26,17207.08,80219406.96000001
I01354,P05142,W01151,1879,443,4522,2026-04-18,14840.44,27885186.76
I01355,P05966,W04478,3219,300,7140,2026-05-12,3526.37,11351385.03
I01356,P06641,W02791,2925,218,3359,2026-05-08,19678.03,57558237.75
I01357,P08588,W07818,2671,145,9514,2026-05-21,22934.21,61257274.91
I01358,P08173,W08407,3957,191,8713,2026-05-17,24645.14,97520818.98
