warehouse_id,warehouse_name,city,capacity
W02461,Supply Center 2461,Kano,45093
W02462,Supply Center 2462,Lagos,9660
W02463,Supply Center 2463,Ibadan,15765
W02464,Central Warehouse 2464,Lagos,1893
W02465,Supply Center 2465,Port Harcourt,97149
W02466,Supply Center 2466,Abuja,85458
W02467,Central Warehouse 2467,Abuja,75849
W02468,Supply Center 2468,Lagos,47017
W02469,Supply Center 2469,Ibadan,59932
W02470,Central Warehouse 2470,Ogun,65683
W02471,Central Warehouse 2471,Port Harcourt,17611
W02472,Distribution Hub 2472,Kano,51121
W02473,Distribution Hub 2473,Port Harcourt,50017
W02474,Supply Center 2474,Kano,81078
W02475,Supply Center 2475,Lagos,86132
W02476,Supply Center 2476,Ogun,62904
W02477,Supply Center 2477,Lagos,25995
W02478,Supply Center 2478,Ibadan,65901
W02479,Supply Center 2479,Ogun,93531
W02480,Central Warehouse 2480,Ogun,99500
W02481,Supply Center 2481,Ibadan,37668
W02482,Supply Center 2482,Abuja,6988
W02483,Distribution Hub 2483,Ibadan,13516
W02484,Distribution Hub 2484,Port Harcourt,83261
W02485,Distribution Hub 2485,Abuja,65907
W02486,Distribution Hub 2486,Lagos,8517
W02487,Central Warehouse 2487,Port Harcourt,54144
W02488,Distribution Hub 2488,Ibadan,96839
W02489,Central Warehouse 2489,Abuja,4910
W02490,Distribution Hub 2490,Ogun,12837
W02491,Supply Center 2491,Port Harcourt,48161
W02492,Central Warehouse 2492,Ibadan,63414
W02493,Supply Center 2493,Port Harcourt,19417
W02494,Distribution Hub 2494,Ibadan,51521
W02495,Supply Center 2495,Abuja,14740
W02496,Central Warehouse 2496,Port Harcourt,83429
W02497,Central Warehouse 2497,Ibadan,7443
W02498,Supply Center 2498,Ogun,73721
W02499,Supply Center 2499,Abuja,96933
W02500,Central Warehouse 2500,Abuja,84705
W02501,Distribution Hub 2501,Lagos,50536
W02502,Distribution Hub 2502,Abuja,7069
W02503,Supply Center 2503,Port Harcourt,59384
W02504,Central Warehouse 2504,Ibadan,39131
W02505,Supply Center 2505,Lagos,85599
W02506,Distribution Hub 2506,Kano,4064
W02507,Distribution Hub 2507,Kano,26013
W02508,Central Warehouse 2508,Ogun,63817
W02509,Supply Center 2509,Ibadan,85157
W02510,Supply Center 2510,Abuja,77963
W02511,Distribution Hub 2511,Ogun,19729
W02512,Supply Center 2512,Lagos,47919
W02513,Central Warehouse 2513,Lagos,6099
W02514,Supply Center 2514,Kano,35970
W02515,Supply Center 2515,Ogun,52054
W02516,Distribution Hub 2516,Port Harcourt,57128
W02517,Supply Center 2517,Lagos,65094
W02518,Distribution Hub 2518,Ibadan,46224
W02519,Distribution Hub 2519,Kano,90477
W02520,Central Warehouse 2520,Ogun,28713
W02521,Central Warehouse 2521,Abuja,2116
W02522,Distribution Hub 2522,Kano,78654
W02523,Distribution Hub 2523,Ogun,40018
W02524,Distribution Hub 2524,Ogun,77657
W02525,Supply Center 2525,Abuja,76942
W02526,Supply Center 2526,Kano,29673
W02527,Central Warehouse 2527,Lagos,44263
W02528,Central Warehouse 2528,Port Harcourt,93069
W02529,Supply Center 2529,Ibadan,76177
W02530,Distribution Hub 2530,Lagos,98525
W02531,Distribution Hub 2531,Kano,5610
W02532,Supply Center 2532,Port Harcourt,47978
W02533,Distribution Hub 2533,Port Harcourt,97396
W02534,Supply Center 2534,Lagos,74369
W02535,Supply Center 2535,Ogun,57642
W02536,Distribution Hub 2536,Port Harcourt,87649
W02537,Supply Center 2537,Kano,2887
W02538,Supply Center 2538,Port Harcourt,33849
W02539,Central Warehouse 2539,Kano,25055
W02540,Distribution Hub 2540,Ibadan,64406
W02541,Central Warehouse 2541,Ibadan,56740
W02542,Central Warehouse 2542,Ogun,5393
W02543,Central Warehouse 2543,Ibadan,45496
W02544,Supply Center 2544,Kano,96514
W02545,Distribution Hub 2545,Lagos,77937
W02546,Supply Center 2546,Kano,37070
W02547,Central Warehouse 2547,Lagos,67368
W02548,Supply Center 2548,Ibadan,33360
W02549,Supply Center 2549,Kano,58089
W02550,Distribution Hub 2550,Abuja,94045
W02551,Distribution Hub 2551,Abuja,89134
W02552,Central Warehouse 2552,Ibadan,41579
W02553,Supply Center 2553,Abuja,13753
W02554,Supply Center 2554,Port Harcourt,53316
W02555,Central Warehouse 2555,Ogun,99341
W02556,Supply Center 2556,Kano,89215
W02557,Central Warehouse 2557,Abuja,79149
W02558,Distribution Hub 2558,Abuja,91878
W02559,Central Warehouse 2559,Abuja,17219
W02560,Central Warehouse 2560,Lagos,98782
W02561,Supply Center 2561,Lagos,21271
W02562,Supply Center 2562,Kano,67644
W02563,Distribution Hub 2563,Port Harcourt,42959
W02564,Central Warehouse 2564,Abuja,91960
W02565,Central Warehouse 2565,Kano,35983
W02566,Distribution Hub 2566,Lagos,55590
W02567,Supply Center 2567,Ibadan,26119
W02568,Distribution Hub 2568,Kano,10610
W02569,Distribution Hub 2569,Lagos,61972
W02570,Central Warehouse 2570,Lagos,73619
W02571,Supply Center 2571,Ogun,19741
W02572,Central Warehouse 2572,Ogun,16717
W02573,Distribution Hub 2573,Ogun,31344
W02574,Distribution Hub 2574,Kano,10210
W02575,Central Warehouse 2575,Ogun,85875
W02576,Supply Center 2576,Lagos,3785
W02577,Central Warehouse 2577,Lagos,79648
W02578,Distribution Hub 2578,Port Harcourt,40196
W02579,Central Warehouse 2579,Port Harcourt,84676
W02580,Supply Center 2580,Abuja,34121
W02581,Supply Center 2581,Ibadan,5005
W02582,Central Warehouse 2582,Ogun,34312
W02583,Distribution Hub 2583,Abuja,4815
W02584,Distribution Hub 2584,Abuja,59827
W02585,Central Warehouse 2585,Abuja,88819
W02586,Distribution Hub 2586,Lagos,38090
W02587,Central Warehouse 2587,Ogun,25014
W02588,Distribution Hub 2588,Port Harcourt,46653
W02589,Distribution Hub 2589,Ogun,98560
W02590,Central Warehouse 2590,Port Harcourt,36605
W02591,Supply Center 2591,Ibadan,93383
W02592,Supply Center 2592,Abuja,11482
W02593,Supply Center 2593,Port Harcourt,8356
W02594,Central Warehouse 2594,Port Harcourt,67891
W02595,Central Warehouse 2595,Ogun,74797
W02596,Supply Center 2596,Port Harcourt,39289
W02597,Central Warehouse 2597,Abuja,62527
W02598,Central Warehouse 2598,Lagos,10647
W02599,Supply Center 2599,Ogun,83835
W02600,Supply Center 2600,Lagos,73729
W02601,Supply Center 2601,Ibadan,12191
W02602,Supply Center 2602,Abuja,42053
W02603,Supply Center 2603,Ogun,5369
W02604,Supply Center 2604,Kano,63761
W02605,Central Warehouse 2605,Kano,3359
W02606,Distribution Hub 2606,Port Harcourt,93712
W02607,Distribution Hub 2607,Port Harcourt,13856
W02608,Supply Center 2608,Ogun,8005
W02609,Distribution Hub 2609,Lagos,17384
W02610,Supply Center 2610,Kano,19180
W02611,Distribution Hub 2611,Lagos,55400
W02612,Supply Center 2612,Port Harcourt,85529
W02613,Central Warehouse 2613,Ogun,9381
W02614,Distribution Hub 2614,Kano,85494
W02615,Supply Center 2615,Ibadan,48883
W02616,Supply Center 2616,Kano,56002
W02617,Supply Center 2617,Port Harcourt,84999
W02618,Distribution Hub 2618,Ogun,11811
W02619,Distribution Hub 2619,Abuja,73713
W02620,Distribution Hub 2620,Lagos,37177
W02621,Supply Center 2621,Lagos,13773
W02622,Distribution Hub 2622,Lagos,55938
W02623,Supply Center 2623,Abuja,77517
W02624,Distribution Hub 2624,Ibadan,27106
W02625,Supply Center 2625,Ogun,12251
W02626,Supply Center 2626,Lagos,91570
W02627,Central Warehouse 2627,Kano,18717
W02628,Distribution Hub 2628,Abuja,33833
W02629,Supply Center 2629,Port Harcourt,87412
W02630,Supply Center 2630,Lagos,59994
W02631,Supply Center 2631,Port Harcourt,79594
W02632,Supply Center 2632,Lagos,66465
W02633,Central Warehouse 2633,Abuja,65556
W02634,Central Warehouse 2634,Lagos,76727
W02635,Supply Center 2635,Ogun,82091
W02636,Central Warehouse 2636,Ogun,24619
W02637,Supply Center 2637,Ogun,16840
W02638,Supply Center 2638,Lagos,19099
W02639,Central Warehouse 2639,Ibadan,20686
W02640,Central Warehouse 2640,Ibadan,90904
W02641,Supply Center 2641,Ibadan,17004
W02642,Distribution Hub 2642,Kano,93221
W02643,Central Warehouse 2643,Port Harcourt,31929
W02644,Central Warehouse 2644,Ogun,44402
W02645,Distribution Hub 2645,Lagos,58561
W02646,Distribution Hub 2646,Port Harcourt,13166
W02647,Supply Center 2647,Ibadan,6592
W02648,Distribution Hub 2648,Ibadan,15326
W02649,Supply Center 2649,Abuja,92210
W02650,Distribution Hub 2650,Ogun,18099
W02651,Central Warehouse 2651,Ogun,52790
W02652,Central Warehouse 2652,Abuja,16357
W02653,Distribution Hub 2653,Port Harcourt,93833
W02654,Supply Center 2654,Abuja,5945
W02655,Central Warehouse 2655,Abuja,70385
W02656,Supply Center 2656,Ibadan,37423
W02657,Distribution Hub 2657,Abuja,84448
W02658,Supply Center 2658,Abuja,88093
W02659,Distribution Hub 2659,Abuja,89751
W02660,Central Warehouse 2660,Lagos,99094
W02661,Distribution Hub 2661,Lagos,93136
W02662,Central Warehouse 2662,Kano,14162
W02663,Supply Center 2663,Port Harcourt,23579
W02664,Supply Center 2664,Port Harcourt,28484
W02665,Central Warehouse 2665,Ogun,96846
W02666,Central Warehouse 2666,Port Harcourt,40290
W02667,Supply Center 2667,Abuja,88280
W02668,Supply Center 2668,Lagos,6383
W02669,Central Warehouse 2669,Ibadan,4959
W02670,Distribution Hub 2670,Abuja,16081
W02671,Distribution Hub 2671,Abuja,87290
W02672,Distribution Hub 2672,Ogun,51408
W02673,Supply Center 2673,Kano,43792
W02674,Distribution Hub 2674,Port Harcourt,69970
W02675,Supply Center 2675,Lagos,9276
W02676,Central Warehouse 2676,Port Harcourt,83693
W02677,Supply Center 2677,Port Harcourt,65473
W02678,Central Warehouse 2678,Ibadan,71018
W02679,Supply Center 2679,Ogun,82183
W02680,Central Warehouse 2680,Ibadan,48232
W02681,Central Warehouse 2681,Ibadan,65512
W02682,Central Warehouse 2682,Ogun,97772
W02683,Distribution Hub 2683,Kano,52959
W02684,Central Warehouse 2684,Lagos,47980
W02685,Distribution Hub 2685,Ogun,90771
W02686,Distribution Hub 2686,Kano,78761
W02687,Distribution Hub 2687,Ogun,18001
W02688,Central Warehouse 2688,Abuja,4183
W02689,Supply Center 2689,Lagos,36315
W02690,Distribution Hub 2690,Ogun,88034
W02691,Supply Center 2691,Port Harcourt,68620
W02692,Distribution Hub 2692,Ibadan,71945
W02693,Central Warehouse 2693,Lagos,90704
W02694,Distribution Hub 2694,Lagos,38850
W02695,Supply Center 2695,Abuja,87571
W02696,Central Warehouse 2696,Port Harcourt,15214
W02697,Central Warehouse 2697,Ogun,2098
W02698,Distribution Hub 2698,Abuja,23448
W02699,Distribution Hub 2699,Kano,19047
W02700,Supply Center 2700,Ogun,67231
W02701,Distribution Hub 2701,Ibadan,8159
W02702,Distribution Hub 2702,Ibadan,31494
W02703,Supply Center 2703,Kano,20204
W02704,Supply Center 2704,Port Harcourt,19416
W02705,Distribution Hub 2705,Port Harcourt,49622
W02706,Supply Center 2706,Kano,68083
W02707,Central Warehouse 2707,Ogun,94932
W02708,Distribution Hub 2708,Abuja,54012
W02709,Supply Center 2709,Port Harcourt,91967
W02710,Supply Center 2710,Ibadan,68193
W02711,Supply Center 2711,Ogun,80004
W02712,Distribution Hub 2712,Ogun,46378
W02713,Central Warehouse 2713,Lagos,71232
W02714,Supply Center 2714,Abuja,58332
W02715,Distribution Hub 2715,Lagos,61850
W02716,Central Warehouse 2716,Port Harcourt,92331
W02717,Supply Center 2717,Ibadan,90797
W02718,Distribution Hub 2718,Lagos,71007
W02719,Supply Center 2719,Ibadan,86648
W02720,Distribution Hub 2720,Ogun,79380
W02721,Distribution Hub 2721,Ibadan,27605
W02722,Distribution Hub 2722,Ibadan,23050
W02723,Central Warehouse 2723,Port Harcourt,98067
W02724,Distribution Hub 2724,Ogun,15403
W02725,Distribution Hub 2725,Abuja,17299
W02726,Central Warehouse 2726,Kano,11483
W02727,Central Warehouse 2727,Kano,49303
W02728,Distribution Hub 2728,Port Harcourt,94952
W02729,Distribution Hub 2729,Kano,75497
W02730,Supply Center 2730,Kano,37860
W02731,Central Warehouse 2731,Ogun,99302
W02732,Central Warehouse 2732,Ibadan,14670
W02733,Central Warehouse 2733,Ogun,41120
W02734,Central Warehouse 2734,Abuja,91578
W02735,Central Warehouse 2735,Port Harcourt,81575
W02736,Supply Center 2736,Port Harcourt,80022
W02737,Supply Center 2737,Ogun,50264
W02738,Distribution Hub 2738,Lagos,81640
W02739,Distribution Hub 2739,Abuja,43316
W02740,Supply Center 2740,Ibadan,47833
W02741,Supply Center 2741,Abuja,1922
W02742,Central Warehouse 2742,Ibadan,53946
W02743,Distribution Hub 2743,Lagos,82436
W02744,Distribution Hub 2744,Ogun,76484
W02745,Supply Center 2745,Port Harcourt,50320
W02746,Distribution Hub 2746,Lagos,63726
W02747,Distribution Hub 2747,Kano,83055
W02748,Supply Center 2748,Kano,45415
W02749,Distribution Hub 2749,Lagos,64389
W02750,Distribution Hub 2750,Port Harcourt,35807
W02751,Supply Center 2751,Lagos,23545
W02752,Central Warehouse 2752,Lagos,25935
W02753,Central Warehouse 2753,Ibadan,68139
W02754,Supply Center 2754,Abuja,50326
W02755,Central Warehouse 2755,Abuja,5072
W02756,Central Warehouse 2756,Lagos,55014
W02757,Supply Center 2757,Kano,68951
W02758,Distribution Hub 2758,Lagos,74785
W02759,Central Warehouse 2759,Ogun,93426
W02760,Distribution Hub 2760,Abuja,92712
W02761,Distribution Hub 2761,Lagos,63126
W02762,Central Warehouse 2762,Port Harcourt,18844
W02763,Central Warehouse 2763,Ogun,62754
W02764,Supply Center 2764,Abuja,13607
W02765,Central Warehouse 2765,Lagos,21922
W02766,Supply Center 2766,Abuja,10282
W02767,Supply Center 2767,Ibadan,12570
W02768,Central Warehouse 2768,Ogun,20107
W02769,Distribution Hub 2769,Port Harcourt,6243
W02770,Central Warehouse 2770,Port Harcourt,65097
W02771,Supply Center 2771,Ogun,56095
W02772,Central Warehouse 2772,Abuja,50156
W02773,Central Warehouse 2773,Abuja,40121
W02774,Central Warehouse 2774,Lagos,71745
W02775,Supply Center 2775,Abuja,7300
W02776,Central Warehouse 2776,Ogun,14314
W02777,Supply Center 2777,Lagos,20892
W02778,Supply Center 2778,Ibadan,11155
W02779,Distribution Hub 2779,Kano,38289
W02780,Distribution Hub 2780,Kano,60768
W02781,Supply Center 2781,Abuja,69240
W02782,Supply Center 2782,Ogun,34546
W02783,Supply Center 2783,Port Harcourt,32572
W02784,Central Warehouse 2784,Ogun,83960
W02785,Central Warehouse 2785,Abuja,83387
W02786,Distribution Hub 2786,Port Harcourt,93572
W02787,Distribution Hub 2787,Kano,67153
W02788,Distribution Hub 2788,Kano,35512
W02789,Central Warehouse 2789,Ibadan,19769
W02790,Central Warehouse 2790,Ogun,13630
W02791,Distribution Hub 2791,Abuja,50023
W02792,Distribution Hub 2792,Kano,68807
W02793,Supply Center 2793,Port Harcourt,4227
W02794,Distribution Hub 2794,Lagos,62730
W02795,Distribution Hub 2795,Abuja,33180
W02796,Supply Center 2796,Ogun,97567
W02797,Distribution Hub 2797,Abuja,82866
W02798,Distribution Hub 2798,Abuja,15779
W02799,Supply Center 2799,Ogun,38299
W02800,Distribution Hub 2800,Port Harcourt,81205
W02801,Supply Center 2801,Ibadan,51144
W02802,Distribution Hub 2802,Abuja,21250
W02803,Distribution Hub 2803,Ibadan,33286
W02804,Supply Center 2804,Abuja,42414
W02805,Supply Center 2805,Kano,90765
W02806,Distribution Hub 2806,Ibadan,52230
W02807,Central Warehouse 2807,Ibadan,77938
W02808,Central Warehouse 2808,Ogun,27420
W02809,Supply Center 2809,Port Harcourt,97498
W02810,Central Warehouse 2810,Ibadan,15084
W02811,Distribution Hub 2811,Port Harcourt,17063
W02812,Central Warehouse 2812,Kano,83507
W02813,Central Warehouse 2813,Abuja,72097
W02814,Central Warehouse 2814,Lagos,95122
W02815,Supply Center 2815,Ogun,78899
W02816,Central Warehouse 2816,Port Harcourt,45896
W02817,Central Warehouse 2817,Ogun,34494
W02818,Central Warehouse 2818,Ogun,44049
W02819,Supply Center 2819,Lagos,66500
W02820,Supply Center 2820,Lagos,52254
W02821,Distribution Hub 2821,Lagos,47716
W02822,Central Warehouse 2822,Ibadan,21703
W02823,Distribution Hub 2823,Kano,94111
W02824,Supply Center 2824,Kano,51408
W02825,Central Warehouse 2825,Lagos,65106
W02826,Central Warehouse 2826,Lagos,67278
W02827,Distribution Hub 2827,Port Harcourt,9866
W02828,Central Warehouse 2828,Kano,23903
W02829,Supply Center 2829,Port Harcourt,11408
W02830,Central Warehouse 2830,Lagos,15799
W02831,Supply Center 2831,Kano,24416
W02832,Supply Center 2832,Abuja,80404
W02833,Supply Center 2833,Kano,40830
W02834,Central Warehouse 2834,Ibadan,85822
W02835,Supply Center 2835,Ogun,65488
W02836,Central Warehouse 2836,Ibadan,49097
W02837,Supply Center 2837,Port Harcourt,69596
W02838,Distribution Hub 2838,Ibadan,93918
W02839,Supply Center 2839,Port Harcourt,77529
W02840,Supply Center 2840,Kano,97110
W02841,Supply Center 2841,Port Harcourt,24323
W02842,Supply Center 2842,Lagos,72770
W02843,Distribution Hub 2843,Port Harcourt,24695
W02844,Distribution Hub 2844,Ibadan,44565
W02845,Central Warehouse 2845,Ogun,83095
W02846,Central Warehouse 2846,Abuja,32032
W02847,Central Warehouse 2847,Abuja,95366
W02848,Central Warehouse 2848,Ogun,46378
W02849,Supply Center 2849,Kano,77977
W02850,Supply Center 2850,Ibadan,60527
W02851,Supply Center 2851,Ibadan,10477
W02852,Central Warehouse 2852,Kano,97353
W02853,Central Warehouse 2853,Kano,46758
W02854,Central Warehouse 2854,Abuja,55923
W02855,Supply Center 2855,Port Harcourt,68619
W02856,Distribution Hub 2856,Port Harcourt,19730
W02857,Supply Center 2857,Port Harcourt,20047
W02858,Supply Center 2858,Ibadan,12882
W02859,Central Warehouse 2859,Kano,36789
W02860,Central Warehouse 2860,Lagos,87409
W02861,Distribution Hub 2861,Lagos,85715
W02862,Central Warehouse 2862,Lagos,98936
W02863,Supply Center 2863,Ibadan,55906
W02864,Central Warehouse 2864,Ogun,77120
W02865,Central Warehouse 2865,Port Harcourt,98064
W02866,Central Warehouse 2866,Kano,62952
W02867,Distribution Hub 2867,Kano,83064
W02868,Distribution Hub 2868,Abuja,85364
W02869,Distribution Hub 2869,Ibadan,82347
W02870,Central Warehouse 2870,Kano,23648
W02871,Central Warehouse 2871,Port Harcourt,26695
W02872,Central Warehouse 2872,Lagos,88224
W02873,Distribution Hub 2873,Ibadan,22293
W02874,Central Warehouse 2874,Ogun,73005
W02875,Supply Center 2875,Ogun,12679
W02876,Supply Center 2876,Lagos,41710
W02877,Supply Center 2877,Port Harcourt,71951
W02878,Central Warehouse 2878,Abuja,74986
W02879,Distribution Hub 2879,Ibadan,5858
W02880,Distribution Hub 2880,Ogun,61425
W02881,Central Warehouse 2881,Lagos,87878
W02882,Central Warehouse 2882,Abuja,57399
W02883,Supply Center 2883,Kano,94321
W02884,Central Warehouse 2884,Kano,49715
W02885,Supply Center 2885,Ogun,97314
W02886,Supply Center 2886,Ogun,24743
W02887,Distribution Hub 2887,Port Harcourt,57789
W02888,Central Warehouse 2888,Port Harcourt,22220
W02889,Distribution Hub 2889,Abuja,79629
W02890,Distribution Hub 2890,Lagos,55751
W02891,Supply Center 2891,Port Harcourt,11303
W02892,Distribution Hub 2892,Ibadan,49157
W02893,Supply Center 2893,Ibadan,12758
W02894,Central Warehouse 2894,Ogun,5185
W02895,Supply Center 2895,Lagos,49374
W02896,Supply Center 2896,Lagos,10072
W02897,Supply Center 2897,Ogun,5046
W02898,Central Warehouse 2898,Lagos,6273
W02899,Supply Center 2899,Ibadan,73335
W02900,Supply Center 2900,Port Harcourt,96681
W02901,Supply Center 2901,Kano,15735
W02902,Central Warehouse 2902,Ibadan,34512
W02903,Central Warehouse 2903,Ibadan,84930
W02904,Supply Center 2904,Ogun,33902
W02905,Supply Center 2905,Kano,36588
W02906,Central Warehouse 2906,Ibadan,97544
W02907,Distribution Hub 2907,Lagos,26331
W02908,Distribution Hub 2908,Ibadan,51369
W02909,Distribution Hub 2909,Ogun,74736
W02910,Central Warehouse 2910,Abuja,26584
W02911,Supply Center 2911,Abuja,45083
W02912,Distribution Hub 2912,Ibadan,89646
W02913,Distribution Hub 2913,Lagos,74954
W02914,Central Warehouse 2914,Lagos,23583
W02915,Supply Center 2915,Ibadan,85940
W02916,Supply Center 2916,Kano,76609
W02917,Central Warehouse 2917,Ibadan,99089
W02918,Central Warehouse 2918,Lagos,19868
W02919,Distribution Hub 2919,Ogun,41087
W02920,Supply Center 2920,Lagos,81397
W02921,Distribution Hub 2921,Ibadan,4890
W02922,Central Warehouse 2922,Port Harcourt,73937
W02923,Supply Center 2923,Abuja,26956
W02924,Central Warehouse 2924,Port Harcourt,9584
W02925,Distribution Hub 2925,Ibadan,46811
W02926,Distribution Hub 2926,Port Harcourt,71318
W02927,Supply Center 2927,Ibadan,55180
W02928,Central Warehouse 2928,Abuja,47777
W02929,Distribution Hub 2929,Abuja,60112
W02930,Supply Center 2930,Abuja,73489
W02931,Central Warehouse 2931,Ogun,10469
W02932,Supply Center 2932,Kano,70090
W02933,Supply Center 2933,Abuja,60353
W02934,Central Warehouse 2934,Ogun,93572
W02935,Distribution Hub 2935,Ogun,50777
W02936,Distribution Hub 2936,Abuja,90633
W02937,Supply Center 2937,Ogun,60199
W02938,Central Warehouse 2938,Lagos,8979
W02939,Distribution Hub 2939,Ibadan,9517
W02940,Distribution Hub 2940,Ibadan,47726
W02941,Supply Center 2941,Lagos,43982
W02942,Central Warehouse 2942,Abuja,89991
W02943,Supply Center 2943,Kano,20115
W02944,Distribution Hub 2944,Ogun,29672
W02945,Supply Center 2945,Ibadan,7995
W02946,Central Warehouse 2946,Lagos,41137
W02947,Central Warehouse 2947,Lagos,64490
W02948,Central Warehouse 2948,Lagos,81822
W02949,Supply Center 2949,Port Harcourt,79433
W02950,Supply Center 2950,Ogun,29806
W02951,Supply Center 2951,Abuja,18940
W02952,Central Warehouse 2952,Ibadan,18328
W02953,Supply Center 2953,Ogun,26767
W02954,Distribution Hub 2954,Ibadan,97786
W02955,Central Warehouse 2955,Port Harcourt,90235
W02956,Central Warehouse 2956,Abuja,16823
W02957,Central Warehouse 2957,Ogun,96715
W02958,Central Warehouse 2958,Lagos,21592
W02959,Distribution Hub 2959,Ogun,88696
W02960,Central Warehouse 2960,Lagos,62511
W02961,Central Warehouse 2961,Ogun,20306
W02962,Distribution Hub 2962,Port Harcourt,84840
W02963,Distribution Hub 2963,Ibadan,34783
W02964,Distribution Hub 2964,Lagos,45459
W02965,Central Warehouse 2965,Ogun,87796
W02966,Distribution Hub 2966,Ibadan,83917
W02967,Supply Center 2967,Port Harcourt,59720
W02968,Central Warehouse 2968,Ibadan,45258
W02969,Distribution Hub 2969,Port Harcourt,2573
W02970,Central Warehouse 2970,Ibadan,62370
W02971,Supply Center 2971,Ogun,44135
W02972,Central Warehouse 2972,Port Harcourt,86050
W02973,Distribution Hub 2973,Ibadan,81720
W02974,Central Warehouse 2974,Lagos,75913
W02975,Supply Center 2975,Port Harcourt,69024
W02976,Supply Center 2976,Ogun,27101
W02977,Central Warehouse 2977,Kano,19396
W02978,Central Warehouse 2978,Ibadan,28031
W02979,Supply Center 2979,Ogun,68894
W02980,Central Warehouse 2980,Ogun,32905
W02981,Central Warehouse 2981,Lagos,12066
W02982,Supply Center 2982,Abuja,94369
W02983,Central Warehouse 2983,Abuja,23523
W02984,Distribution Hub 2984,Kano,38569
W02985,Distribution Hub 2985,Abuja,8116
W02986,Supply Center 2986,Port Harcourt,6573
W02987,Distribution Hub 2987,Port Harcourt,58826
W02988,Central Warehouse 2988,Kano,12603
W02989,Central Warehouse 2989,Ogun,86963
W02990,Supply Center 2990,Ibadan,64737
W02991,Supply Center 2991,Lagos,41254
W02992,Central Warehouse 2992,Ogun,22967
W02993,Distribution Hub 2993,Ibadan,82187
W02994,Central Warehouse 2994,Lagos,90636
W02995,Central Warehouse 2995,Kano,91218
W02996,Central Warehouse 2996,Port Harcourt,88087
W02997,Central Warehouse 2997,Port Harcourt,95299
W02998,Distribution Hub 2998,Ibadan,30677
W02999,Distribution Hub 2999,Kano,30559
W03000,Central Warehouse 3000,Ibadan,95870
W03001,Distribution Hub 3001,Kano,31890
W03002,Distribution Hub 3002,Lagos,30177
W03003,Supply Center 3003,Kano,71207
W03004,Distribution Hub 3004,Abuja,58870
W03005,Central Warehouse 3005,Kano,55550
W03006,Central Warehouse 3006,Ogun,29155
W03007,Central Warehouse 3007,Abuja,4529
W03008,Distribution Hub 3008,Ogun,46194
W03009,Supply Center 3009,Port Harcourt,83235
W03010,Supply Center 3010,Port Harcourt,4599
W03011,Distribution Hub 3011,Abuja,84767
W03012,Central Warehouse 3012,Ogun,29917
W03013,Supply Center 3013,Lagos,60956
W03014,Distribution Hub 3014,Lagos,70097
W03015,Central Warehouse 3015,Lagos,43017
W03016,Central Warehouse 3016,Ibadan,18737
W03017,Central Warehouse 3017,Abuja,24270
W03018,Central Warehouse 3018,Port Harcourt,54468
W03019,Distribution Hub 3019,Ogun,21660
W03020,Central Warehouse 3020,Lagos,76228
W03021,Supply Center 3021,Kano,55787
W03022,Distribution Hub 3022,Kano,36580
W03023,Distribution Hub 3023,Lagos,26345
W03024,Central Warehouse 3024,Ibadan,12118
W03025,Supply Center 3025,Lagos,21872
W03026,Supply Center 3026,Lagos,92813
W03027,Supply Center 3027,Abuja,71980
W03028,Distribution Hub 3028,Lagos,50595
W03029,Central Warehouse 3029,Ibadan,29038
W03030,Distribution Hub 3030,Kano,10368
W03031,Central Warehouse 3031,Kano,69046
W03032,Central Warehouse 3032,Port Harcourt,36429
W03033,Supply Center 3033,Abuja,69898
W03034,Distribution Hub 3034,Abuja,62628
W03035,Distribution Hub 3035,Lagos,10754
W03036,Central Warehouse 3036,Port Harcourt,6868
W03037,Supply Center 3037,Port Harcourt,32789
W03038,Central Warehouse 3038,Kano,99006
W03039,Central Warehouse 3039,Lagos,60381
W03040,Supply Center 3040,Abuja,24638
W03041,Distribution Hub 3041,Abuja,28906
W03042,Central Warehouse 3042,Abuja,80139
W03043,Distribution Hub 3043,Abuja,20737
W03044,Supply Center 3044,Ibadan,74766
W03045,Supply Center 3045,Kano,11988
W03046,Distribution Hub 3046,Port Harcourt,10079
W03047,Distribution Hub 3047,Port Harcourt,86832
W03048,Central Warehouse 3048,Lagos,82323
W03049,Central Warehouse 3049,Lagos,2467
W03050,Central Warehouse 3050,Abuja,57621
W03051,Distribution Hub 3051,Ibadan,71316
W03052,Central Warehouse 3052,Kano,72079
W03053,Central Warehouse 3053,Abuja,31109
W03054,Central Warehouse 3054,Abuja,60704
W03055,Supply Center 3055,Port Harcourt,60024
W03056,Supply Center 3056,Kano,81879
W03057,Supply Center 3057,Ogun,10234
W03058,Supply Center 3058,Ibadan,69228
W03059,Supply Center 3059,Kano,25892
W03060,Distribution Hub 3060,Ibadan,62930
W03061,Distribution Hub 3061,Kano,68771
W03062,Distribution Hub 3062,Port Harcourt,54002
W03063,Supply Center 3063,Ibadan,71880
W03064,Distribution Hub 3064,Kano,30900
W03065,Supply Center 3065,Ogun,48886
W03066,Distribution Hub 3066,Ibadan,41642
W03067,Central Warehouse 3067,Ogun,71446
W03068,Distribution Hub 3068,Kano,21306
W03069,Central Warehouse 3069,Ibadan,99928
W03070,Central Warehouse 3070,Ibadan,20265
W03071,Supply Center 3071,Ogun,76640
W03072,Supply Center 3072,Kano,15281
