product_id,product_name,category,brand,unit_price_ngn,supplier_id
P02293,Milo Product 2293,Frozen Foods,Peak,21220.36,S08647
P02294,Dangote Product 2294,Frozen Foods,Dettol,16548.1,S08526
P02295,Dettol Product 2295,Toiletries,Nestle,5036.59,S09425
P02296,Nestle Product 2296,Beverages,Power Oil,6228.22,S05931
P02297,Golden Penny Product 2297,Dairy,Power Oil,18755.07,S01891
P02298,Golden Penny Product 2298,Dairy,Milo,9174.65,S05767
P02299,Peak Product 2299,Toiletries,Dettol,15209.42,S07356
P02300,Milo Product 2300,Beverages,Indomie,23157.78,S04014
P02301,Milo Product 2301,Cleaning,Indomie,15217.53,S04701
P02302,Power Oil Product 2302,Toiletries,Peak,2221.35,S06899
P02303,Indomie Product 2303,Frozen Foods,Dettol,15889.22,S03246
P02304,Indomie Product 2304,Dairy,Dangote,4335.92,S06859
P02305,Nestle Product 2305,Frozen Foods,Dettol,18622.78,S02071
P02306,Dangote Product 2306,Dairy,Dangote,17313.15,S01197
P02307,Indomie Product 2307,Frozen Foods,Milo,22625.66,S05806
P02308,Indomie Product 2308,Dairy,Golden Penny,17857.19,S01951
P02309,Power Oil Product 2309,Toiletries,Peak,24854.53,S00742
P02310,Peak Product 2310,Cleaning,Power Oil,23757.99,S06700
P02311,Dettol Product 2311,Cleaning,Milo,7374.42,S07817
P02312,Indomie Product 2312,Cleaning,Indomie,18147.95,S09660
P02313,Peak Product 2313,Beverages,Dangote,14920.12,S06061
P02314,Dettol Product 2314,Dairy,Power Oil,11076.96,S08335
P02315,Nestle Product 2315,Food,Golden Penny,7574.24,S05589
P02316,Dangote Product 2316,Frozen Foods,Milo,7274.38,S06293
P02317,Power Oil Product 2317,Beverages,Indomie,1239.97,S03452
P02318,Milo Product 2318,Frozen Foods,Nestle,14463.42,S05151
P02319,Peak Product 2319,Toiletries,Nestle,4306.69,S04717
P02320,Nestle Product 2320,Dairy,Dettol,5746.11,S02775
P02321,Nestle Product 2321,Toiletries,Peak,23127.99,S04566
P02322,Indomie Product 2322,Food,Golden Penny,13893.65,S08335
P02323,Indomie Product 2323,Food,Dangote,24004.45,S08845
P02324,Golden Penny Product 2324,Food,Dettol,20846.11,S00423
P02325,Power Oil Product 2325,Beverages,Nestle,23556.79,S09358
P02326,Milo Product 2326,Cleaning,Dettol,13118.17,S07436
P02327,Nestle Product 2327,Food,Peak,11221.25,S07083
P02328,Dettol Product 2328,Toiletries,Peak,21639.67,S04563
P02329,Peak Product 2329,Toiletries,Peak,18658.08,S03645
P02330,Peak Product 2330,Toiletries,Indomie,12775.09,S04524
P02331,Dettol Product 2331,Cleaning,Peak,17728.88,S05158
P02332,Dangote Product 2332,Dairy,Peak,23322.73,S08541
P02333,Power Oil Product 2333,Beverages,Dangote,23739.73,S00131
P02334,Golden Penny Product 2334,Beverages,Milo,21828.45,S03608
P02335,Golden Penny Product 2335,Toiletries,Dettol,3955.54,S03066
P02336,Dettol Product 2336,Toiletries,Indomie,5124.61,S01454
P02337,Golden Penny Product 2337,Food,Milo,1868.08,S09138
P02338,Golden Penny Product 2338,Cleaning,Indomie,1162.56,S04311
P02339,Milo Product 2339,Cleaning,Golden Penny,16015.32,S07934
P02340,Indomie Product 2340,Toiletries,Golden Penny,21900.97,S07948
P02341,Dettol Product 2341,Cleaning,Milo,15026.48,S08904
P02342,Dettol Product 2342,Toiletries,Peak,5629.48,S04707
P02343,Milo Product 2343,Dairy,Power Oil,6335.43,S06961
P02344,Peak Product 2344,Beverages,Dettol,23916.63,S01861
P02345,Power Oil Product 2345,Cleaning,Milo,17679.51,S07926
P02346,Dettol Product 2346,Frozen Foods,Milo,17243.1,S00475
P02347,Nestle Product 2347,Toiletries,Golden Penny,22267.3,S06702
P02348,Dangote Product 2348,Frozen Foods,Power Oil,6687.81,S05204
P02349,Milo Product 2349,Dairy,Dettol,10744.94,S04272
P02350,Dangote Product 2350,Toiletries,Dettol,18259.03,S05568
P02351,Dangote Product 2351,Toiletries,Dettol,10363.33,S09380
P02352,Indomie Product 2352,Frozen Foods,Golden Penny,19532.89,S01808
P02353,Power Oil Product 2353,Beverages,Dangote,23766.91,S00346
P02354,Milo Product 2354,Food,Power Oil,22823.27,S09059
P02355,Peak Product 2355,Cleaning,Dangote,13062.5,S05933
P02356,Golden Penny Product 2356,Beverages,Milo,21521.13,S03758
P02357,Nestle Product 2357,Beverages,Power Oil,8421.25,S03533
P02358,Golden Penny Product 2358,Food,Dangote,21167.95,S08628
P02359,Peak Product 2359,Frozen Foods,Milo,19825.32,S00693
P02360,Indomie Product 2360,Toiletries,Nestle,801.26,S04052
P02361,Dangote Product 2361,Toiletries,Peak,20362.3,S06191
P02362,Milo Product 2362,Beverages,Nestle,21577.2,S01254
P02363,Peak Product 2363,Frozen Foods,Milo,699.82,S08876
P02364,Indomie Product 2364,Food,Milo,5018.25,S09924
P02365,Nestle Product 2365,Toiletries,Milo,12906.42,S00384
P02366,Nestle Product 2366,Toiletries,Dettol,5226.13,S04330
P02367,Dettol Product 2367,Dairy,Nestle,10852.46,S03642
P02368,Milo Product 2368,Frozen Foods,Nestle,12187.07,S08737
P02369,Golden Penny Product 2369,Dairy,Dangote,24830.22,S06450
P02370,Power Oil Product 2370,Frozen Foods,Peak,11416.3,S09468
P02371,Dangote Product 2371,Dairy,Golden Penny,11287.72,S07812
P02372,Peak Product 2372,Cleaning,Nestle,8444.4,S01371
P02373,Peak Product 2373,Frozen Foods,Indomie,5350.51,S08026
P02374,Golden Penny Product 2374,Food,Indomie,10199.24,S07759
P02375,Golden Penny Product 2375,Food,Dettol,6450.19,S05103
P02376,Power Oil Product 2376,Beverages,Dangote,8171.79,S09263
P02377,Milo Product 2377,Food,Nestle,17321.85,S09215
P02378,Dettol Product 2378,Frozen Foods,Dettol,7962.8,S03863
P02379,Power Oil Product 2379,Dairy,Dettol,12957.89,S01335
P02380,Peak Product 2380,Dairy,Peak,9517.01,S00224
P02381,Indomie Product 2381,Frozen Foods,Peak,4321.68,S07170
P02382,Peak Product 2382,Food,Milo,12480.58,S08595
P02383,Dettol Product 2383,Beverages,Milo,10105.26,S04862
P02384,Peak Product 2384,Dairy,Nestle,18054.59,S04442
P02385,Power Oil Product 2385,Frozen Foods,Power Oil,14182.5,S02719
P02386,Indomie Product 2386,Toiletries,Golden Penny,20109.78,S06083
P02387,Nestle Product 2387,Dairy,Dettol,5423.3,S05410
P02388,Indomie Product 2388,Beverages,Dettol,443.57,S06821
P02389,Indomie Product 2389,Beverages,Dettol,1862.79,S00092
P02390,Nestle Product 2390,Cleaning,Golden Penny,5141.84,S01538
P02391,Dettol Product 2391,Toiletries,Peak,1715.47,S07680
P02392,Indomie Product 2392,Food,Power Oil,15981.32,S03704
P02393,Power Oil Product 2393,Cleaning,Dangote,23211.41,S04499
P02394,Nestle Product 2394,Dairy,Nestle,9308.42,S06608
P02395,Nestle Product 2395,Frozen Foods,Golden Penny,2121.41,S02498
P02396,Peak Product 2396,Cleaning,Golden Penny,7143.64,S04308
P02397,Peak Product 2397,Beverages,Milo,8387.97,S09703
P02398,Nestle Product 2398,Cleaning,Dettol,5390.81,S00044
P02399,Golden Penny Product 2399,Beverages,Peak,23252.77,S02401
P02400,Indomie Product 2400,Beverages,Dettol,21890.43,S05298
P02401,Peak Product 2401,Food,Indomie,12890.29,S07204
P02402,Milo Product 2402,Cleaning,Dettol,8311.82,S08199
P02403,Peak Product 2403,Beverages,Milo,9557.28,S06317
P02404,Dettol Product 2404,Toiletries,Nestle,20998.51,S05194
P02405,Peak Product 2405,Frozen Foods,Golden Penny,23892.93,S04551
P02406,Indomie Product 2406,Dairy,Dettol,12354.32,S04105
P02407,Peak Product 2407,Frozen Foods,Milo,16371.88,S02917
P02408,Dangote Product 2408,Toiletries,Dettol,19314.47,S05669
P02409,Milo Product 2409,Beverages,Golden Penny,9684.94,S02933
P02410,Dangote Product 2410,Beverages,Dettol,9152.59,S03194
P02411,Dangote Product 2411,Frozen Foods,Nestle,8345.6,S06044
P02412,Nestle Product 2412,Frozen Foods,Dangote,15248.01,S00550
P02413,Nestle Product 2413,Cleaning,Dettol,10077.69,S04146
P02414,Nestle Product 2414,Cleaning,Dangote,24284.29,S00499
P02415,Dettol Product 2415,Frozen Foods,Dettol,12359.45,S07757
P02416,Peak Product 2416,Food,Power Oil,915.16,S02510
P02417,Indomie Product 2417,Beverages,Peak,10605.4,S01957
P02418,Dangote Product 2418,Dairy,Dangote,7993.07,S08915
P02419,Nestle Product 2419,Beverages,Dangote,8450.09,S05186
P02420,Indomie Product 2420,Frozen Foods,Power Oil,13005.24,S06606
P02421,Milo Product 2421,Cleaning,Dangote,1810.88,S08217
P02422,Indomie Product 2422,Cleaning,Nestle,2282.42,S07265
P02423,Dangote Product 2423,Toiletries,Golden Penny,17280.17,S06706
P02424,Indomie Product 2424,Cleaning,Dangote,7916.88,S09185
P02425,Power Oil Product 2425,Food,Power Oil,11763.06,S01411
P02426,Dettol Product 2426,Food,Peak,22966.68,S02991
P02427,Peak Product 2427,Beverages,Power Oil,14860.48,S00330
P02428,Indomie Product 2428,Food,Golden Penny,16021.05,S07543
P02429,Peak Product 2429,Cleaning,Golden Penny,7833.0,S03131
P02430,Indomie Product 2430,Toiletries,Dangote,9606.9,S04704
P02431,Indomie Product 2431,Toiletries,Indomie,14212.99,S06783
P02432,Golden Penny Product 2432,Beverages,Nestle,22112.5,S02902
P02433,Nestle Product 2433,Toiletries,Dettol,6760.72,S08027
P02434,Power Oil Product 2434,Frozen Foods,Power Oil,8851.71,S08570
P02435,Dettol Product 2435,Cleaning,Indomie,1110.93,S09589
P02436,Milo Product 2436,Beverages,Golden Penny,24845.14,S07109
P02437,Power Oil Product 2437,Cleaning,Nestle,5344.68,S08254
P02438,Nestle Product 2438,Food,Golden Penny,6603.7,S07663
P02439,Nestle Product 2439,Food,Peak,13022.34,S03055
P02440,Dettol Product 2440,Beverages,Dettol,14753.15,S06100
P02441,Milo Product 2441,Cleaning,Dangote,8194.83,S01714
P02442,Power Oil Product 2442,Food,Indomie,10650.91,S05484
P02443,Power Oil Product 2443,Cleaning,Peak,4840.37,S05866
P02444,Nestle Product 2444,Beverages,Dettol,13760.1,S00357
P02445,Dettol Product 2445,Frozen Foods,Dettol,14920.65,S07127
P02446,Milo Product 2446,Dairy,Golden Penny,6463.85,S06115
P02447,Power Oil Product 2447,Dairy,Milo,7644.3,S03839
P02448,Peak Product 2448,Dairy,Milo,19397.0,S09462
P02449,Milo Product 2449,Frozen Foods,Dangote,4267.84,S02727
P02450,Nestle Product 2450,Frozen Foods,Golden Penny,23797.05,S09306
P02451,Indomie Product 2451,Beverages,Power Oil,19756.52,S00882
P02452,Peak Product 2452,Toiletries,Indomie,20076.94,S07516
P02453,Milo Product 2453,Beverages,Dettol,220.91,S02417
P02454,Golden Penny Product 2454,Beverages,Nestle,7826.66,S03025
P02455,Golden Penny Product 2455,Beverages,Milo,2436.14,S04010
P02456,Indomie Product 2456,Cleaning,Power Oil,322.63,S02611
P02457,Power Oil Product 2457,Food,Dettol,13835.76,S06457
P02458,Golden Penny Product 2458,Dairy,Milo,20817.41,S03978
P02459,Peak Product 2459,Dairy,Indomie,8095.25,S02188
P02460,Milo Product 2460,Toiletries,Nestle,20530.82,S06957
P02461,Milo Product 2461,Frozen Foods,Peak,8802.31,S09609
P02462,Dangote Product 2462,Beverages,Indomie,19242.53,S06048
P02463,Power Oil Product 2463,Toiletries,Dangote,15342.05,S06524
P02464,Peak Product 2464,Cleaning,Golden Penny,3624.38,S03080
P02465,Dangote Product 2465,Beverages,Nestle,10997.94,S05564
P02466,Milo Product 2466,Cleaning,Indomie,10757.64,S04669
P02467,Nestle Product 2467,Dairy,Dettol,1063.7,S06910
P02468,Indomie Product 2468,Beverages,Milo,17122.03,S01744
P02469,Dettol Product 2469,Food,Power Oil,17214.43,S01662
P02470,Milo Product 2470,Food,Indomie,8111.84,S09416
P02471,Milo Product 2471,Cleaning,Dettol,487.4,S06582
P02472,Milo Product 2472,Food,Nestle,10739.53,S01900
P02473,Dettol Product 2473,Frozen Foods,Power Oil,19568.89,S05490
P02474,Power Oil Product 2474,Food,Indomie,24522.22,S08712
P02475,Milo Product 2475,Cleaning,Peak,3929.6,S05524
P02476,Nestle Product 2476,Beverages,Dettol,10985.22,S07615
P02477,Nestle Product 2477,Food,Peak,21723.84,S07541
P02478,Power Oil Product 2478,Food,Power Oil,6457.7,S05529
P02479,Nestle Product 2479,Food,Nestle,4632.46,S05848
P02480,Milo Product 2480,Food,Dettol,8250.89,S00584
P02481,Peak Product 2481,Toiletries,Dangote,13375.46,S06492
P02482,Golden Penny Product 2482,Beverages,Peak,13467.63,S02066
P02483,Indomie Product 2483,Cleaning,Dettol,10891.29,S04501
P02484,Power Oil Product 2484,Dairy,Golden Penny,22985.62,S08578
P02485,Dettol Product 2485,Food,Peak,8299.39,S00628
P02486,Indomie Product 2486,Frozen Foods,Peak,9671.44,S01291
P02487,Power Oil Product 2487,Cleaning,Nestle,10678.74,S00367
P02488,Indomie Product 2488,Cleaning,Nestle,18095.53,S01299
P02489,Milo Product 2489,Food,Golden Penny,14358.2,S04968
P02490,Golden Penny Product 2490,Cleaning,Dangote,9481.06,S07749
P02491,Golden Penny Product 2491,Dairy,Nestle,18722.37,S03043
P02492,Nestle Product 2492,Frozen Foods,Dangote,15194.64,S02970
P02493,Nestle Product 2493,Toiletries,Dangote,10298.13,S00307
P02494,Milo Product 2494,Cleaning,Indomie,7014.26,S07577
P02495,Power Oil Product 2495,Food,Golden Penny,5775.65,S05319
P02496,Golden Penny Product 2496,Food,Nestle,18258.47,S09984
P02497,Dettol Product 2497,Frozen Foods,Milo,15942.36,S05387
P02498,Milo Product 2498,Dairy,Dangote,8705.18,S05238
P02499,Power Oil Product 2499,Dairy,Indomie,11656.3,S08176
P02500,Golden Penny Product 2500,Frozen Foods,Indomie,16890.05,S04190
P02501,Milo Product 2501,Food,Peak,15858.32,S09197
P02502,Power Oil Product 2502,Food,Golden Penny,18750.67,S08677
P02503,Power Oil Product 2503,Toiletries,Nestle,18821.27,S07398
P02504,Dettol Product 2504,Food,Indomie,15696.59,S02732
P02505,Power Oil Product 2505,Frozen Foods,Milo,10501.75,S00384
P02506,Nestle Product 2506,Frozen Foods,Dettol,24744.07,S06149
P02507,Indomie Product 2507,Dairy,Peak,2605.1,S03577
P02508,Golden Penny Product 2508,Food,Nestle,4629.84,S02607
P02509,Milo Product 2509,Frozen Foods,Milo,8930.21,S03568
P02510,Milo Product 2510,Frozen Foods,Nestle,8121.21,S05951
P02511,Peak Product 2511,Cleaning,Power Oil,12657.16,S08725
P02512,Milo Product 2512,Beverages,Milo,12471.86,S07601
P02513,Nestle Product 2513,Dairy,Indomie,23112.98,S02911
P02514,Milo Product 2514,Toiletries,Dangote,13410.11,S05474
P02515,Dettol Product 2515,Cleaning,Indomie,17147.12,S01611
P02516,Milo Product 2516,Frozen Foods,Milo,24361.34,S06723
P02517,Golden Penny Product 2517,Cleaning,Dangote,15548.12,S02271
P02518,Peak Product 2518,Frozen Foods,Milo,23648.13,S05326
P02519,Golden Penny Product 2519,Beverages,Dettol,17172.2,S06067
P02520,Dangote Product 2520,Cleaning,Milo,13891.02,S03163
P02521,Indomie Product 2521,Dairy,Power Oil,18131.89,S03921
P02522,Indomie Product 2522,Dairy,Golden Penny,8203.56,S04801
P02523,Peak Product 2523,Food,Golden Penny,14524.54,S07524
P02524,Golden Penny Product 2524,Cleaning,Dettol,24744.89,S02898
P02525,Dettol Product 2525,Frozen Foods,Peak,20131.44,S05428
P02526,Indomie Product 2526,Beverages,Dettol,18106.75,S01145
P02527,Dangote Product 2527,Cleaning,Dangote,17114.19,S06658
P02528,Dettol Product 2528,Dairy,Peak,19619.46,S04261
P02529,Peak Product 2529,Cleaning,Dangote,11075.32,S00980
P02530,Nestle Product 2530,Dairy,Dangote,9211.66,S08382
P02531,Dettol Product 2531,Dairy,Peak,2769.85,S04301
P02532,Peak Product 2532,Cleaning,Indomie,9288.32,S05568
P02533,Indomie Product 2533,Beverages,Dettol,5410.11,S01592
P02534,Power Oil Product 2534,Cleaning,Peak,11564.4,S08054
P02535,Golden Penny Product 2535,Toiletries,Power Oil,7523.24,S07286
P02536,Power Oil Product 2536,Dairy,Nestle,14292.13,S09740
P02537,Dangote Product 2537,Beverages,Indomie,13140.13,S00426
P02538,Golden Penny Product 2538,Toiletries,Power Oil,17902.32,S05025
P02539,Indomie Product 2539,Frozen Foods,Nestle,11987.06,S07207
P02540,Nestle Product 2540,Beverages,Indomie,3833.85,S04790
P02541,Milo Product 2541,Toiletries,Golden Penny,894.52,S03468
P02542,Nestle Product 2542,Beverages,Dangote,6633.65,S08333
P02543,Milo Product 2543,Dairy,Indomie,24315.6,S02554
P02544,Power Oil Product 2544,Frozen Foods,Power Oil,9573.87,S07951
P02545,Indomie Product 2545,Frozen Foods,Dettol,4549.61,S06224
P02546,Dangote Product 2546,Cleaning,Peak,8690.7,S05068
P02547,Golden Penny Product 2547,Beverages,Indomie,7102.23,S01960
P02548,Golden Penny Product 2548,Toiletries,Dettol,11591.18,S00200
P02549,Golden Penny Product 2549,Cleaning,Golden Penny,9216.3,S00539
P02550,Milo Product 2550,Cleaning,Peak,23810.3,S08314
P02551,Peak Product 2551,Toiletries,Peak,24266.84,S00918
P02552,Dettol Product 2552,Frozen Foods,Golden Penny,6268.37,S02994
P02553,Golden Penny Product 2553,Beverages,Dettol,4600.28,S09981
P02554,Nestle Product 2554,Frozen Foods,Nestle,2465.71,S03114
P02555,Peak Product 2555,Beverages,Nestle,1709.45,S03729
P02556,Golden Penny Product 2556,Frozen Foods,Dettol,11713.93,S08798
P02557,Dangote Product 2557,Toiletries,Peak,5071.36,S01908
P02558,Dettol Product 2558,Food,Dettol,5095.43,S08887
P02559,Golden Penny Product 2559,Frozen Foods,Dettol,7639.03,S00158
P02560,Milo Product 2560,Food,Dettol,19479.42,S03192
P02561,Dettol Product 2561,Food,Nestle,18913.09,S09853
P02562,Nestle Product 2562,Dairy,Indomie,8350.26,S07919
P02563,Nestle Product 2563,Cleaning,Nestle,6752.16,S08720
P02564,Golden Penny Product 2564,Toiletries,Nestle,17010.5,S08243
P02565,Nestle Product 2565,Cleaning,Dettol,2964.46,S02985
P02566,Dettol Product 2566,Food,Power Oil,22355.51,S08349
P02567,Dettol Product 2567,Dairy,Indomie,4634.12,S07079
P02568,Nestle Product 2568,Food,Dettol,8692.31,S08825
P02569,Indomie Product 2569,Beverages,Peak,19118.75,S03494
P02570,Nestle Product 2570,Frozen Foods,Nestle,8136.39,S08691
P02571,Dettol Product 2571,Food,Nestle,23203.28,S03446
P02572,Indomie Product 2572,Toiletries,Indomie,4959.22,S06492
P02573,Indomie Product 2573,Beverages,Indomie,8276.9,S08462
P02574,Dettol Product 2574,Cleaning,Milo,19537.92,S04414
P02575,Golden Penny Product 2575,Toiletries,Dettol,23371.38,S04975
P02576,Power Oil Product 2576,Beverages,Nestle,8476.31,S05799
P02577,Power Oil Product 2577,Dairy,Nestle,10747.39,S06448
P02578,Milo Product 2578,Food,Milo,1571.62,S06698
P02579,Power Oil Product 2579,Cleaning,Indomie,24379.65,S04493
P02580,Dangote Product 2580,Cleaning,Golden Penny,5373.5,S04194
P02581,Nestle Product 2581,Toiletries,Dangote,8181.78,S06266
P02582,Power Oil Product 2582,Frozen Foods,Golden Penny,19977.37,S08241
P02583,Dettol Product 2583,Toiletries,Peak,2045.79,S02629
P02584,Power Oil Product 2584,Cleaning,Dettol,23549.06,S09715
P02585,Dettol Product 2585,Food,Milo,17257.46,S07980
P02586,Golden Penny Product 2586,Toiletries,Milo,1671.06,S00920
P02587,Power Oil Product 2587,Toiletries,Power Oil,11065.48,S04657
P02588,Peak Product 2588,Dairy,Indomie,22045.07,S01213
P02589,Power Oil Product 2589,Cleaning,Milo,20642.91,S02465
P02590,Nestle Product 2590,Frozen Foods,Golden Penny,14133.54,S07181
P02591,Golden Penny Product 2591,Toiletries,Nestle,14005.53,S04775
P02592,Dangote Product 2592,Beverages,Peak,21793.99,S05144
P02593,Power Oil Product 2593,Dairy,Golden Penny,4766.67,S07674
P02594,Golden Penny Product 2594,Dairy,Power Oil,8458.7,S04244
P02595,Nestle Product 2595,Frozen Foods,Dangote,3678.69,S06731
P02596,Milo Product 2596,Dairy,Dettol,19992.81,S08658
P02597,Dangote Product 2597,Frozen Foods,Power Oil,601.79,S07164
P02598,Dangote Product 2598,Frozen Foods,Power Oil,19795.41,S08062
P02599,Nestle Product 2599,Frozen Foods,Power Oil,15932.47,S01238
P02600,Peak Product 2600,Frozen Foods,Peak,13387.71,S08414
P02601,Peak Product 2601,Frozen Foods,Dettol,15328.78,S03128
P02602,Peak Product 2602,Cleaning,Milo,20480.34,S07631
P02603,Dettol Product 2603,Cleaning,Indomie,16331.0,S01197
P02604,Indomie Product 2604,Cleaning,Power Oil,11460.37,S07085
P02605,Dangote Product 2605,Dairy,Nestle,357.58,S06389
P02606,Dangote Product 2606,Food,Golden Penny,8195.13,S02466
P02607,Nestle Product 2607,Beverages,Power Oil,13402.63,S03283
P02608,Power Oil Product 2608,Cleaning,Indomie,4883.41,S02430
P02609,Golden Penny Product 2609,Toiletries,Indomie,2702.23,S08740
P02610,Dangote Product 2610,Beverages,Power Oil,23875.58,S05366
P02611,Power Oil Product 2611,Beverages,Golden Penny,5202.2,S02676
P02612,Milo Product 2612,Toiletries,Golden Penny,23420.3,S03560
P02613,Power Oil Product 2613,Food,Indomie,21965.41,S07204
P02614,Peak Product 2614,Dairy,Dangote,11210.02,S03418
P02615,Milo Product 2615,Food,Dettol,11075.96,S03255
P02616,Golden Penny Product 2616,Dairy,Peak,2502.73,S02869
P02617,Peak Product 2617,Beverages,Golden Penny,3184.89,S08014
P02618,Power Oil Product 2618,Cleaning,Power Oil,10495.17,S03447
P02619,Peak Product 2619,Frozen Foods,Power Oil,12053.88,S08336
P02620,Peak Product 2620,Dairy,Dangote,379.94,S06882
P02621,Milo Product 2621,Food,Power Oil,9137.73,S05079
P02622,Peak Product 2622,Dairy,Nestle,5888.1,S01384
P02623,Milo Product 2623,Dairy,Dangote,23792.47,S04501
P02624,Power Oil Product 2624,Food,Indomie,21215.89,S02906
P02625,Dangote Product 2625,Beverages,Indomie,3677.47,S07698
P02626,Dangote Product 2626,Food,Golden Penny,21685.36,S04802
P02627,Power Oil Product 2627,Frozen Foods,Milo,20616.62,S06869
P02628,Indomie Product 2628,Beverages,Indomie,18600.77,S02976
P02629,Power Oil Product 2629,Food,Indomie,943.51,S03344
P02630,Nestle Product 2630,Dairy,Power Oil,22742.73,S04345
P02631,Power Oil Product 2631,Food,Dangote,8423.23,S07709
P02632,Dangote Product 2632,Cleaning,Indomie,22856.71,S00762
P02633,Milo Product 2633,Frozen Foods,Indomie,4122.68,S00245
P02634,Power Oil Product 2634,Beverages,Peak,10613.1,S01087
P02635,Peak Product 2635,Dairy,Dettol,24587.55,S08794
P02636,Dettol Product 2636,Beverages,Dangote,7923.49,S07693
P02637,Nestle Product 2637,Beverages,Power Oil,16478.08,S05990
P02638,Peak Product 2638,Dairy,Dettol,18768.23,S09360
P02639,Golden Penny Product 2639,Beverages,Golden Penny,12965.4,S02337
P02640,Golden Penny Product 2640,Cleaning,Peak,18630.99,S06617
P02641,Nestle Product 2641,Frozen Foods,Peak,6394.51,S04107
P02642,Indomie Product 2642,Cleaning,Nestle,8349.92,S07572
P02643,Nestle Product 2643,Beverages,Power Oil,10666.12,S02380
P02644,Dangote Product 2644,Cleaning,Milo,15870.63,S03243
P02645,Indomie Product 2645,Food,Indomie,15938.84,S03897
P02646,Indomie Product 2646,Dairy,Power Oil,490.47,S07878
P02647,Dettol Product 2647,Toiletries,Golden Penny,15792.08,S09457
P02648,Milo Product 2648,Dairy,Golden Penny,11439.2,S04306
P02649,Dettol Product 2649,Food,Nestle,16455.42,S08430
P02650,Power Oil Product 2650,Toiletries,Indomie,6531.05,S07985
P02651,Dettol Product 2651,Cleaning,Peak,16766.71,S05610
P02652,Nestle Product 2652,Food,Power Oil,10777.56,S00417
P02653,Indomie Product 2653,Food,Golden Penny,24382.18,S01821
P02654,Peak Product 2654,Frozen Foods,Nestle,3332.22,S05696
P02655,Nestle Product 2655,Dairy,Milo,13921.8,S01360
P02656,Indomie Product 2656,Dairy,Golden Penny,3714.37,S03635
P02657,Dangote Product 2657,Beverages,Power Oil,13234.25,S02487
P02658,Dangote Product 2658,Frozen Foods,Power Oil,13578.54,S08698
P02659,Indomie Product 2659,Toiletries,Indomie,2683.42,S02714
P02660,Golden Penny Product 2660,Cleaning,Indomie,13612.37,S09989
P02661,Milo Product 2661,Beverages,Nestle,1413.02,S06568
P02662,Nestle Product 2662,Dairy,Milo,22364.86,S07668
P02663,Power Oil Product 2663,Beverages,Nestle,208.77,S04118
P02664,Nestle Product 2664,Beverages,Peak,1668.71,S06724
P02665,Indomie Product 2665,Beverages,Dettol,20596.54,S03973
P02666,Milo Product 2666,Beverages,Milo,9896.79,S03169
P02667,Golden Penny Product 2667,Toiletries,Peak,5812.37,S04526
P02668,Indomie Product 2668,Dairy,Peak,18204.28,S09600
P02669,Indomie Product 2669,Beverages,Dettol,3731.73,S04514
P02670,Power Oil Product 2670,Food,Peak,13111.38,S08590
P02671,Peak Product 2671,Cleaning,Dettol,5958.09,S07181
P02672,Nestle Product 2672,Food,Dettol,4011.18,S05594
P02673,Nestle Product 2673,Food,Milo,20981.84,S04186
P02674,Peak Product 2674,Cleaning,Dettol,10762.58,S02760
P02675,Dettol Product 2675,Toiletries,Golden Penny,13166.41,S01452
P02676,Power Oil Product 2676,Beverages,Dettol,20950.39,S07086
P02677,Milo Product 2677,Food,Peak,21656.15,S04591
P02678,Nestle Product 2678,Toiletries,Power Oil,10607.2,S04117
P02679,Power Oil Product 2679,Food,Dangote,2708.05,S07956
P02680,Golden Penny Product 2680,Frozen Foods,Dettol,5690.43,S07107
P02681,Nestle Product 2681,Food,Dettol,14104.63,S09268
P02682,Milo Product 2682,Frozen Foods,Milo,1244.11,S01767
P02683,Peak Product 2683,Frozen Foods,Peak,3113.34,S03910
P02684,Power Oil Product 2684,Frozen Foods,Milo,20419.03,S00654
P02685,Power Oil Product 2685,Cleaning,Dettol,21335.38,S09394
P02686,Dangote Product 2686,Dairy,Milo,16792.9,S00421
P02687,Golden Penny Product 2687,Frozen Foods,Indomie,798.78,S05390
P02688,Peak Product 2688,Toiletries,Milo,20087.0,S07482
P02689,Nestle Product 2689,Toiletries,Power Oil,8938.99,S04075
P02690,Nestle Product 2690,Dairy,Dangote,8247.91,S04312
P02691,Indomie Product 2691,Beverages,Power Oil,18569.48,S05711
P02692,Indomie Product 2692,Dairy,Peak,8477.33,S08819
P02693,Golden Penny Product 2693,Toiletries,Nestle,2712.19,S01482
P02694,Milo Product 2694,Toiletries,Dettol,16058.98,S06271
P02695,Golden Penny Product 2695,Toiletries,Dettol,8894.73,S07173
P02696,Power Oil Product 2696,Beverages,Indomie,8204.44,S01827
P02697,Golden Penny Product 2697,Frozen Foods,Nestle,22738.99,S09183
P02698,Nestle Product 2698,Frozen Foods,Indomie,10069.69,S01245
P02699,Golden Penny Product 2699,Food,Peak,17849.31,S06630
P02700,Nestle Product 2700,Beverages,Power Oil,13414.13,S06501
P02701,Indomie Product 2701,Dairy,Peak,21156.24,S04816
P02702,Peak Product 2702,Toiletries,Golden Penny,11174.89,S00669
P02703,Golden Penny Product 2703,Frozen Foods,Indomie,16754.53,S04486
P02704,Dangote Product 2704,Dairy,Golden Penny,20864.55,S03588
P02705,Golden Penny Product 2705,Beverages,Dettol,16267.8,S03539
P02706,Indomie Product 2706,Food,Nestle,6243.27,S00341
