transaction_id,store_id,product_id,quantity_sold,sales_amount,transaction_date,year,month,day
T02107,ST01102,P01037,36,433362.6,2025-02-01,2025,2,1
T02108,ST05825,P01117,39,338005.59,2025-12-06,2025,12,6
T02109,ST01924,P04210,2,49169.68,2025-06-16,2025,6,16
T02110,ST03802,P05202,15,322720.65,2025-09-27,2025,9,27
T02111,ST04370,P02389,33,6761.7,2025-12-24,2025,12,24
T02112,ST06042,P03013,25,46891.0,2025-05-13,2025,5,13
T02113,ST02191,P05738,13,227444.49,2025-11-19,2025,11,19
T02114,ST08703,P01945,12,38524.08,2025-03-09,2025,3,9
T02115,ST09044,P04721,24,308613.12,2025-01-16,2025,1,16
T02116,ST08839,P00206,6,136433.64,2025-09-29,2025,9,29
T02117,ST01227,P01927,29,294136.27,2025-07-28,2025,7,28
T02118,ST07160,P06977,31,318593.82,2025-05-25,2025,5,25
T02119,ST09988,P01354,45,598230.0,2025-03-21,2025,3,21
T02120,ST01036,P05112,25,252460.75,2025-06-17,2025,6,17
T02121,ST01745,P04105,45,577930.95,2025-11-13,2025,11,13
T02122,ST05314,P09135,22,111022.56,2025-06-19,2025,6,19
T02123,ST09116,P09881,15,92747.85,2025-03-16,2025,3,16
T02124,ST01984,P07154,7,93601.69,2025-07-09,2025,7,9
T02125,ST00851,P02230,20,328632.2,2025-10-30,2025,10,30
T02126,ST04976,P02700,16,48827.84,2025-05-15,2025,5,15
T02127,ST07301,P07181,39,678052.05,2025-05-12,2025,5,12
T02128,ST05872,P02131,4,32793.28,2025-01-03,2025,1,3
T02129,ST01912,P02181,14,316415.68,2025-06-05,2025,6,5
T02130,ST00258,P09934,29,119154.62,2025-11-28,2025,11,28
T02131,ST03909,P01597,16,207600.64,2025-08-26,2025,8,26
T02132,ST00757,P03140,50,1067154.5,2025-07-15,2025,7,15
T02133,ST02136,P03290,4,3079.2,2025-04-21,2025,4,21
T02134,ST09982,P00682,11,62167.6,2025-03-09,2025,3,9
T02135,ST02658,P08528,26,568441.9,2025-02-18,2025,2,18
T02136,ST00563,P07747,13,255926.45,2025-05-04,2025,5,4
T02137,ST04613,P04573,9,15891.03,2025-12-01,2025,12,1
T02138,ST04560,P08042,27,332676.99,2025-07-18,2025,7,18
T02139,ST03514,P05574,45,392457.15,2025-11-15,2025,11,15
T02140,ST09469,P04196,50,223583.0,2025-09-27,2025,9,27
T02141,ST03226,P00673,40,147075.6,2025-12-29,2025,12,29
T02142,ST07794,P04467,41,397985.36,2025-10-30,2025,10,30
T02143,ST04137,P05993,25,575762.0,2025-12-18,2025,12,18
T02144,ST06012,P06632,12,211762.44,2025-07-21,2025,7,21
T02145,ST09618,P07087,12,213849.0,2025-02-01,2025,2,1
T02146,ST03568,P07225,1,2415.45,2025-06-21,2025,6,21
T02147,ST00020,P01869,19,249550.75,2025-07-24,2025,7,24
T02148,ST08614,P03715,13,230683.7,2025-10-11,2025,10,11
T02149,ST01286,P09598,27,657212.67,2025-03-06,2025,3,6
T02150,ST05458,P05121,9,165438.36,2025-08-03,2025,8,3
T02151,ST02326,P02908,50,592413.0,2025-06-05,2025,6,5
T02152,ST07481,P06069,28,682666.32,2025-11-01,2025,11,1
T02153,ST06336,P05770,16,245046.88,2025-07-01,2025,7,1
T02154,ST01326,P05859,39,545625.6,2025-04-17,2025,4,17
T02155,ST08855,P00056,14,31683.54,2025-12-14,2025,12,14
T02156,ST09458,P00864,34,563693.82,2025-08-11,2025,8,11
T02157,ST00484,P08152,15,315373.05,2025-05-31,2025,5,31
T02158,ST00861,P08710,37,209303.45,2025-02-14,2025,2,14
T02159,ST04768,P00996,48,1037316.96,2025-08-26,2025,8,26
T02160,ST09368,P04691,21,209742.96,2025-08-19,2025,8,19
T02161,ST03527,P09057,22,221419.88,2025-11-11,2025,11,11
T02162,ST07655,P03546,18,160836.12,2025-10-07,2025,10,7
T02163,ST00057,P00150,19,36628.2,2025-06-21,2025,6,21
T02164,ST07132,P01515,25,149984.75,2025-10-19,2025,10,19
T02165,ST05878,P02075,27,570290.76,2025-07-14,2025,7,14
T02166,ST01683,P01880,16,87680.8,2025-01-14,2025,1,14
T02167,ST07071,P05882,9,112475.25,2025-08-31,2025,8,31
T02168,ST08692,P08167,39,847112.76,2025-04-28,2025,4,28
T02169,ST06925,P00501,17,12876.14,2025-11-25,2025,11,25
T02170,ST08256,P05351,36,45338.76,2025-07-29,2025,7,29
T02171,ST03578,P07259,2,10239.38,2025-07-14,2025,7,14
T02172,ST06570,P08944,32,195566.08,2025-02-03,2025,2,3
T02173,ST07312,P01468,50,508933.5,2025-08-22,2025,8,22
T02174,ST01989,P07466,37,269482.47,2025-03-01,2025,3,1
T02175,ST04178,P00395,22,51572.62,2025-06-05,2025,6,5
T02176,ST03466,P08868,16,9132.16,2025-11-08,2025,11,8
T02177,ST04228,P03657,29,318908.65,2025-10-15,2025,10,15
T02178,ST03592,P07209,24,372824.64,2025-04-13,2025,4,13
T02179,ST06573,P02190,27,328484.43,2025-01-26,2025,1,26
T02180,ST02863,P06428,34,426712.58,2025-09-19,2025,9,19
T02181,ST00070,P01932,19,377989.23,2025-04-02,2025,4,2
T02182,ST04222,P08249,18,439327.8,2025-04-06,2025,4,6
T02183,ST09856,P06393,50,331221.5,2025-02-14,2025,2,14
T02184,ST00834,P03319,46,940033.46,2025-07-02,2025,7,2
T02185,ST05499,P07292,29,295661.09,2025-01-03,2025,1,3
T02186,ST07474,P08825,10,15314.7,2025-07-31,2025,7,31
T02187,ST00726,P01267,21,179119.92,2025-04-19,2025,4,19
T02188,ST06280,P05284,40,741294.8,2025-02-06,2025,2,6
T02189,ST08295,P05607,42,18431.28,2025-07-28,2025,7,28
T02190,ST08529,P00805,37,397451.41,2025-07-28,2025,7,28
T02191,ST03103,P08671,27,581591.88,2025-09-01,2025,9,1
T02192,ST06005,P05677,29,578407.9,2025-02-01,2025,2,1
T02193,ST08716,P08245,17,334874.84,2025-11-14,2025,11,14
T02194,ST08529,P07921,26,431571.66,2025-08-10,2025,8,10
T02195,ST03520,P06312,31,548414.8,2025-07-10,2025,7,10
T02196,ST03117,P05661,35,650415.85,2025-10-06,2025,10,6
T02197,ST05063,P08201,30,302736.0,2025-11-22,2025,11,22
T02198,ST08354,P01123,8,5021.52,2025-01-11,2025,1,11
T02199,ST01857,P08088,15,135111.6,2025-08-24,2025,8,24
T02200,ST03204,P02237,14,287713.58,2025-04-21,2025,4,21
T02201,ST00882,P05067,5,57617.6,2025-05-19,2025,5,19
T02202,ST03914,P03371,1,20706.63,2025-09-12,2025,9,12
T02203,ST02551,P03485,20,193487.2,2025-11-30,2025,11,30
T02204,ST01590,P09644,33,756808.14,2025-10-05,2025,10,5
T02205,ST04404,P08120,16,106047.84,2025-04-16,2025,4,16
T02206,ST08683,P07732,38,181755.14,2025-06-16,2025,6,16
T02207,ST09227,P05135,19,318603.21,2025-10-13,2025,10,13
T02208,ST06336,P07153,41,805803.34,2025-02-27,2025,2,27
T02209,ST09673,P02293,44,490424.0,2025-04-26,2025,4,26
T02210,ST07765,P06169,13,119592.85,2025-01-31,2025,1,31
T02211,ST06786,P02166,37,849750.88,2025-08-18,2025,8,18
T02212,ST00123,P02964,21,108203.97,2025-11-28,2025,11,28
T02213,ST03178,P05535,36,491568.12,2025-01-28,2025,1,28
T02214,ST03288,P02058,20,109048.8,2025-03-12,2025,3,12
T02215,ST00061,P07403,26,519247.04,2025-09-02,2025,9,2
T02216,ST06894,P06274,37,367836.24,2025-08-09,2025,8,9
T02217,ST05452,P09889,46,522994.7,2025-08-29,2025,8,29
T02218,ST00239,P02864,48,394536.96,2025-06-22,2025,6,22
T02219,ST01715,P05944,17,340122.4,2025-08-19,2025,8,19
T02220,ST06397,P00028,31,130959.5,2025-11-08,2025,11,8
T02221,ST00178,P07008,39,902834.79,2025-04-05,2025,4,5
T02222,ST05469,P00841,44,814309.32,2025-03-03,2025,3,3
T02223,ST04839,P01457,11,172315.66,2025-12-18,2025,12,18
T02224,ST04395,P02784,28,27014.4,2025-07-24,2025,7,24
T02225,ST03189,P00647,15,110893.35,2025-09-02,2025,9,2
T02226,ST07484,P04469,11,177406.79,2025-03-11,2025,3,11
T02227,ST05045,P02451,30,594582.3,2025-05-28,2025,5,28
T02228,ST04286,P08107,32,530849.6,2025-07-31,2025,7,31
T02229,ST05252,P07302,28,372833.44,2025-02-11,2025,2,11
T02230,ST01924,P04938,37,324822.63,2025-04-01,2025,4,1
T02231,ST05266,P01318,20,163429.4,2025-11-10,2025,11,10
T02232,ST03283,P01263,46,972687.02,2025-03-06,2025,3,6
T02233,ST01370,P03873,29,537866.19,2025-09-23,2025,9,23
T02234,ST08457,P04406,48,340937.76,2025-04-07,2025,4,7
T02235,ST03249,P08979,24,484272.48,2025-02-19,2025,2,19
T02236,ST05802,P04251,41,942978.68,2025-05-24,2025,5,24
T02237,ST03947,P04279,35,407653.75,2025-01-17,2025,1,17
T02238,ST09125,P04090,20,191632.6,2025-04-09,2025,4,9
T02239,ST08702,P07268,44,1080783.0,2025-07-23,2025,7,23
T02240,ST05859,P01359,47,280490.36,2025-05-14,2025,5,14
T02241,ST04598,P02037,41,152247.76,2025-06-16,2025,6,16
T02242,ST06096,P08110,30,661136.7,2025-11-23,2025,11,23
T02243,ST03816,P08136,10,58688.7,2025-09-24,2025,9,24
T02244,ST00913,P06914,3,60533.61,2025-12-14,2025,12,14
T02245,ST00676,P00740,20,445491.6,2025-09-17,2025,9,17
T02246,ST08804,P03025,31,145768.82,2025-08-14,2025,8,14
T02247,ST00882,P02663,10,119154.6,2025-11-13,2025,11,13
T02248,ST08451,P00235,17,101491.7,2025-11-14,2025,11,14
T02249,ST03222,P09579,7,122999.87,2025-06-03,2025,6,3
T02250,ST01538,P00658,20,64322.4,2025-06-01,2025,6,1
T02251,ST05345,P06537,50,966593.5,2025-01-12,2025,1,12
T02252,ST01804,P08205,9,168577.38,2025-03-15,2025,3,15
T02253,ST01040,P05122,32,697172.48,2025-06-29,2025,6,29
T02254,ST04779,P09283,27,446068.89,2025-03-11,2025,3,11
T02255,ST00814,P06035,39,245974.17,2025-04-11,2025,4,11
T02256,ST03187,P05651,20,420789.4,2025-03-25,2025,3,25
T02257,ST02252,P00763,32,797704.0,2025-12-29,2025,12,29
T02258,ST06044,P08748,41,131994.58,2025-12-20,2025,12,20
T02259,ST03846,P08738,34,102260.1,2025-04-24,2025,4,24
T02260,ST08592,P06064,4,74556.68,2025-03-12,2025,3,12
T02261,ST00524,P05908,40,704980.0,2025-08-06,2025,8,6
T02262,ST00934,P04600,23,189722.63,2025-01-23,2025,1,23
T02263,ST05783,P01580,25,516079.25,2025-09-20,2025,9,20
T02264,ST03299,P03786,4,74793.92,2025-07-23,2025,7,23
T02265,ST01878,P03921,15,297949.05,2025-02-23,2025,2,23
T02266,ST01152,P04828,26,496787.2,2025-10-28,2025,10,28
T02267,ST05187,P09595,14,87308.48,2025-12-05,2025,12,5
T02268,ST00872,P03437,46,223038.36,2025-07-24,2025,7,24
T02269,ST05049,P09390,5,70434.8,2025-08-27,2025,8,27
T02270,ST04809,P05623,34,366771.26,2025-07-03,2025,7,3
T02271,ST06431,P08070,4,37535.16,2025-10-11,2025,10,11
T02272,ST09307,P01818,17,111669.77,2025-05-04,2025,5,4
T02273,ST05621,P07738,26,97679.92,2025-08-16,2025,8,16
T02274,ST03456,P08040,15,331437.15,2025-06-10,2025,6,10
T02275,ST08279,P03292,11,192707.46,2025-03-04,2025,3,4
T02276,ST07158,P03000,39,694525.26,2025-09-17,2025,9,17
T02277,ST03903,P04004,8,101026.4,2025-12-11,2025,12,11
T02278,ST07170,P05002,21,221085.48,2025-02-10,2025,2,10
T02279,ST02720,P09929,29,10715.21,2025-01-05,2025,1,5
T02280,ST05156,P03379,7,77442.82,2025-01-08,2025,1,8
T02281,ST09710,P05849,36,692956.8,2025-02-09,2025,2,9
T02282,ST01018,P05909,13,204514.31,2025-03-10,2025,3,10
T02283,ST00545,P00583,29,22770.22,2025-08-18,2025,8,18
T02284,ST07080,P03141,42,64039.08,2025-05-17,2025,5,17
T02285,ST09527,P00971,29,108418.24,2025-07-09,2025,7,9
T02286,ST05391,P01869,14,34018.04,2025-09-24,2025,9,24
T02287,ST02721,P09575,10,43878.5,2025-08-04,2025,8,4
T02288,ST05006,P03073,50,1036276.5,2025-06-24,2025,6,24
T02289,ST07892,P03150,17,63032.26,2025-06-12,2025,6,12
T02290,ST07587,P06705,22,220685.08,2025-06-28,2025,6,28
T02291,ST09442,P02405,32,184948.48,2025-07-14,2025,7,14
T02292,ST06536,P07322,10,206204.4,2025-12-05,2025,12,5
T02293,ST01680,P07704,11,95215.67,2025-03-26,2025,3,26
T02294,ST01353,P08730,27,609146.73,2025-10-04,2025,10,4
T02295,ST03061,P05194,21,357049.77,2025-12-26,2025,12,26
T02296,ST07589,P07225,43,1003857.36,2025-02-23,2025,2,23
T02297,ST00891,P05695,9,72350.91,2025-10-28,2025,10,28
T02298,ST00676,P09958,21,359138.85,2025-07-13,2025,7,13
T02299,ST07722,P01291,29,626479.17,2025-12-04,2025,12,4
T02300,ST04078,P03447,44,724132.64,2025-06-25,2025,6,25
T02301,ST04756,P03343,21,105272.58,2025-02-27,2025,2,27
T02302,ST01938,P09387,31,577849.3,2025-06-11,2025,6,11
T02303,ST04417,P07884,15,283401.15,2025-04-02,2025,4,2
T02304,ST03431,P01162,19,204226.06,2025-10-13,2025,10,13
T02305,ST00027,P05431,19,45454.46,2025-06-02,2025,6,2
T02306,ST03489,P03417,34,417950.44,2025-06-16,2025,6,16
T02307,ST06026,P07404,2,39864.12,2025-04-07,2025,4,7
T02308,ST03375,P00623,44,1079792.12,2025-01-24,2025,1,24
T02309,ST00209,P03197,23,67800.32,2025-11-04,2025,11,4
T02310,ST04260,P00108,49,609661.43,2025-11-08,2025,11,8
T02311,ST05377,P09968,1,4279.24,2025-05-07,2025,5,7
T02312,ST01000,P03659,31,215373.74,2025-11-23,2025,11,23
T02313,ST07496,P08363,31,48176.48,2025-06-26,2025,6,26
T02314,ST01826,P00832,11,42453.4,2025-04-01,2025,4,1
T02315,ST04184,P02738,15,272066.55,2025-10-11,2025,10,11
T02316,ST01648,P09837,24,224172.24,2025-01-12,2025,1,12
T02317,ST00170,P08428,24,477244.08,2025-07-21,2025,7,21
T02318,ST06231,P06427,36,834672.24,2025-01-31,2025,1,31
T02319,ST07190,P06663,20,326345.2,2025-10-08,2025,10,8
T02320,ST07019,P02412,37,223942.5,2025-10-26,2025,10,26
T02321,ST08651,P02107,29,194614.65,2025-03-02,2025,3,2
T02322,ST05028,P06366,28,425719.28,2025-01-03,2025,1,3
T02323,ST09101,P00677,43,898831.58,2025-11-09,2025,11,9
T02324,ST09160,P00869,41,895075.92,2025-05-10,2025,5,10
T02325,ST09432,P09428,28,146235.04,2025-11-02,2025,11,2
T02326,ST03778,P09357,43,342025.87,2025-04-27,2025,4,27
T02327,ST09630,P04521,46,773764.62,2025-08-10,2025,8,10
T02328,ST00604,P04621,24,304360.56,2025-03-06,2025,3,6
T02329,ST04535,P00679,1,21151.91,2025-07-31,2025,7,31
T02330,ST07114,P00689,43,246234.77,2025-09-07,2025,9,7
T02331,ST07172,P09013,8,126888.72,2025-12-13,2025,12,13
T02332,ST03525,P08180,44,827919.4,2025-11-30,2025,11,30
T02333,ST06989,P00729,2,11665.18,2025-07-07,2025,7,7
T02334,ST04542,P06792,17,371945.38,2025-04-18,2025,4,18
T02335,ST06831,P03752,22,215999.52,2025-05-06,2025,5,6
T02336,ST08958,P05511,43,936606.65,2025-07-28,2025,7,28
T02337,ST05960,P03073,4,41688.44,2025-07-28,2025,7,28
T02338,ST03148,P01693,37,160904.12,2025-10-21,2025,10,21
T02339,ST01432,P00350,5,92038.5,2025-12-11,2025,12,11
T02340,ST00473,P02493,35,860527.5,2025-01-23,2025,1,23
T02341,ST04626,P05888,24,317166.72,2025-12-18,2025,12,18
T02342,ST06290,P01409,28,211300.04,2025-07-10,2025,7,10
T02343,ST07291,P04891,25,306763.0,2025-11-29,2025,11,29
T02344,ST00072,P07349,23,393923.53,2025-09-21,2025,9,21
T02345,ST02439,P09118,27,95525.73,2025-08-26,2025,8,26
T02346,ST05476,P05741,1,2388.55,2025-06-13,2025,6,13
T02347,ST07420,P00351,43,184229.2,2025-11-01,2025,11,1
T02348,ST08960,P09447,16,178126.08,2025-03-18,2025,3,18
T02349,ST03010,P03110,46,460671.6,2025-04-15,2025,4,15
T02350,ST05047,P09946,24,385931.76,2025-09-12,2025,9,12
T02351,ST00459,P02729,4,42179.6,2025-01-25,2025,1,25
T02352,ST06474,P07423,18,147367.44,2025-09-15,2025,9,15
T02353,ST03107,P04509,6,129128.64,2025-04-16,2025,4,16
T02354,ST09657,P07855,26,578243.9,2025-10-13,2025,10,13
T02355,ST09118,P03838,4,12830.56,2025-05-13,2025,5,13
T02356,ST02799,P07058,49,321471.85,2025-09-02,2025,9,2
T02357,ST04034,P07096,27,217206.9,2025-10-29,2025,10,29
T02358,ST04819,P07499,40,899546.8,2025-09-04,2025,9,4
T02359,ST09682,P09567,43,957009.29,2025-05-27,2025,5,27
T02360,ST06988,P01165,38,766043.52,2025-07-22,2025,7,22
T02361,ST04435,P07008,42,349852.02,2025-03-11,2025,3,11
T02362,ST07964,P01370,41,305013.76,2025-01-16,2025,1,16
T02363,ST08449,P06307,25,449093.75,2025-12-29,2025,12,29
T02364,ST09222,P04805,23,356760.36,2025-03-24,2025,3,24
T02365,ST01647,P05674,12,148867.2,2025-09-04,2025,9,4
T02366,ST05613,P06602,25,270501.0,2025-07-29,2025,7,29
T02367,ST09471,P03756,7,172645.2,2025-03-24,2025,3,24
T02368,ST03413,P05724,22,398252.36,2025-05-22,2025,5,22
T02369,ST04829,P08893,32,196078.72,2025-01-27,2025,1,27
T02370,ST01948,P06522,14,341606.16,2025-12-06,2025,12,6
T02371,ST05196,P07909,29,180810.36,2025-02-23,2025,2,23
T02372,ST04413,P05039,6,144114.0,2025-04-23,2025,4,23
T02373,ST01143,P01351,49,993661.2,2025-03-13,2025,3,13
T02374,ST00733,P05243,17,333676.68,2025-08-14,2025,8,14
T02375,ST05518,P04277,7,14266.77,2025-04-26,2025,4,26
T02376,ST06731,P08605,27,556298.28,2025-07-14,2025,7,14
T02377,ST04498,P03962,20,482185.2,2025-09-30,2025,9,30
T02378,ST01243,P02399,39,900231.15,2025-04-13,2025,4,13
T02379,ST03017,P00527,34,785888.92,2025-03-07,2025,3,7
T02380,ST04604,P03268,25,551138.0,2025-01-09,2025,1,9
T02381,ST04762,P07417,35,41580.0,2025-09-03,2025,9,3
T02382,ST02298,P09810,14,223943.72,2025-01-28,2025,1,28
T02383,ST06324,P01415,46,381234.2,2025-05-28,2025,5,28
T02384,ST06043,P04639,17,193815.13,2025-02-01,2025,2,1
T02385,ST07197,P02906,34,458538.96,2025-02-27,2025,2,27
T02386,ST04798,P07830,19,229327.15,2025-11-30,2025,11,30
T02387,ST09867,P01197,27,470840.58,2025-04-02,2025,4,2
T02388,ST07646,P08741,44,182234.36,2025-03-02,2025,3,2
T02389,ST04032,P00473,34,806839.72,2025-03-05,2025,3,5
T02390,ST00753,P01263,8,84416.0,2025-08-08,2025,8,8
T02391,ST06071,P04844,4,63387.96,2025-07-09,2025,7,9
T02392,ST01092,P00704,30,247553.7,2025-01-17,2025,1,17
T02393,ST08455,P01003,49,292066.46,2025-05-01,2025,5,1
T02394,ST04848,P06779,47,495799.24,2025-09-05,2025,9,5
T02395,ST06406,P04527,1,19585.11,2025-02-16,2025,2,16
T02396,ST03094,P01214,12,245100.96,2025-09-26,2025,9,26
T02397,ST02381,P04413,28,238935.2,2025-04-27,2025,4,27
T02398,ST05033,P06955,42,485787.96,2025-02-03,2025,2,3
T02399,ST04293,P04301,2,590.02,2025-01-22,2025,1,22
T02400,ST04927,P04277,39,11015.94,2025-02-27,2025,2,27
T02401,ST08571,P08911,2,5478.14,2025-04-25,2025,4,25
T02402,ST06139,P08323,49,77627.27,2025-06-24,2025,6,24
T02403,ST09401,P04828,35,287110.95,2025-02-28,2025,2,28
T02404,ST05951,P09496,20,46748.0,2025-05-24,2025,5,24
T02405,ST04019,P09653,27,93221.82,2025-11-10,2025,11,10
T02406,ST04125,P03283,3,74073.36,2025-08-18,2025,8,18
T02407,ST03652,P00296,12,130041.36,2025-06-28,2025,6,28
T02408,ST02628,P04822,7,170676.66,2025-05-12,2025,5,12
T02409,ST04432,P03566,9,211441.05,2025-11-12,2025,11,12
T02410,ST05336,P02165,43,627107.7,2025-09-17,2025,9,17
T02411,ST01847,P04538,8,147075.52,2025-07-08,2025,7,8
T02412,ST09213,P00191,20,110464.8,2025-07-20,2025,7,20
T02413,ST09492,P08946,5,18424.25,2025-10-12,2025,10,12
T02414,ST09269,P06272,22,242236.5,2025-06-25,2025,6,25
T02415,ST06979,P05799,34,820916.74,2025-01-04,2025,1,4
T02416,ST04964,P05395,42,968319.66,2025-01-03,2025,1,3
T02417,ST06915,P02178,8,139055.84,2025-04-16,2025,4,16
T02418,ST01684,P06918,44,150076.96,2025-11-11,2025,11,11
T02419,ST09260,P03894,30,437271.3,2025-11-30,2025,11,30
T02420,ST06676,P09197,28,497345.52,2025-08-07,2025,8,7
T02421,ST01102,P02346,7,35401.24,2025-07-09,2025,7,9
T02422,ST08341,P06694,2,39544.02,2025-05-30,2025,5,30
T02423,ST00194,P09154,15,201060.15,2025-07-08,2025,7,8
T02424,ST06430,P04416,9,209585.97,2025-11-28,2025,11,28
T02425,ST05921,P06923,47,300424.47,2025-03-19,2025,3,19
T02426,ST09936,P06930,2,5764.98,2025-03-24,2025,3,24
T02427,ST04773,P08093,20,128182.8,2025-08-05,2025,8,5
T02428,ST04786,P05293,30,549077.4,2025-12-05,2025,12,5
T02429,ST06763,P08797,13,31269.55,2025-09-10,2025,9,10
T02430,ST08228,P01206,9,113425.56,2025-09-18,2025,9,18
T02431,ST07092,P04764,11,146385.58,2025-04-28,2025,4,28
T02432,ST00912,P06872,1,21975.94,2025-04-19,2025,4,19
T02433,ST03734,P04413,9,162235.98,2025-03-15,2025,3,15
T02434,ST01406,P03236,23,451874.79,2025-07-28,2025,7,28
T02435,ST01505,P03022,31,293987.57,2025-12-11,2025,12,11
T02436,ST01105,P00272,19,44602.12,2025-01-08,2025,1,8
T02437,ST02116,P06429,12,8977.56,2025-06-30,2025,6,30
T02438,ST00890,P07969,16,276992.32,2025-10-13,2025,10,13
T02439,ST03496,P01701,33,31527.54,2025-08-02,2025,8,2
T02440,ST00922,P02140,7,161023.17,2025-08-30,2025,8,30
T02441,ST07495,P09226,1,5074.8,2025-05-05,2025,5,5
T02442,ST03246,P07484,46,388388.12,2025-11-25,2025,11,25
T02443,ST02166,P08468,5,110640.0,2025-01-08,2025,1,8
T02444,ST09685,P02400,49,957796.63,2025-01-04,2025,1,4
T02445,ST09592,P02367,29,348970.05,2025-06-21,2025,6,21
T02446,ST05997,P07039,15,360717.3,2025-06-22,2025,6,22
T02447,ST09265,P02030,2,37322.28,2025-01-16,2025,1,16
T02448,ST08840,P08830,13,131896.44,2025-01-03,2025,1,3
T02449,ST05244,P05726,36,457173.36,2025-02-21,2025,2,21
T02450,ST03509,P02860,25,76385.0,2025-04-18,2025,4,18
T02451,ST04323,P00757,3,4697.79,2025-01-11,2025,1,11
T02452,ST02065,P02865,43,913438.25,2025-01-02,2025,1,2
T02453,ST08054,P02147,27,92000.88,2025-05-23,2025,5,23
T02454,ST09157,P09225,2,25387.02,2025-11-20,2025,11,20
T02455,ST08021,P06172,43,814073.85,2025-07-22,2025,7,22
T02456,ST05619,P04854,19,421085.22,2025-03-18,2025,3,18
T02457,ST09566,P09058,33,210152.91,2025-03-14,2025,3,14
T02458,ST00121,P02302,13,321997.26,2025-03-15,2025,3,15
T02459,ST02811,P05608,18,290202.48,2025-10-06,2025,10,6
T02460,ST03634,P02660,43,853618.8,2025-08-28,2025,8,28
T02462,ST09507,P01600,19,401949.94,2025-01-08,2025,1,8
T02463,ST01662,P09094,39,884984.49,2025-11-17,2025,11,17
T02464,ST01811,P00940,18,175597.38,2025-11-03,2025,11,3
T02465,ST02382,P03818,39,280525.44,2025-05-27,2025,5,27
T02466,ST02166,P05999,10,157292.7,2025-06-20,2025,6,20
T02467,ST03461,P02077,18,386791.74,2025-06-23,2025,6,23
T02468,ST02792,P02418,8,179735.52,2025-10-21,2025,10,21
T02469,ST04475,P06088,29,207255.75,2025-03-09,2025,3,9
T02470,ST04510,P07363,28,640893.96,2025-07-06,2025,7,6
T02471,ST02067,P03686,28,370949.6,2025-11-15,2025,11,15
T02472,ST00457,P05324,27,349503.66,2025-02-12,2025,2,12
T02473,ST08735,P04433,28,485239.72,2025-09-19,2025,9,19
T02474,ST05794,P00570,16,208160.16,2025-10-19,2025,10,19
T02475,ST08781,P01796,40,674110.0,2025-08-02,2025,8,2
T02476,ST01226,P08389,43,922740.87,2025-12-07,2025,12,7
T02477,ST05801,P09240,3,63737.13,2025-07-02,2025,7,2
T02478,ST04437,P07618,50,496224.0,2025-03-02,2025,3,2
T02479,ST03389,P05073,33,286526.13,2025-06-02,2025,6,2
T02480,ST05001,P00306,41,55373.78,2025-02-06,2025,2,6
T02481,ST09319,P07430,43,57672.89,2025-02-02,2025,2,2
T02482,ST00260,P03002,35,767640.65,2025-06-20,2025,6,20
T02483,ST06431,P07164,34,15717.52,2025-10-12,2025,10,12
T02484,ST04714,P09373,17,335983.92,2025-08-23,2025,8,23
T02485,ST08591,P07375,34,582633.18,2025-10-29,2025,10,29
T02486,ST08455,P01138,38,706443.94,2025-05-24,2025,5,24
T02487,ST05363,P08709,1,21862.09,2025-10-18,2025,10,18
T02488,ST02928,P06830,13,24970.79,2025-10-22,2025,10,22
T02489,ST05669,P02700,15,350018.55,2025-01-23,2025,1,23
T02490,ST09800,P05659,8,15055.6,2025-06-29,2025,6,29
T02491,ST05135,P06696,49,307474.51,2025-02-02,2025,2,2
T02492,ST06134,P09791,32,566685.44,2025-11-24,2025,11,24
T02493,ST03185,P04379,50,710496.0,2025-03-27,2025,3,27
T02494,ST09373,P04309,42,490195.86,2025-09-23,2025,9,23
T02495,ST05707,P09964,5,48366.75,2025-01-26,2025,1,26
T02496,ST03903,P09960,34,598632.22,2025-04-21,2025,4,21
T02497,ST08425,P09710,10,207627.1,2025-02-23,2025,2,23
T02498,ST09357,P06571,5,16495.5,2025-10-22,2025,10,22
T02499,ST03838,P01011,31,278482.3,2025-05-31,2025,5,31
T02500,ST09322,P02686,15,7730.25,2025-09-26,2025,9,26
T02501,ST07921,P02902,42,734774.04,2025-02-17,2025,2,17
T02502,ST06866,P09459,21,490919.1,2025-04-28,2025,4,28
T02503,ST05613,P03936,43,559400.76,2025-02-14,2025,2,14
T02504,ST00088,P03227,9,27420.75,2025-07-03,2025,7,3
T02505,ST08520,P02404,22,370599.68,2025-01-29,2025,1,29
T02506,ST04924,P00819,6,149689.32,2025-07-03,2025,7,3
T02507,ST04738,P03623,45,382982.4,2025-01-06,2025,1,6
T02508,ST04674,P09241,27,627985.17,2025-12-25,2025,12,25
T02509,ST07924,P09424,22,203990.6,2025-12-17,2025,12,17
T02510,ST01721,P09706,31,185070.62,2025-04-15,2025,4,15
T02511,ST05451,P04368,14,281509.34,2025-02-10,2025,2,10
T02512,ST08846,P08890,42,573036.66,2025-12-13,2025,12,13
T02513,ST08663,P00464,24,569024.16,2025-08-22,2025,8,22
T02514,ST06203,P08018,4,55409.44,2025-01-18,2025,1,18
T02515,ST07039,P01646,32,640523.52,2025-12-05,2025,12,5
T02516,ST07972,P02968,38,508238.6,2025-05-15,2025,5,15
T02517,ST01185,P06984,47,197627.01,2025-02-24,2025,2,24
